Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
143.015,0,0,46.7752,24.9826,26.4484,3.56054,8.11477,0
266.57,0,0,43.9047,22.4178,24.378,3.46481,7.5588,0
157.272,0,0,42.0796,17.8452,22.2191,3.36631,8.18332,0
800.273,0,0,46.7682,44.4334,29.9654,3.74935,6.23308,0
513.778,0,0,45.3636,35.9559,27.4576,3.57459,7.0106,0
450.052,0,0,42.1153,28.8877,24.5757,3.56907,6.75258,0
113.023,0,0,41.7186,16.4174,21.6922,3.37567,8.13228,0
625.851,0,0,42.674,28.4603,24.8976,3.57345,6.78919,0
176.665,0,0,42.955,17.3283,23.0919,3.36021,7.75183,0
626.054,0,0,44.7161,38.1027,27.9201,3.59666,6.3671,0
124.906,0,0,47.5873,26.8839,27.396,3.52486,8.03827,0
84.8791,0,0,42.736,18.75,22.8798,3.42505,8.01254,0
83.4274,0,0,44.6385,19.5,24.004,3.451,8.33108,0
84.5747,0,0,38.558,11.1149,18.937,3.1505,8.24585,0
151.052,0,0,49.4838,30.7983,29.2739,3.64491,8.07704,0
118.96,0,0,49.4093,31.0662,29.4906,3.62755,7.93394,0
97.2242,0,0,50.1945,30.6375,29.5743,3.61815,8.21454,0
779.506,0,0,45.4322,43.7102,29.1766,3.67697,6.07092,0
318.631,0,0,47.7557,33.2715,28.4776,3.63384,7.61909,0
113.478,0,0,47.4919,30.2073,28.0121,3.60269,7.80838,0
267.678,0,0,42.9749,15.6438,22.8125,3.35587,7.69945,0
85.4624,0,0,45.9503,22.758,25.6514,3.45828,8.16939,0
405.045,0,0,45.7092,33.6701,27.6,3.65216,7.00286,0
134.715,0,0,39.3986,12.2966,19.5519,3.24377,8.17789,0
78.0379,0,0,38.3909,10.3828,18.5699,3.15005,8.33865,0
185.358,0,0,42.5205,21.192,22.9854,3.46339,7.8623,0
259.136,0,0,40.5732,17.6118,21.3503,3.38263,7.61176,0
