Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.138135,1625.14,4,31,20.1,919,298,339
0.403016,3224.94,5,31,20.1,2364,374,410
0.186052,3587.29,6,31,20.1,2461,448,595
0.106984,2115.25,4,31,20.1,1381,296,367
0.488921,3355.45,5,31,20.1,2442,377,455
0.538357,3222.38,5,31,20.1,2177,375,579
0.788567,3181.21,6,31,20.1,2200,456,457
0.135563,2745.26,4,31,20.1,1950,304,407
0.432864,3597,6,31,20.1,2437,446,634
0.512871,2768.34,5,31,20.1,1854,372,472
0.632382,3480.54,6,31,20.1,2382,454,566
0.597125,3385.33,6,31,20.1,2352,454,505
0.655525,3306.08,6,31,20.1,2306,449,477
0.640009,2105.15,4,31,20.1,1401,294,341
0.724477,4182.13,7,31,20.1,2892,512,692
0.496735,2791.05,5,31,20.1,1863,367,486
0.847838,2128.14,4,31,20.1,1408,294,355
0.625059,3516.19,6,31,20.1,2366,442,622
0,1160.58,4,31,20.1,466,308,317
0.406607,2739.7,5,31,20.1,1846,365,451
0.18527,2820.16,5,31,20.1,1895,370,480
0.833122,3270.71,5,31,20.1,2392,369,425
0.507426,2662.95,4,31,20.1,1928,296,363
0.212288,2536.69,4,31,20.1,1811,293,363
0.806631,3335.89,6,31,20.1,2283,453,523
0.666036,2128.25,4,31,20.1,1409,293,354
0.790105,4695.37,8,31,20.1,3272,586,754
0.184218,2943.91,6,31,20.1,1892,442,533
0.23357,2536.34,4,31,20.1,1818,295,357
0.941245,2216.88,4,31,20.1,1451,295,398
0.395172,3484.77,6,31,20.1,2382,442,582
0.926677,3577.66,6,31,20.1,2452,443,600
0.35901,2907.19,5,31,20.1,1975,379,472
0.312358,2076.55,4,31,20.1,1390,300,315
0.718737,3597.36,6,31,20.1,2442,449,623
0,1183.41,4,31,20.1,470,294,350
0.129026,2069.13,4,31,20.1,1347,304,349
0.213308,2724.29,5,31,20.1,1823,370,451
0.193926,2276.41,4,31,20.1,1496,296,404
0.453624,3271.8,6,31,20.1,2254,442,496
0.578398,4008.93,7,31,20.1,2743,514,676
0.170764,2105.43,4,31,20.1,1407,293,336
0.786843,5038.76,8,31,20.1,3621,590,749
0.30085,2120.01,4,31,20.1,1352,294,405
0.823023,5542.7,9,31,20.1,3934,680,841
0.167846,3090.44,5,31,20.1,2005,369,622
0,1146.34,4,31,20.1,457,293,332
0.577263,2159.78,4,31,20.1,1399,295,394
0.914833,6319.34,10,31,20.1,4575,742,916
0.776009,3451.27,6,31,20.1,2397,441,533
0.888827,3318.08,6,31,20.1,2301,439,503
0.229693,2159.35,4,31,20.1,1431,294,362
0.784634,3486.92,6,31,20.1,2411,442,552
0.872312,5501.72,9,31,20.1,3889,659,865
0.331848,2071.99,4,31,20.1,1350,302,356
0.863559,3447.44,6,31,20.1,2386,441,539
0.171486,1625.53,4,31,20.1,894,297,365
0.374609,2826.47,5,31,20.1,1868,369,514
0.114173,2263.94,4,31,20.1,1443,295,442
0,1216.46,4,31,20.1,494,294,350
0.43147,3444.38,6,31,20.1,2336,443,588
0.761368,2521.65,4,31,20.1,1796,299,358
0.887331,4038.57,7,31,20.1,2778,514,667
0.172566,2931.86,5,31,20.1,1980,375,495
0.140746,3379.62,6,31,20.1,2303,459,542
0,1143.11,4,31,20.1,450,301,330
0,1183.05,4,31,20.1,462,294,356
0,1317.57,4,31,20.1,479,295,465
0.00816704,1686.5,4,31,20.1,904,322,387
0.00121417,1743.6,4,31,20.1,979,298,393
0.119109,1725.72,4,31,20.1,985,300,365
0.166557,1735.87,4,31,20.1,982,296,382
0.0948924,1677.05,4,31,20.1,951,311,344
0.101508,1802.94,4,31,20.1,1027,296,400
0.261536,2106.5,4,31,20.1,1390,295,348
0.0334185,1781.91,4,31,20.1,982,310,403
0.0717946,1691.13,4,31,20.1,960,294,358
0.638938,2899.07,5,31,20.1,1953,370,495
0.842371,2797.56,5,31,20.1,1883,375,465
0.47686,2821.42,5,31,20.1,1893,366,486
0.499182,3237.81,5,31,20.1,2358,368,437
0.251833,2847.1,5,31,20.1,1901,385,486
0.222393,2841.02,5,31,20.1,1920,366,477
0.42587,2300.21,4,31,20.1,1518,297,405
0.82496,3435.09,6,31,20.1,2358,444,554
0.274659,2146.81,4,31,20.1,1426,295,355
0.722522,2047.76,4,31,20.1,1358,297,326
0.822485,4077.93,6,31,20.1,2943,442,609
0.502692,3573.42,6,31,20.1,2467,441,582
0,1216.01,4,31,20.1,469,299,378
0.774681,2595.67,4,31,20.1,1860,296,366
0.232902,4079.97,6,31,20.1,2915,440,644
0.498661,2316.64,5,31,20.1,1386,369,488
0.761679,2110.11,4,31,20.1,1390,294,355
0,1172.45,4,31,20.1,473,292,335
0.367046,2608.96,4,31,20.1,1865,295,374
0.569368,2503.6,4,31,20.1,1792,296,348
0.850282,3276.53,5,31,20.1,2386,368,445
0.26369,1709.37,4,31,20.1,966,296,377
0.112581,1688.38,4,31,20.1,934,295,389
