Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.00316903,197.075,4,10,1.36,18,36,110
0.0649342,259.966,4,10,1.13333,54,36,132
0.118605,310.792,5,10,1.19,73,45,155
0.190859,312.667,5,10,1.155,72,46,156
0.0884006,255.164,4,10,1.11667,54,37,128
0.189761,274.687,4,10,1.15,73,37,126
0.526111,302.711,5,10,2.0925,81,47,140
0.156033,313.92,5,10,1.145,72,45,157
0.0753224,317.352,5,10,1.1325,72,47,159
0.171727,255.653,4,10,1.11333,54,36,126
0.072851,254.184,4,10,1.12333,54,36,127
0.0804155,254.943,4,10,1.12333,54,37,127
0.0649753,256.75,4,10,1.13333,54,36,129
0.00214007,192.196,4,10,1.49,19,38,106
0.250909,253.743,4,10,1.12667,55,38,124
0.316866,273.069,4,10,1.1625,71,37,125
0.0610028,251.017,4,10,1.10667,54,37,124
0.153173,293.513,5,10,1.13667,54,45,156
0.845615,263.545,4,10,1.7075,76,36,117
0.0726676,256.029,4,10,1.13667,55,36,129
0.0928235,230.867,4,10,1.11,35,37,123
0.0940384,320.462,5,10,1.135,71,47,162
0.190657,133.333,2,10,1.14,36,34,32
0.0708025,256.905,4,10,1.11,54,37,127
0.735001,363.17,6,10,1.754,95,55,175
0.471882,362.698,6,10,1.772,96,56,173
0.279234,316.57,5,10,1.145,72,47,160
0.146714,314.724,5,10,1.145,72,45,157
0.045043,253.916,4,10,1.11333,54,37,126
0.0434266,254.207,4,10,1.11333,54,36,126
0.833372,331.433,5,10,2.954,111,46,140
0.155155,248.947,4,10,1.12,52,37,123
8.25583e-05,195.082,4,10,1.51,19,39,108
0.0448194,253.311,4,10,1.11667,54,36,127
0.658205,241.562,4,10,1.82333,58,37,113
0.229228,236.556,4,10,1.37,54,37,113
0.153885,256.665,4,10,1.14667,55,37,128
0.253192,381.543,6,10,1.158,90,56,195
0.114124,252.292,4,10,1.14,55,36,125
0.235898,214.674,4,10,1.385,36,38,110
0.482665,218.751,4,10,1.645,39,36,111
0.477814,358.364,6,10,1.646,94,55,171
0.932295,262.499,4,10,2.3625,82,36,110
0.179803,258.328,4,10,1.13,55,36,130
0.0810864,254.016,4,10,1.12667,54,37,126
0.245172,293.157,5,10,1.16,54,46,154
0.116045,237.664,4,10,1.13,36,36,127
0.342509,237.912,4,10,1.45333,55,37,112
0.100262,312.434,5,10,1.145,72,45,156
0.44198,259.366,4,10,1.5925,75,36,112
0,190.087,4,10,1.51,19,36,104
0.132726,243.228,4,10,1.33333,53,36,117
0.184742,313.658,5,10,1.1425,72,45,157
0.150722,251.795,4,10,1.13333,54,37,124
0.246711,316.934,5,10,1.1375,72,47,160
0.847804,367.064,6,10,1.755,116,63,149
0.579224,303.123,5,10,1.285,73,46,147
0.329965,253.198,4,10,1.16333,54,36,124
0.39307,236.801,4,10,1.125,36,36,127
0.376523,239.316,4,10,1.42333,55,37,114
0.0680518,255.109,4,10,1.13,54,36,127
0.250489,252.909,4,10,1.13333,53,36,126
0.104972,313.786,5,10,1.1275,72,45,157
0.147044,253.94,4,10,1.13333,53,38,126
0.177725,316.41,5,10,1.135,72,47,159
0.0433462,252.142,4,10,1.12667,53,37,125
0.612664,266.268,4,10,2.0325,79,36,116
0.0429381,251.788,4,10,1.12667,54,36,125
0.0500378,251.937,4,10,1.14,54,37,126
0.141743,256.958,4,10,1.14,53,37,128
0.0845602,256.991,4,10,1.14667,54,37,129
0.139977,255.905,4,10,1.12,54,36,127
0.15479,248.67,4,10,1.15,55,36,122
0.0703338,315.796,5,10,1.1125,71,47,159
0.165108,316.083,5,10,1.1275,72,46,157
0.12767,314.19,5,10,1.1425,71,47,157
0.156782,237.409,4,10,1.41667,54,38,112
0.031878,246.8,5,10,1.495,36,47,133
0.0856851,253.645,4,10,1.12333,54,36,127
0.786398,302.187,5,10,2.2325,81,45,140
0.835685,423.33,7,10,1.81,117,64,203
0.0131495,237.103,4,10,1.14,37,36,127
0.0433345,253.669,4,10,1.13333,54,36,128
0.134553,252.701,4,10,1.13,53,36,126
0.00896903,192.523,4,10,1.42,18,37,107
0.0848317,316.339,5,10,1.12,72,45,159
0.165126,316.707,5,10,1.12,71,45,158
0.361767,299.028,5,10,1.445,73,45,143
0.246321,318.56,5,10,1.145,72,45,160
0.232183,315.86,5,10,1.135,72,46,158
0.206622,345.307,5,10,2.4725,85,46,173
0.0756651,256.818,4,10,1.13,54,38,129
0.0672173,255.038,4,10,1.13,53,37,127
0.10091,231.287,4,10,1.11,35,36,124
0.307402,239.225,4,10,1.37333,55,37,114
0.0511071,253.807,4,10,1.13333,54,36,127
0.128042,312.659,5,10,1.125,72,45,157
0.201651,251.411,4,10,1.13,53,37,124
0.171507,63.422,1,10,1.1,18,15,0
0.1315,247.845,4,10,1.13667,54,37,122
