Iteration,Cost,Cost reduction,time (ms)
0,42.7003,0.635589,12.335
1,39.916,0.65935,21.22
2,30.9694,0.735703,29.736
3,30.8973,0.736317,40.154
4,30.8973,0.736317,48.214
5,30.8973,0.736317,53.924
6,30.8973,0.736317,59.255
