Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.679314,2811.74,6,31,6.08441,1535,1,1043,20,463,508,682
0.370908,2632.96,6,31,4.53333,1358,1,877,15,454,506,681
0.863945,3228.68,6,31,7.43495,1939,2,1360,22,546,507,696
0.849306,2826.66,6,31,6.01667,1564,1,979,22,554,540,642
0.79179,2768.03,6,31,5.66452,1506,1,1029,16,449,506,669
0.79016,2711.71,6,31,4.67581,1377,2,901,19,446,511,714
0.815123,2345.8,6,31,3.78333,1186,2,625,20,528,508,576
0.710831,2536.39,6,31,4.5,1307,1,840,18,440,499,642
0.820837,2722.49,6,31,4.83333,1406,1,921,20,454,507,718
0.672995,2503.74,6,31,4.46667,1302,1,734,19,536,509,608
0.666761,2109.9,6,31,3.23333,924,2,550,14,351,513,593
0.875649,2836.95,6,31,5.59355,1577,1,1009,23,535,509,663
0.855486,2802.34,6,31,5.73333,1549,1,973,22,543,520,652
0.541224,2130.55,6,31,3.45,947,1,561,14,363,508,601
0.777102,3186.77,6,31,7.60215,1913,2,1340,23,539,515,672
0.72478,2531.91,6,31,4.63333,1288,1,806,16,453,518,641
0.846874,2768.45,6,31,5.52957,1533,1,959,19,542,515,634
0.669007,3185.71,6,31,7.63387,1872,4,1392,18,452,522,697
0.869962,2958.54,6,31,6.74624,1740,1,1166,22,541,513,626
0.78918,2285.65,6,31,3.63333,1017,1,634,15,361,507,679
0.699302,2564.8,6,31,5.55,1338,2,960,16,355,507,640
0,1600.2,6,31,1.8,388,1,288,4,93,501,636
0.813993,3296.67,6,31,8.11452,2014,3,1432,22,549,513,677
0.700723,2724.76,6,31,5.83011,1507,2,1031,18,448,507,630
0.42124,2425.99,6,31,4.66667,1211,1,825,14,363,503,631
0.747758,2159.51,6,31,3.24624,927,1,546,14,360,503,649
0.881994,3077.05,6,31,7.02742,1829,1,1250,22,544,507,660
0.916997,3208.06,6,31,7.64731,1887,1,1303,22,551,515,714
0.89831,2296.1,6,31,3.83333,1117,1,635,19,454,510,590
0.675568,2371.88,6,31,4.12742,1130,1,745,13,362,506,654
0.757856,2625.05,6,31,4.88333,1401,2,827,21,540,507,623
