Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.5929,2424.87,6,31,3.75,1142,1,660,16,455,511,686
0.681073,2881.39,6,31,6.27151,1584,1,1098,19,458,515,690
0,1465.69,6,31,1.61667,328,1,233,5,88,488,576
0.91269,3224.93,6,31,7.21667,1911,2,1321,20,556,511,710
0.801256,2980.06,6,31,6.6,1708,1,1125,21,548,509,676
0.797736,2598.53,6,31,4.71667,1373,1,799,24,540,508,637
0.833309,2300.76,6,31,3.75,1089,1,610,18,449,506,625
0.73375,2691.97,6,31,5.25,1461,1,889,20,539,517,632
0.811402,2098.21,6,31,3.01667,897,1,524,14,350,499,624
0.426029,1722.2,6,31,1.9,596,1,323,9,257,500,556
0.856902,2869.5,6,31,6.16667,1645,1,1071,20,540,504,633
0.837117,2983.54,6,31,6.63065,1765,1,1185,22,547,511,628
0.837793,2411.22,6,31,3.86667,1142,1,669,16,447,516,676
0.686208,2965.83,6,31,5.95,1607,2,1120,19,458,510,749
0.688786,2514.43,6,31,4.65,1234,1,848,13,364,512,679
0.93481,2631.8,6,31,4.35,1379,1,813,20,535,514,655
0.303508,1521.9,6,31,1,346,1,171,6,165,493,611
0.892604,3149.32,6,31,7.05,1854,1,1279,21,543,522,690
0.85836,2915.01,6,31,6.05,1658,1,1082,22,543,510,658
0.626749,3138.09,6,31,8.07903,1892,1,1312,23,546,506,657
0.807532,2951.93,6,31,6.26237,1716,1,1148,21,538,508,642
0.822571,2910.72,6,31,5.82634,1601,1,1024,22,542,526,696
0.907748,3274.41,6,31,8.01667,2002,1,1409,20,559,511,675
0.68286,2860.81,6,31,6.3457,1593,2,1091,19,471,531,658
0.00647566,1875.89,6,31,2.8,660,2,464,8,184,493,644
0.842064,2730.23,6,31,5.76667,1489,1,1018,17,445,512,646
0.860704,2494.88,6,31,4.56452,1245,2,765,19,452,504,661
0.714096,2959.96,6,31,5.99624,1677,1,1093,23,549,511,689
0.554161,3501.92,6,31,9.2328,2180,4,1700,19,451,504,717
0.841909,2677.45,6,31,5.93333,1459,1,964,17,467,511,630
0.862795,2281.02,6,31,4.11667,1128,1,639,20,459,507,574
0.934923,2476.36,6,31,4.36667,1239,2,761,17,449,506,647
0.82533,3179.01,6,31,6.93495,1852,3,1275,22,542,515,725
0.789363,3439.58,6,31,8.77204,2162,4,1584,23,544,516,677
0.77128,3054.03,6,31,7.08333,1830,1,1247,22,549,526,622
0.893562,2852.4,6,31,5.81667,1595,2,1008,21,553,512,656
0.508872,2997.62,6,31,7.36613,1762,2,1272,18,462,507,644
0.833796,2901.41,6,31,6.25161,1643,1,1064,22,547,520,659
0.649747,2959.22,6,31,6.86667,1708,1,1225,20,455,507,656
0.227377,2915.98,6,31,5.5,1612,1,1020,23,559,515,696
0.839693,2821.27,6,31,6.58333,1577,1,1094,18,455,507,652
0.846959,3203.56,6,31,8.13333,1955,1,1359,22,560,522,646
0.694926,1839.73,6,31,2.03333,601,1,328,10,257,495,657
0.343798,2389.26,6,31,4.31667,1206,1,736,15,444,504,601
0.893475,2664.47,6,31,5.30161,1444,1,866,20,545,511,630
0.54354,2320.77,6,31,3.58333,1077,1,607,16,444,505,648
0.776097,2858.82,6,31,5.45,1566,1,989,21,544,504,696
0.910952,2806.84,6,31,5.46667,1551,1,968,20,550,511,666
0.854223,2515.82,6,31,4.4,1288,1,717,20,540,505,640
0.658263,2754.12,6,31,5.68495,1533,1,961,23,540,509,628
0.560237,2360.72,6,31,5.00323,1207,1,819,14,364,503,569
0.833671,2639.49,6,31,4.93333,1353,1,872,17,454,507,688
0.778204,2716.46,6,31,4.78333,1394,1,904,16,462,510,719
0.900892,2604.28,6,31,4.88333,1365,1,885,19,451,506,650
0.866481,2906.08,6,31,6.26667,1683,1,1099,21,548,509,632
0.465054,1991.68,6,31,2.98333,809,1,521,10,271,498,609
0.603174,2866.13,6,31,5.6,1580,1,1110,20,441,510,677
0.825217,2637.28,6,31,4.93333,1354,2,868,17,457,506,683
0.715539,3512.9,6,31,9.96183,2293,4,1713,25,544,509,633
0.739975,2357.92,6,31,7.27957,1748,2,1258,18,460,511,9
0.720347,3350.67,6,31,8.63656,2080,2,1489,22,558,513,672
0.748011,3065.57,6,31,7.38333,1809,3,1320,17,462,519,654
0.728198,2682.01,6,31,5.01667,1470,1,894,23,542,512,620
0.879507,2749.32,6,31,5.48333,1531,1,960,20,539,504,636
0.89429,2371.4,6,31,3.93333,1144,1,664,18,453,510,631
0.859018,2419.5,6,31,4.72903,1240,1,768,17,446,521,587
0.29981,2557.56,6,31,4.91667,1316,2,833,18,456,507,642
0.50439,3461.38,6,31,9.23656,2189,5,1606,23,547,506,668
0.818592,2959.53,6,31,6.41667,1676,3,1193,16,455,512,687
