Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.994134,115.016,6,2,83.3333,39,0,23,0,12,6,54
0.835004,102.451,6,2,66.6667,31,0,19,0,10,4,49
0.890016,94.875,6,2,66.6667,25,0,16,0,8,5,47
0.946996,108.646,6,2,100,37,0,24,0,11,3,47
0.822423,117.471,6,2,100,40,0,24,0,13,2,56
0.987586,133.117,6,2,100,50,0,28,0,17,5,56
0.981847,96.561,6,2,66.6667,29,0,20,0,8,4,47
0.9562,106.954,6,2,100,36,0,24,0,12,2,48
0.923926,92.124,6,2,100,34,0,22,0,10,0,41
0.9704,66.229,6,2,83.3333,25,0,15,0,5,0,25
0.976494,74.3,6,2,83.3333,27,0,16,0,8,3,27
0.909743,115.557,6,2,100,40,0,22,0,17,3,54
0.90637,82.831,6,2,66.6667,23,0,13,0,8,1,41
0.825074,94.658,6,2,100,44,0,24,0,16,3,30
0.976784,73.692,6,2,100,30,0,18,0,7,0,26
0.98388,87.176,6,2,100,35,0,22,0,10,2,35
0.830118,85.729,6,2,100,32,0,19,0,9,2,32
0.866092,137.699,6,2,83.3333,57,0,35,0,20,4,55
0.978755,96.926,6,2,83.3333,32,0,21,0,10,1,46
0.97597,110.487,6,2,100,43,0,28,0,12,4,47
0.937154,108.553,6,2,100,36,0,22,0,12,4,50
0.984333,91.755,6,2,100,33,0,19,0,9,2,39
0.799123,92.555,6,2,83.3333,27,0,17,0,7,3,46
0.990785,89.063,6,2,100,32,0,19,0,11,1,37
0.987544,75.508,6,2,100,31,0,18,0,8,2,29
0.983061,77.644,6,2,100,28,0,18,0,8,3,29
0.84145,155.427,6,2,100,73,0,47,0,22,5,58
0.993074,112.955,6,2,100,41,0,26,0,13,3,50
0.988408,116.971,6,2,100,41,0,26,0,12,2,53
0.977215,103.018,6,2,83.3333,33,0,21,0,10,1,50
0.60849,84.638,6,2,66.6667,23,0,14,0,8,4,44
0.90689,77.265,6,2,50,16,0,10,0,4,3,43
0.983865,101.741,6,2,100,35,0,22,0,11,2,49
0.951257,67.276,6,2,83.3333,26,0,16,0,5,1,25
0.905393,67.34,6,2,66.6667,22,0,13,0,5,3,29
0.840059,74.343,6,2,83.3333,27,0,16,0,6,2,30
0.97313,73.27,6,2,100,31,0,19,0,7,0,25
0.82556,64.314,6,2,66.6667,22,0,13,0,6,0,27
0.99205,77.679,6,2,100,32,0,19,0,8,2,28
0.972453,66.314,6,2,83.3333,25,0,15,0,6,0,26
0.973928,82.278,6,2,100,34,0,19,0,9,1,29
0.944706,60.876,6,2,66.6667,20,0,13,0,5,0,25
0.870123,76.97,6,2,100,32,0,19,0,8,1,28
0.779456,61.129,6,2,50,18,0,12,0,6,3,26
0.951288,69.625,6,2,83.3333,27,0,17,0,6,1,24
0.616097,55.865,6,2,50,15,0,9,0,5,3,25
0.961171,70.099,6,2,50,21,0,14,0,6,5,30
0.790229,84.237,6,2,83.3333,28,0,18,0,10,6,30
0.9734,77.875,6,2,100,33,0,20,0,8,0,27
0.988892,75.873,6,2,83.3333,30,0,17,0,9,3,30
0.986337,67.992,6,2,83.3333,25,0,15,0,6,2,26
0.987013,80.97,6,2,100,31,0,18,0,7,0,32
0.991059,77.466,6,2,100,33,0,21,0,8,2,27
0.959731,71.629,6,2,100,30,0,18,0,6,0,25
0.921845,87.694,6,2,100,33,0,20,0,11,2,36
0.8512,83.742,6,2,100,31,0,19,0,8,2,35
0.95411,80.618,6,2,100,31,0,19,0,6,2,32
0.984534,87.124,6,2,100,34,0,21,0,12,0,35
0.979645,79.93,6,2,100,31,0,18,0,7,0,31
0.98468,89.848,6,2,100,36,0,22,0,12,2,34
0.844833,95.401,6,2,83.3333,29,0,17,0,9,4,46
0.988161,116.646,6,2,100,37,0,23,0,12,1,53
0.982325,88.914,6,2,66.6667,24,0,14,0,8,3,47
0.974657,107.334,6,2,100,35,0,21,0,12,2,48
0.895541,83.067,6,2,66.6667,21,0,13,0,5,3,44
0.882399,126.177,6,2,100,49,0,30,0,15,3,57
0.976365,123.564,6,2,100,44,0,29,0,13,2,53
0.894897,94.714,6,2,50,23,0,15,0,7,8,50
0.969631,113.43,6,2,100,40,0,26,0,8,2,48
0.804381,96.039,6,2,83.3333,28,0,17,0,8,3,50
0.820084,128.063,6,2,100,54,0,30,0,20,2,52
0.987586,111.976,6,2,100,38,0,25,0,12,4,51
0.971555,119.277,6,2,100,43,0,26,0,16,2,56
0.762636,107.118,6,2,100,39,0,21,0,13,3,47
0.825736,73.628,6,2,100,30,0,18,0,6,0,26
0.96791,81.962,6,2,100,32,0,19,0,9,1,33
0.962653,73.548,6,2,100,30,0,18,0,6,0,27
0.982726,80.704,6,2,100,33,0,19,0,9,2,31
0.899709,55.15,6,2,33.3333,12,0,7,0,4,5,26
0.968561,76.19,6,2,100,31,0,19,0,9,0,29
0.987835,79.098,6,2,100,31,0,19,0,8,2,31
0.981453,133.469,6,2,83.3333,48,0,26,0,19,6,63
0.986417,88.287,6,2,83.3333,27,0,17,0,6,3,42
0.779164,101.831,6,2,50,31,0,16,0,14,10,43
0.919767,80.93,6,2,66.6667,20,0,12,0,4,2,43
0.986692,96.286,6,2,83.3333,28,0,17,0,9,3,48
0.741538,79.263,6,2,66.6667,20,0,12,0,5,3,41
0.973473,89.695,6,2,83.3333,30,0,19,0,9,2,42
0.98526,85.525,6,2,100,32,0,19,0,9,1,32
0.989281,98.445,6,2,100,33,0,19,0,9,2,45
0.970486,82.654,6,2,100,33,0,18,0,9,0,34
0.987114,116.788,6,2,100,46,0,27,0,15,2,49
0.934715,68.837,6,2,66.6667,22,0,12,0,7,2,33
0.974211,80.812,6,2,100,31,0,18,0,11,1,30
0.785179,89.923,6,2,66.6667,22,0,14,0,7,3,47
0.975738,94.063,6,2,100,33,0,19,0,9,1,41
0.772784,72.815,6,2,66.6667,24,0,13,0,8,4,31
0.975845,60.017,6,2,50,17,0,11,0,5,3,25
0.87609,63.26,6,2,66.6667,24,0,16,0,7,0,25
0.783438,76.894,6,2,83.3333,32,0,18,0,10,2,29
