Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.8613,807.05,750.44,8,13,2.75385,242,0,73,7,153,115,339
0.845478,798.471,770.75,8,13,1.6359,251,0,60,7,176,116,349
0.834486,692.397,685.541,7,13,1.71502,226,0,55,7,156,102,306
0.754513,1318.17,772.759,8,13,1.49231,251,0,56,8,178,120,349
0.870026,694.87,849.319,9,13,1.50427,273,0,56,9,200,130,388
0.772044,1317.23,796.388,8,13,2.23269,276,0,84,8,177,116,349
0.716952,1291.47,644.049,7,13,1.37582,188,0,41,6,135,105,299
0.820789,808.896,685.253,7,13,1.77143,221,0,52,7,156,102,308
0.712593,1550.68,692.892,7,13,1.81905,224,0,54,6,157,106,310
0.839375,805.537,671.545,7,13,1.43077,216,0,45,6,158,104,302
0.72444,1570.9,797.388,8,13,2.41282,278,0,81,7,180,115,350
0.852159,808.977,680.337,7,13,1.63223,219,0,51,7,156,101,305
0.832605,723.644,884.902,9,13,2.14188,304,0,85,9,203,129,394
0.722866,1352.72,689.763,7,13,1.54066,225,0,55,7,159,104,307
0.832344,790.49,802.912,8,13,2.37885,281,0,81,8,184,117,350
0.872718,605.668,704.223,7,13,2.31136,241,0,70,7,159,101,307
0.856005,753.905,682.595,7,13,1.68352,227,0,53,7,159,102,301
0.811439,980.505,1025.51,10,13,3.24256,380,0,135,10,226,142,440
0.533637,2364.34,794.634,9,13,1.35157,225,0,53,7,161,130,382
0.695402,1515.04,697.8,7,13,1.73919,231,0,57,7,159,103,312
0.874012,571.827,669.396,7,13,1.31502,213,0,41,7,159,104,298
0.772531,1264.22,986.687,10,13,2.57282,334,0,112,9,205,148,448
0.73039,1252.67,715.991,7,13,3.05568,262,0,88,6,161,103,298
0.671578,1380.57,706.665,7,13,2.19194,242,0,68,6,161,104,310
0.854989,606.656,975.41,10,13,1.91026,324,0,73,10,229,150,441
0.842719,754.693,1007.87,10,13,2.17744,346,0,98,10,229,148,452
0.853554,652.941,680.393,7,13,1.45788,218,0,46,7,160,104,305
0.803399,909.938,710.216,7,13,2.25788,250,0,75,6,161,105,302
0.672361,1899.16,901.528,9,13,3.2661,313,0,113,9,182,137,395
0.807597,969.027,683.299,7,13,1.34652,215,0,41,7,161,108,308
0.7214,1637.04,801.086,8,13,1.75897,263,0,64,8,184,123,360
0.597667,2070.75,691.037,7,13,1.43516,223,0,50,7,161,105,307
0.620511,2150.11,711.202,7,13,2.09231,242,0,66,8,161,107,308
0.806396,898.924,702.088,7,13,1.98755,232,0,59,7,161,110,304
0.851532,742.705,794.43,8,13,1.66923,261,0,62,7,184,122,354
0.846914,812.722,835.505,9,13,0.947009,244,0,44,8,186,140,391
0.758653,1086.53,694.263,7,13,1.39634,222,0,46,7,162,107,311
0.774069,1029.31,809.025,8,13,2.21987,282,0,79,9,185,120,350
0.303106,3515.63,653.018,7,13,1.31282,190,0,39,6,139,108,302
0.781462,1116.99,782.577,8,13,2.08333,255,0,78,8,161,123,347
0.679121,1771.97,658.498,7,13,1.54359,196,0,45,6,139,107,303
0.83978,790.27,867.504,9,13,2.07977,281,0,81,8,185,136,391
0.817216,805.522,712.824,7,13,2.48864,244,0,71,7,162,108,306
0.741507,1191.57,961.55,9,13,3.74644,365,0,139,9,208,136,401
0.58686,2047.75,700.1,7,13,1.71136,230,0,54,7,163,108,305
0.689747,1483.13,900.002,9,13,2.15954,284,0,85,8,184,145,413
0.762088,1274.84,709.008,7,13,2.06447,242,0,67,8,160,106,304
0.839949,690.82,687.424,7,13,1.38242,217,0,43,7,163,114,301
0.820223,787.829,696.131,7,13,1.24249,219,0,43,6,164,112,309
0.869556,544.314,1018.7,10,13,1.95436,333,0,85,10,230,163,459
0.669998,1466.29,706.714,7,13,1.89451,238,0,63,6,162,107,303
0.773845,1096.03,718.83,7,13,1.96337,237,0,62,6,162,112,314
0.226118,3456.96,613.537,7,13,0.69011,152,0,25,5,118,108,303
0.853283,846.764,866.419,9,13,0.907692,270,0,44,9,209,143,389
0.812727,1090.46,645.787,7,13,0.671795,178,0,28,6,141,113,301
0.822059,821.224,939.979,9,13,2.67123,338,0,110,10,209,138,402
0.80593,959.9,754.79,7,13,2.47546,262,0,82,8,166,116,321
0.731034,1459.7,764.904,7,13,2.13407,247,0,66,7,168,127,334
0.707333,1452.77,894.993,8,13,2.59679,303,0,93,8,193,144,389
0.86914,705.379,1130.05,10,13,2.87385,389,0,126,10,239,186,490
0.202339,4491.17,640.3,7,13,0.698168,154,0,24,5,117,123,310
0.867978,643.788,728.017,7,13,1.01978,219,0,39,7,166,124,326
0.693728,1293.12,756.702,7,13,1.6652,241,0,59,7,168,125,333
0.80785,841.015,722.703,7,13,1.07399,216,0,37,7,166,125,324
0.850281,858.896,847.095,8,13,1.58141,269,0,62,8,191,143,376
0.200424,4532.75,644.945,7,13,0.817582,155,0,29,5,117,122,314
0.745581,1444.86,856.785,8,13,1.84038,275,0,68,9,192,143,376
0.841185,791.504,834.613,8,13,1.46731,260,0,54,8,189,142,371
0.67438,1912.95,868.454,8,13,1.95385,280,0,72,8,192,148,381
0.746584,1406.74,762.669,7,13,2.18022,249,0,67,7,167,123,333
0.867094,772.244,930.821,9,13,1.38348,290,0,56,9,213,164,417
0.723317,1479.04,759.232,7,13,1.91722,245,0,65,7,167,125,330
0.831094,950.072,745.671,7,13,1.86447,235,0,55,7,165,124,328
0.855016,609.006,754.403,7,13,1.70696,245,0,64,7,167,123,330
0.745264,1254.34,742.056,7,13,1.7033,236,0,56,7,166,124,326
0.820417,838.432,852.492,8,13,1.85256,271,0,64,8,190,141,381
