Iteration,Cost,Cost reduction,time (ms)
0,6.45187,0.717636,152.354
1,5.72198,0.749579,259.426
2,5.72198,0.749579,356.12
3,5.72198,0.749579,423.695
4,5.72198,0.749579,489.338
5,5.72198,0.749579,553.206
6,5.72198,0.749579,621.053
