Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.390542,2210.47,4,31,20.5978,1500,289,348
0.926262,5774.3,7,31,26.1157,4512,506,673
0.183347,3671.81,5,31,27.2073,2712,362,517
0.0664259,2386.52,4,31,22.9828,1655,288,371
0.483278,4554.38,6,31,28.3006,3470,432,571
0.619921,7760.31,8,31,32.9295,6148,578,936
0.731537,4149.1,7,31,20.3812,2981,508,586
0,1431.5,4,31,25.3419,656,309,387
0.426077,3601.78,5,31,26.1347,2629,383,510
0.841698,6309.11,8,31,24.8198,4935,582,712
0.610239,4091.59,6,31,23.7232,2988,444,581
0.588735,3219.99,4,31,25.4952,2469,292,385
0.427136,1815.93,4,31,22.6565,1111,303,333
0.638835,2396.38,4,31,22.5075,1669,289,369
0.728822,5335.17,7,31,27.7989,4110,515,626
0.456237,3026.97,4,31,23.2371,2319,290,347
0.87285,3437.34,5,31,25.4008,2504,364,497
0.560974,4067.39,5,31,25.3903,3145,362,475
0.124938,2505.91,4,31,24.0247,1782,290,362
0.0256512,1929.19,4,31,25.4306,1222,290,343
0.208804,3175.77,5,31,23.1242,2282,365,453
0.0881821,2088.99,4,31,25.4694,1312,298,399
0.474871,3416.43,4,31,26.621,2649,293,398
0.407802,3566.3,6,31,20.8845,2562,434,497
0.870849,4440.23,6,31,23.4446,3434,438,490
0.601681,2524.45,4,31,24.4957,1794,294,364
0.330673,2543.28,4,31,24.1548,1785,292,390
0.615423,5992.16,7,31,27.1341,4726,515,672
0.429095,3145.65,5,31,22.5782,2262,367,449
0.882042,2980.33,5,31,26.4484,2000,366,542
0.149321,3277.27,5,31,22.5661,2338,367,500
0.857621,7250.5,8,31,28.3206,5727,588,846
0.405169,4765.78,6,31,29.311,3652,443,588
0.694273,3259.44,4,31,26.0339,2541,294,354
0.600465,2784.41,4,31,26.7097,1988,360,359
0,1323.15,4,31,22.671,563,299,391
0.146597,2367.31,4,31,21.9548,1601,293,403
0.246957,3806.06,5,31,22.8452,2881,367,478
0.106725,2970.15,4,31,28.243,2140,312,436
0.413849,4037,6,31,24.1174,2893,465,600
0.465548,2963.13,5,31,20.8774,2110,367,412
0.158081,3054.22,5,31,21.1419,2164,373,443
0.725985,2797.15,4,31,20.9153,2076,301,353
0.154495,1732.89,4,31,20.5419,986,289,390
0.572525,5290.46,6,31,27.4581,4143,440,626
0.0699456,3177.15,4,31,30.8989,2362,305,419
0.581343,5593.72,9,31,23.8018,4091,658,765
0.459988,4153.81,6,31,26.1181,3135,439,502
0.567909,1733.69,4,31,22.2806,1069,301,299
0.747757,2755.94,4,31,26.343,1972,300,409
0.677501,3239.53,5,31,24.4363,2353,366,448
0.26804,3943.43,6,31,22.9355,2880,439,546
0.667475,4599.39,6,31,28.0516,3440,439,639
0.703449,4295.84,5,31,26.4787,3345,367,506
0.291791,3542.6,6,31,20.7368,2551,439,484
0.850448,4226.63,5,31,26.1077,3272,368,506
0.527115,2957.69,4,31,23.0266,2258,291,334
0.422428,3305.62,5,31,24.3847,2391,366,471
0.0905813,2693.78,4,31,24.7624,1931,291,388
0.264752,3695.51,5,31,26.6056,2703,368,542
0.422308,4025.52,6,31,23.6916,2991,438,517
0.713303,2881.73,4,31,21.9726,2169,294,350
0.113666,2651.25,5,31,23.1667,1756,371,452
0.198824,2969.08,4,31,29.2065,2194,295,389
0.222234,3681.6,6,31,21.6542,2673,440,492
0.306846,2144.11,4,31,20.4473,1491,291,295
0.693034,3043.72,4,31,23.9694,2357,297,315
0.354321,2724.74,4,31,25.5785,1947,306,392
0.143834,2918.11,4,31,21.4831,2177,292,370
0.00913829,1926.79,4,31,23.9274,1204,293,355
0.101266,2646.27,4,31,24.6817,1920,297,351
0.579119,4551.09,6,31,27.9019,3474,448,547
0.260456,4305.35,6,31,25.7019,3219,448,562
0.368232,4006.08,4,31,31.7024,3195,292,434
0.144949,2546.65,4,31,24.3763,1783,293,400
0.0178389,2184.67,4,31,27.0629,1374,308,421
0,1444.87,4,31,26.5129,665,290,410
0.624379,4594.72,6,31,28.0903,3486,441,581
0.784314,3325.47,4,31,25.4976,2568,294,388
0.221299,2516.8,4,31,24.2763,1799,293,350
0.0176275,1303.06,4,31,22.5129,568,295,369
0.177041,2482.66,4,31,24.1462,1772,293,344
0.148964,3330.26,4,31,25.8081,2561,292,399
0.336028,3117.81,4,31,29.5602,2332,306,396
0.810306,3958.51,6,31,23.5935,2938,434,505
0.246193,2525.24,4,31,22.9871,1771,290,391
0.821997,3650.97,5,31,22.8181,2812,362,403
0.763655,3744.91,4,31,29.7008,2976,292,398
0.627493,3658.7,4,31,29.1282,2883,293,401
0.648251,3206.35,4,31,25.046,2444,291,395
0.832283,5311.81,7,31,23.5816,4011,512,707
0.03713,2524.23,4,31,24.1613,1768,295,386
0.586939,3213.23,5,31,23.6895,2318,374,444
0.813358,3153.59,4,31,24.3734,2433,293,356
0.0109903,1348.07,4,31,24.1742,604,292,380
0.408413,2705,4,31,27.2161,1986,311,335
0.576273,2794.74,5,31,19.8258,1967,363,395
0.882739,4194.55,6,31,25.051,3114,437,565
0.376565,2478.03,4,31,23.0839,1745,291,365
0.106406,3514.06,6,31,25.1371,2432,450,552
