Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.617434,1013.15,6,10,20.0667,514,0,355,5,148,110,323
0.745227,900.825,6,10,16.7222,411,0,297,4,104,95,329
0.747264,972.962,6,10,20.0667,485,0,352,4,123,91,334
0.572172,950.364,6,10,20.0667,480,0,345,4,125,90,315
0.525787,969.709,6,10,20.0667,502,0,367,3,124,93,308
0.752885,914.474,6,10,20.0667,455,0,320,2,125,92,301
0.646325,873.29,6,10,13.3778,351,0,261,2,83,99,360
0.599333,930.987,6,10,16.7222,424,0,310,4,105,97,346
0.566036,806.557,6,10,13.3778,342,0,251,4,84,92,311
0.407137,897.809,6,10,13.3778,366,0,276,3,83,99,371
0.322042,868.863,6,10,13.3778,353,0,263,2,83,98,354
0.520883,833.365,6,10,13.3778,339,0,247,3,84,105,327
0.530991,958.183,6,10,16.7222,433,0,319,2,105,102,353
0.508568,916.819,6,10,16.7222,409,0,295,3,106,107,334
0.479337,853.02,6,10,13.3778,341,0,250,2,84,104,344
0.615523,920.304,6,10,16.7222,407,0,294,3,105,107,338
0.471276,887.893,6,10,16.7222,402,0,287,3,106,104,311
0.492512,886.853,6,10,16.7222,395,0,280,4,107,106,317
0.739672,1032.32,6,10,20.0667,510,0,369,6,129,101,356
0.501196,916.737,6,10,16.7222,413,0,297,5,108,105,330
0.593809,852.147,6,10,13.3778,342,0,249,4,86,109,338
0.686469,900.313,6,10,16.7222,413,0,295,5,108,108,316
0.639969,859.308,6,10,13.3778,344,0,248,4,88,110,343
0.595203,988.764,6,10,20.0667,487,0,345,5,132,105,325
0.557353,848.771,6,10,13.3778,343,0,245,4,90,104,337
0.618976,852.326,6,10,16.7222,373,0,259,4,107,107,307
0.577961,1067.72,6,10,20.0667,529,0,392,5,128,110,357
0.587573,1030.4,6,10,20.0667,505,0,366,5,129,120,339
0.537531,863.865,6,10,13.3778,344,0,251,4,86,116,336
0.665435,1023.57,6,10,16.7222,462,0,332,5,121,123,372
0.601613,1056.15,6,10,16.7222,462,0,332,5,120,128,397
0.76458,1125.06,6,10,20.0667,535,0,382,6,143,126,392
0.676934,1111.81,6,10,20.0667,529,0,375,6,143,127,387
0.765852,1153.26,6,10,20.0667,548,0,390,6,146,127,408
0.667618,916.193,6,10,13.3778,367,0,265,4,96,126,358
0.57033,601.213,6,10,6.68889,157,0,109,2,45,117,264
0.516105,876.06,6,10,13.3778,352,0,247,5,97,125,339
0.519881,1138.51,6,10,20.0667,549,0,393,7,146,127,393
0.55079,1021.82,6,10,16.7222,454,0,325,4,121,125,375
0.480134,959.47,6,10,13.3778,377,0,275,4,96,121,397
0.633492,1098.71,6,10,16.7222,484,0,355,5,120,129,421
0.557242,766.574,6,10,10.0333,255,0,179,3,70,124,329
0.600508,1209.54,6,10,16.7222,512,0,357,6,143,134,493
0.725836,1075.42,6,10,16.7222,466,0,338,5,119,129,411
0.735537,1103.58,6,10,20.0667,529,0,374,6,144,126,378
0.606252,1048.74,6,10,16.7222,456,0,325,5,120,128,396
0.623557,1013.88,6,10,16.7222,445,0,316,5,120,128,370
0.710378,1043.68,6,10,16.7222,455,0,326,5,119,128,390
0.639097,1050.27,6,10,16.7222,457,0,328,5,118,127,394
0.408906,965.935,6,10,13.3778,361,0,261,3,93,128,414
0.625919,1020.67,6,10,16.7222,441,0,315,5,119,132,377
0.484583,992.848,6,10,16.7222,442,0,314,5,118,127,357
0.563016,1115.29,6,10,20.0667,535,0,380,6,144,124,387
0.632173,984.384,6,10,16.7222,438,0,310,4,119,124,355
0.588972,1021.17,6,10,16.7222,445,0,316,5,119,129,379
0.549486,1130.84,6,10,20.0667,537,0,383,5,144,126,397
0.513777,1026.67,6,10,16.7222,450,0,319,5,120,126,382
0.457307,786.352,6,10,10.0333,275,0,199,2,71,119,332
0.549737,919.812,6,10,13.3778,361,0,259,4,95,127,367
0.587146,988.886,6,10,16.7222,435,0,307,4,119,127,358
0.681803,1100.92,6,10,20.0667,540,0,385,6,145,127,365
0.494217,996.408,6,10,16.7222,432,0,306,4,118,125,372
0.666884,1036.85,6,10,16.7222,458,0,329,6,120,132,379
0.524881,988.947,6,10,16.7222,439,0,310,5,118,124,352
0.547845,1048.66,6,10,16.7222,459,0,331,5,120,127,395
0.597621,1000.98,6,10,16.7222,439,0,312,5,119,127,371
0.569709,1002.43,6,10,16.7222,437,0,310,4,119,129,367
0.694102,1078.68,6,10,20.0667,516,0,361,6,143,126,370
0.574793,1023.05,6,10,16.7222,446,0,319,4,118,129,382
0.59556,1120.15,6,10,20.0667,546,0,389,6,144,125,378
0.526491,1056.71,6,10,16.7222,459,0,332,4,117,128,402
0.813016,1061.11,6,10,20.0667,519,0,365,7,142,127,349
0.756926,1133.01,6,10,20.0667,540,0,386,6,144,126,397
0.713232,1060.85,6,10,16.7222,467,0,336,5,121,133,395
0.580442,908.79,6,10,13.3778,361,0,260,3,96,124,361
0.700964,1087.39,6,10,20.0667,514,0,357,6,145,125,379
0.216793,819.078,6,10,10.0333,274,0,198,2,71,122,363
0.63037,998.382,6,10,16.7222,435,0,306,5,121,128,367
0.57504,924.51,6,10,13.3778,360,0,260,4,96,124,377
0.592662,1044.42,6,10,16.7222,460,0,331,5,119,131,388
0.65093,981.503,6,10,16.7222,441,0,312,5,122,124,350
0.633528,1168.89,6,10,20.0667,567,0,412,6,144,126,403
0.662073,1037.08,6,10,16.7222,454,0,325,5,120,127,392
0.699996,1141.27,6,10,20.0667,546,0,387,6,147,129,396
0.862403,985.306,6,10,16.7222,438,0,309,6,120,124,352
0.607189,706.294,6,10,10.0333,234,0,161,2,68,117,295
0.618902,1040.19,6,10,16.7222,451,0,322,5,121,125,391
0.548148,893.806,6,10,13.3778,348,0,245,4,94,121,361
0.472308,930.131,6,10,13.3778,368,0,265,3,97,127,373
0.72767,1180.12,6,10,20.0667,568,0,412,5,146,128,413
0.447955,917.437,6,10,13.3778,359,0,257,3,95,125,372
0.573085,970.506,6,10,16.7222,425,0,299,4,117,128,350
0.630041,877.064,6,10,13.3778,342,0,239,4,95,121,356
0.610586,1011.08,6,10,16.7222,435,0,307,5,118,127,383
0.664725,1142.82,6,10,20.0667,557,0,402,6,143,125,391
0.541689,1042.58,6,10,16.7222,455,0,324,5,119,128,395
0.70656,1118.17,6,10,20.0667,531,0,379,6,142,126,395
0.596485,1005.15,6,10,16.7222,442,0,314,5,119,129,365
