9.921279999999999433e+00,9.802880000000000482e-01,3.100000000000000000e+01,3.200410000000000199e-01,1.000000000000000000e+02,5.282070000000000043e+00,4.530030000000000001e+00,7.370140000000000136e+00,9.815540000000000376e-01,3.200000000000000000e+01,2.303169999999999940e-01,5.500000000000000000e+01,3.332590000000000163e+00,3.927270000000000039e+00,7.624979999999999869e+00,9.641009999999999858e-01,4.000000000000000000e+01,1.906249999999999889e-01,1.000000000000000000e+01,9.440439999999999943e-01,6.542229999999999990e+00,6.653340000000000032e+00,9.751800000000000468e-01,3.400000000000000000e+01,1.956869999999999998e-01,3.016829999999999856e+01,2.031740000000000101e+00,4.502570000000000405e+00,1.159459999999999980e+01,9.790959999999999663e-01,5.000000000000000000e+01,2.318910000000000138e-01,3.269230000000000302e+01,3.868279999999999941e+00,7.561309999999999754e+00,1.304090000000000060e+01,9.731579999999999675e-01,5.000000000000000000e+01,2.608190000000000230e-01,2.487979999999999947e+01,5.267140000000000377e+00,7.593829999999999636e+00
7.572960000000000136e+00,9.947070000000000078e-01,2.900000000000000000e+01,2.611370000000000080e-01,1.000000000000000000e+02,3.763580000000000148e+00,3.706280000000000019e+00,4.346820000000000128e+00,9.933530000000000415e-01,2.500000000000000000e+01,1.738729999999999998e-01,5.500000000000000000e+01,1.469379999999999908e+00,2.792409999999999837e+00,8.331020000000000536e+00,9.673209999999999864e-01,2.400000000000000000e+01,3.471259999999999901e-01,1.000000000000000000e+01,7.030039999999999623e-01,7.562920000000000087e+00,4.190949999999999953e+00,9.935990000000000100e-01,2.400000000000000000e+01,1.746230000000000004e-01,2.851650000000000063e+01,8.667719999999999869e-01,3.238789999999999836e+00,6.792430000000000412e+00,9.936530000000000085e-01,3.100000000000000000e+01,2.191110000000000002e-01,3.208140000000000214e+01,2.292419999999999902e+00,4.389759999999999884e+00,9.953500000000000014e+00,9.927380000000000093e-01,4.000000000000000000e+01,2.488370000000000026e-01,2.505020000000000024e+01,3.844209999999999905e+00,5.962159999999999904e+00
1.267970000000000041e+01,9.959130000000000482e-01,4.100000000000000000e+01,3.092599999999999794e-01,1.000000000000000000e+02,5.390109999999999957e+00,7.189449999999999896e+00,4.127570000000000405e+00,9.952800000000000535e-01,2.300000000000000000e+01,1.794600000000000084e-01,5.500000000000000000e+01,1.639690000000000092e+00,2.426820000000000199e+00,6.264179999999999637e+00,9.760429999999999939e-01,2.000000000000000000e+01,3.132090000000000152e-01,1.000000000000000000e+01,5.445689999999999698e-01,5.668040000000000411e+00,5.299890000000000434e+00,9.938789999999999569e-01,2.700000000000000000e+01,1.962919999999999943e-01,2.974360000000000070e+01,1.606610000000000094e+00,3.594059999999999810e+00,5.222749999999999559e+00,9.943300000000000471e-01,2.800000000000000000e+01,1.865269999999999984e-01,3.333330000000000126e+01,1.568060000000000009e+00,3.568700000000000205e+00,2.623899999999999899e+00,9.564449999999999896e-01,2.100000000000000000e+01,1.249470000000000025e-01,2.461540000000000106e+01,1.136830000000000007e+00,1.409820000000000073e+00
6.517129999999999868e+00,9.838820000000000343e-01,2.800000000000000000e+01,2.327549999999999897e-01,1.000000000000000000e+02,3.393899999999999917e+00,3.026110000000000078e+00,4.431079999999999686e+00,9.827399999999999469e-01,2.400000000000000000e+01,1.846279999999999866e-01,5.500000000000000000e+01,1.895129999999999981e+00,2.450759999999999827e+00,9.527380000000000848e+00,9.789889999999999981e-01,5.000000000000000000e+01,1.905479999999999952e-01,1.000000000000000000e+01,1.714579999999999993e+00,7.647730000000000139e+00,5.759979999999999656e+00,9.777329999999999632e-01,3.600000000000000000e+01,1.599990000000000023e-01,2.870880000000000010e+01,1.689659999999999940e+00,3.935589999999999922e+00,5.662010000000000431e+00,9.971529999999999561e-01,2.300000000000000000e+01,2.461750000000000049e-01,3.923080000000000211e+01,1.365809999999999969e+00,4.225010000000000154e+00,6.796850000000000058e+00,9.807160000000000322e-01,3.200000000000000000e+01,2.124010000000000065e-01,2.296379999999999910e+01,2.636670000000000069e+00,4.045790000000000219e+00
8.251440000000000552e+00,9.857740000000000391e-01,2.800000000000000000e+01,2.946940000000000115e-01,1.000000000000000000e+02,4.512400000000000411e+00,3.641880000000000006e+00,7.984329999999999927e+00,9.851010000000000044e-01,3.200000000000000000e+01,2.495100000000000096e-01,5.500000000000000000e+01,3.410270000000000135e+00,4.463049999999999962e+00,7.233859999999999957e+00,9.691020000000000190e-01,3.300000000000000000e+01,2.192079999999999862e-01,1.000000000000000000e+01,9.906719999999999970e-01,6.122609999999999886e+00,7.880770000000000053e+00,9.797860000000000458e-01,3.400000000000000000e+01,2.317869999999999930e-01,3.036319999999999908e+01,2.296640000000000015e+00,5.467019999999999769e+00,1.154640000000000022e+01,9.863410000000000233e-01,5.000000000000000000e+01,2.309289999999999954e-01,3.447440000000000282e+01,3.977730000000000210e+00,7.402289999999999814e+00,1.479969999999999963e+01,9.676470000000000349e-01,5.000000000000000000e+01,2.959939999999999793e-01,2.681950000000000145e+01,4.563959999999999795e+00,1.005579999999999963e+01
1.237739999999999974e+01,9.926199999999999468e-01,3.800000000000000000e+01,3.257209999999999828e-01,1.000000000000000000e+02,7.131129999999999747e+00,5.111430000000000362e+00,7.467880000000000074e+00,9.926430000000000531e-01,3.300000000000000000e+01,2.262990000000000002e-01,5.500000000000000000e+01,3.147279999999999855e+00,4.203090000000000437e+00,6.152040000000000397e+00,8.213920000000000110e-01,2.000000000000000000e+01,3.076019999999999865e-01,1.000000000000000000e+01,6.775930000000000009e-01,5.422830000000000261e+00,6.607520000000000060e+00,9.912379999999999525e-01,2.600000000000000000e+01,2.541349999999999998e-01,3.015380000000000038e+01,1.768769999999999953e+00,4.753809999999999647e+00,1.620210000000000150e+01,9.640900000000000025e-01,5.000000000000000000e+01,3.240410000000000235e-01,3.044229999999999947e+01,2.548160000000000203e+00,1.346759999999999913e+01,1.044979999999999976e+01,8.062599999999999767e-01,5.000000000000000000e+01,2.089959999999999873e-01,2.237180000000000035e+01,3.555979999999999919e+00,6.707329999999999792e+00
6.044629999999999725e+00,9.830109999999999681e-01,2.600000000000000000e+01,2.324859999999999982e-01,1.000000000000000000e+02,3.004459999999999908e+00,2.947700000000000209e+00,5.596790000000000376e+00,9.822300000000000475e-01,2.800000000000000000e+01,1.998850000000000071e-01,5.500000000000000000e+01,2.330029999999999824e+00,3.166059999999999874e+00,6.243540000000000312e+00,9.113219999999999654e-01,3.400000000000000000e+01,1.836339999999999917e-01,1.000000000000000000e+01,9.585310000000000219e-01,5.174839999999999662e+00,6.241520000000000401e+00,9.539210000000000189e-01,1.700000000000000000e+01,3.671479999999999744e-01,3.774040000000000106e+01,1.139219999999999899e+00,5.048739999999999561e+00,1.016670000000000051e+01,9.854039999999999466e-01,4.500000000000000000e+01,2.259269999999999889e-01,3.377490000000000236e+01,3.604039999999999910e+00,6.413710000000000022e+00,9.568319999999999936e+00,9.788320000000000354e-01,4.300000000000000000e+01,2.225189999999999946e-01,2.304029999999999845e+01,3.186560000000000059e+00,6.231740000000000279e+00
7.732409999999999783e+00,9.910799999999999610e-01,2.700000000000000000e+01,2.863859999999999739e-01,1.000000000000000000e+02,4.329259999999999664e+00,3.316240000000000077e+00,8.047330000000000538e+00,9.904249999999999998e-01,3.400000000000000000e+01,2.366860000000000075e-01,5.500000000000000000e+01,3.583470000000000155e+00,4.344289999999999985e+00,7.293110000000000426e+00,8.053320000000000478e-01,5.000000000000000000e+01,1.458619999999999917e-01,1.000000000000000000e+01,5.171029999999999793e-01,6.650140000000000384e+00,7.600649999999999906e+00,9.887139999999999818e-01,3.200000000000000000e+01,2.375200000000000089e-01,2.989740000000000109e+01,1.790189999999999948e+00,5.706290000000000084e+00,9.577239999999999753e+00,9.888540000000000108e-01,4.400000000000000000e+01,2.176649999999999974e-01,3.170329999999999870e+01,2.828129999999999811e+00,6.590169999999999639e+00,3.722109999999999808e+00,9.812779999999999836e-01,2.200000000000000000e+01,1.691870000000000041e-01,2.296699999999999875e+01,1.051649999999999974e+00,2.597490000000000077e+00
1.624060000000000059e+01,9.942229999999999679e-01,5.000000000000000000e+01,3.248119999999999896e-01,1.000000000000000000e+02,9.549350000000000449e+00,6.526530000000000165e+00,4.816159999999999997e+00,9.917010000000000547e-01,2.400000000000000000e+01,2.006729999999999903e-01,5.500000000000000000e+01,1.707829999999999959e+00,3.025329999999999853e+00,9.579829999999999401e+00,8.766030000000000211e-01,5.000000000000000000e+01,1.915969999999999895e-01,1.000000000000000000e+01,6.423020000000000396e-01,8.811130000000000351e+00,7.254120000000000346e+00,9.909400000000000430e-01,3.300000000000000000e+01,2.198219999999999896e-01,2.907239999999999824e+01,2.175530000000000186e+00,4.962839999999999918e+00,1.697800000000000153e+01,9.625839999999999952e-01,5.000000000000000000e+01,3.395599999999999730e-01,3.408279999999999887e+01,3.896020000000000039e+00,1.289470000000000027e+01,1.161229999999999940e+01,9.847529999999999895e-01,4.700000000000000000e+01,2.470700000000000118e-01,2.238459999999999894e+01,3.661709999999999798e+00,7.791629999999999612e+00
1.086270000000000024e+01,9.876989999999999936e-01,3.900000000000000000e+01,2.785299999999999998e-01,1.000000000000000000e+02,5.641070000000000029e+00,5.085810000000000386e+00,3.170279999999999987e+00,9.603709999999999747e-01,1.000000000000000000e+01,3.170279999999999765e-01,5.500000000000000000e+01,1.008210000000000051e+00,2.130230000000000068e+00,6.026600000000000179e+00,9.517379999999999729e-01,3.300000000000000000e+01,1.826240000000000085e-01,1.000000000000000000e+01,1.009449999999999958e+00,4.895139999999999603e+00,7.831719999999999793e+00,9.805230000000000334e-01,3.100000000000000000e+01,2.526360000000000272e-01,2.921249999999999858e+01,2.607270000000000199e+00,5.115210000000000257e+00,4.884979999999999656e+00,9.797150000000000025e-01,2.700000000000000000e+01,1.809250000000000025e-01,3.184619999999999962e+01,1.306789999999999896e+00,3.486130000000000173e+00,1.181809999999999938e+01,9.787660000000000249e-01,4.800000000000000000e+01,2.462110000000000132e-01,2.339740000000000109e+01,4.652479999999999727e+00,6.994790000000000063e+00
