Iteration,Cost,Cost reduction,time (ms)
0,5764.86,0.00113372,134.188
1,5727.05,0.00768477,221.83
2,5677.86,0.0162095,309.153
3,4815.82,0.165573,400.385
4,4270.41,0.260075,491.179
5,1160.37,0.798944,583.484
6,1156.22,0.799664,672.562
