Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.612956,9.18178,6.01586,4.97029,1.25954,2.95196
0.513475,13.7559,11.0307,6.86057,1.28266,5.61271
0.641371,9.64126,5.55339,4.89826,1.25537,3.48764
0.390554,14.4823,10.8163,6.71325,1.25715,6.51187
0.70227,9.99967,6.02132,5.02143,1.26168,3.71656
0.669721,9.89146,6.89619,5.23891,1.24739,3.40516
1.70482,10.1676,8.44769,5.57947,1.23178,3.35637
0.556506,12.8749,9.29699,6.42233,1.28866,5.16387
0.614553,12.6601,7.54914,5.52624,1.2553,5.87858
0.43398,12.8114,8.01716,5.66692,1.2389,5.90557
0.902601,9.40508,5.88763,4.99105,1.24452,3.16951
1.10916,9.33223,7.36161,5.04723,1.26264,3.02236
0.51143,10.3596,6.79565,5.39386,1.25648,3.70927
0.625571,11.8116,8.52255,6.05813,1.27075,4.48273
0.379062,14.9272,8.75621,6.23577,1.26762,7.42377
0.78066,9.55931,5.84145,4.97615,1.26796,3.31519
0.716301,9.71751,6.19571,5.10763,1.26677,3.34311
0.618707,10.74,6.29511,5.06225,1.25287,4.42486
0.827314,9.89393,5.65663,4.97405,1.25734,3.66255
0.44508,11.8761,6.24625,5.22101,1.25008,5.40498
0.634172,10.2849,7.10694,5.37067,1.27496,3.63932
0.510924,14.5323,12.0218,7.17501,1.26141,6.09584
0.452048,13.0475,6.65756,5.45811,1.25686,6.3325
0.711823,11.4868,7.02528,5.3028,1.27173,4.91224
0.487926,10.8896,7.91895,5.71436,1.24995,3.9253
0.689795,10.3768,6.0442,5.04512,1.28013,4.05155
0.694691,10.9891,7.471,5.72102,1.24792,4.02014
0.823342,10.8406,6.86603,5.48196,1.26326,4.0954
0.612144,11.636,7.81858,5.75383,1.24846,4.63367
0.805521,9.38791,5.78358,4.99168,1.26737,3.12886
0.636163,11.2849,7.64179,5.77319,1.25652,4.25518
0.643447,9.97005,6.38168,5.10458,1.27615,3.58933
0.556857,14.3768,11.7243,7.09537,1.28198,5.99949
0.608544,9.62448,5.83802,5.07676,1.25252,3.2952
0.792162,10.7552,6.20495,5.18446,1.26079,4.30994
2.0547,10.3317,8.72824,5.63001,1.27932,3.4224
0.603033,12.6032,9.37813,6.20713,1.26255,5.13347
0.633815,10.7866,6.2603,5.09318,1.26996,4.42343
0.702535,11.4578,7.06627,5.4029,1.24912,4.80575
0.614344,11.9106,8.51108,5.86165,1.24571,4.80327
0.698114,9.69086,6.15745,5.15702,1.24806,3.28578
0.674168,11.0214,5.21782,4.83446,1.26484,4.92207
0.724482,10.877,7.06271,5.38192,1.2744,4.22066
0.668242,10.8499,5.32928,4.86799,1.26199,4.71992
0.642748,10.0948,5.96081,4.99972,1.25862,3.83642
0.55114,10.7792,6.87545,5.30933,1.24893,4.22099
0.605838,11.1916,6.47836,5.22024,1.27105,4.70034
0.706112,12.372,10.1933,6.34774,1.26748,4.75677
0.616986,11.2174,7.07154,5.3708,1.25361,4.59301
0.687265,10.5051,6.93627,5.3751,1.23447,3.89557
