Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.472011,17.6184,32,12.1526,1.5162,3.94962
0.511277,18.1838,27.2514,11.6343,1.46174,5.08774
0.464765,18.6556,31.3133,12.0812,1.51887,5.05556
0.516184,21.6698,40.2866,15.1204,1.54445,5.00502
0.578503,20.4245,22.3254,9.96775,1.33775,9.11896
0.58265,23.4086,43.3121,16.381,1.53093,5.49664
1.76323,16.4727,27.9697,11.3523,1.48505,3.63532
0.43533,22.1813,37.2282,14.3533,1.50108,6.3269
0.731583,16.1835,26.2658,10.8752,1.47346,3.83489
0.457914,21.9376,36.037,14.2356,1.44649,6.25559
0.534735,16.114,25.9293,10.3535,1.48966,4.27078
0.882429,23.8587,48,17.5258,1.60274,4.73013
0.413516,23.5114,46.9329,17.0567,1.58672,4.86798
0.421287,22.7573,32.5419,12.7738,1.41867,8.56482
0.430866,21.2365,31.5161,12.8213,1.48897,6.92624
0.671137,14.7919,23.7358,9.626,1.45909,3.70682
0.618456,16.7956,29.0377,11.3817,1.47223,3.94162
0.640842,22.4782,42.0574,15.4863,1.56565,5.42631
0.577252,20.5442,37.1191,13.7586,1.53977,5.24581
0.535536,20.5706,33.5654,13.3506,1.52522,5.69479
0.737773,14.2411,23.0539,9.35628,1.43223,3.45261
0.410006,20.7749,29.4761,12.4973,1.43022,6.84737
0.607494,22.9734,37.6907,14.7634,1.52149,6.68849
0.753508,15.6244,24.6231,10.4673,1.42645,3.73063
0.566401,19.6831,30.1287,11.9057,1.43332,6.34413
0.526885,23.5657,40.6591,15.8383,1.51487,6.2126
0.607309,20.7246,39.0273,14.6466,1.58587,4.49213
0.489369,17.4784,27.6798,11.1002,1.49404,4.88418
0.617266,18.3966,29.9092,11.5998,1.45992,5.33683
0.714652,16.9594,29.3417,11.4056,1.50848,4.04539
0.562628,18.8978,33.7914,13.1403,1.49656,4.2609
0.450572,16.9643,26.8584,10.823,1.46097,4.68034
0.455491,21.8081,35.073,13.4014,1.47973,6.92697
0.514947,17.6168,31.5525,12.2766,1.54386,3.79635
0.927123,22.0313,44.2782,15.791,1.59726,4.64309
4.01138,18.8123,34.0648,13.0243,1.54084,4.24722
0.503826,20.821,32.377,13.044,1.47677,6.30025
0.476903,18.3158,30.3931,12.1037,1.49291,4.71916
0.816002,20.3187,35.8045,13.3043,1.51597,5.49842
0.47451,16.8298,25.4064,10.4757,1.43421,4.9198
0.480008,23.1703,43.3201,16.2783,1.59043,5.30149
0.491515,18.3741,30.5245,12.131,1.44877,4.79434
0.45495,24.0367,33,13.4698,1.45801,9.10891
0.601452,20.9769,33.1456,12.8902,1.47774,6.60898
0.6195,16.296,27.0589,10.8144,1.47093,4.01063
0.554051,17.6308,30.1133,11.9193,1.5072,4.20434
0.608402,21.9802,34.179,13.6392,1.45695,6.884
0.608116,19.4014,33.6253,12.8934,1.51233,4.99567
0.624777,16.8012,28.503,11.3218,1.49632,3.98306
0.547639,17.168,27.6628,11.4701,1.48616,4.21179
