Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.631973,8.58419,3.08393,4.18305,1.27995,3.12118
0.515791,9.86869,3.05642,4.29526,1.2922,4.28124
0.823078,8.84649,3.02222,4.31045,1.27214,3.2639
0.57375,8.442,3.0979,4.04298,1.26837,3.13065
0.914194,8.70115,3.01684,4.24409,1.27263,3.18443
0.68016,8.91768,3.5281,4.32188,1.25501,3.34079
0.883847,9.52979,3.60147,4.54626,1.26448,3.71905
0.881456,8.60687,3.02057,4.19166,1.263,3.15222
0.790545,10.2286,3.30409,4.47133,1.28751,4.46979
0.878799,8.51866,3.00792,4.13526,1.26353,3.11986
0.877385,9.05078,3.08896,4.35527,1.27118,3.42432
3.50691,8.704,3.70457,4.24551,1.26419,3.19431
0.633467,8.59994,3.22438,4.22883,1.25756,3.11355
0.728032,11.0826,3.1886,4.67079,1.32381,5.08798
0.8552,8.64943,3.01541,4.17262,1.26255,3.21425
0.826281,8.79833,3.01817,4.25528,1.28254,3.26051
0.828342,8.67383,3.00959,4.27561,1.28373,3.11448
0.805949,9.6385,3.03169,4.38409,1.26403,3.99038
0.802789,9.48111,3.06106,4.37009,1.2755,3.83552
0.779583,10.3448,3.05664,4.56086,1.29536,4.48861
0.963055,8.29913,3.12742,4.1129,1.26065,2.92558
0.823534,8.68551,3.06671,4.23196,1.26161,3.19194
0.989973,8.87657,3.00621,4.27721,1.27384,3.32552
0.776347,9.95777,3.11509,4.41544,1.28912,4.2532
0.80568,8.83052,3.0122,4.25017,1.25053,3.32982
0.881845,9.08029,3.0306,4.41891,1.27088,3.3905
0.78972,9.71567,3.0781,4.41629,1.30502,3.99436
0.911187,9.04841,3.01127,4.21695,1.29531,3.53615
0.788763,10.0231,3.05715,4.45198,1.28586,4.28522
0.825871,8.91161,3.10787,4.31689,1.27854,3.31617
0.745463,9.81753,3.02771,4.45296,1.2957,4.06887
0.575937,9.47107,3.02039,4.18426,1.28064,4.00617
0.891354,8.66823,3.00834,4.20761,1.2662,3.19443
0.622773,9.03652,3.00475,4.29866,1.26856,3.46929
0.753681,9.90822,3.02973,4.39773,1.31213,4.19836
1.39456,8.58705,3.58575,4.25292,1.25191,3.08223
0.757003,11.3645,3.21758,4.70272,1.33117,5.33065
0.780513,10.9855,3.26934,4.69804,1.28258,5.00493
0.825947,10.1607,3.14456,4.4348,1.28767,4.43823
0.823723,9.57045,3.03907,4.39623,1.29312,3.8811
0.752334,8.53898,3.00603,4.17369,1.25337,3.11193
1.02256,8.73571,3.00742,4.26025,1.27284,3.20262
0.707353,10.6821,3.0156,4.38628,1.27457,5.02129
0.978314,9.12803,3.00417,4.52871,1.32617,3.27314
0.830589,8.70187,3.00565,4.2867,1.28032,3.13484
0.747569,10.0608,3.027,4.50962,1.29959,4.25159
0.857638,9.86444,3.09207,4.46414,1.26468,4.13561
0.941502,8.8513,3.01568,4.1894,1.24322,3.41868
0.73384,9.68598,3.0369,4.3484,1.28178,4.0558
0.806696,9.09803,3.05276,4.45861,1.27517,3.36425
