Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.639798,8.64267,3,4.21945,1.25526,3.16796
0.843656,8.62612,3,4.19497,1.26691,3.16424
0.825043,8.75413,3,4.25113,1.25786,3.24514
0.592746,8.38209,3,4.15885,1.24837,2.97486
0.920111,8.84688,3,4.25977,1.27204,3.31507
0.862331,8.34051,3,4.12519,1.2805,2.93482
0.843249,9.01309,3,4.38888,1.26477,3.35943
0.881707,8.65613,3,4.17684,1.28614,3.19315
0.768974,9.45165,3,4.28192,1.30828,3.86145
0.869151,8.52003,3,4.12843,1.27895,3.11265
0.822187,9.7076,3,4.34906,1.27793,4.08061
0.633994,9.02001,3,4.39903,1.27687,3.34411
0.632807,8.71083,3,4.25884,1.2852,3.16679
0.90238,8.5918,3,4.16078,1.27386,3.15716
0.874536,8.63723,3,4.17122,1.27102,3.19498
0.818705,8.82173,3,4.27365,1.26325,3.28483
0.836393,8.60353,3,4.18234,1.28417,3.13702
0.810897,9.81318,3,4.45166,1.31323,4.04829
0.920142,9.35568,3.00052,4.3136,1.26703,3.77505
0.905299,8.8056,3,4.25542,1.27784,3.27234
0.951952,8.2939,3,4.11138,1.25948,2.92304
0.829466,8.63734,3,4.21307,1.24844,3.17583
0.822904,10.0066,3,4.3955,1.28774,4.32341
0.803423,9.40104,3,4.39507,1.30638,3.69958
0.933089,9.08213,3,4.37592,1.2569,3.4493
0.882759,9.07416,3,4.38576,1.26387,3.42453
0.875709,8.73964,3,4.22402,1.2726,3.24301
0.791504,9.84037,3,4.39041,1.28674,4.16322
0.881704,9.09081,3,4.36119,1.29445,3.43518
0.868088,9.02029,3,4.38635,1.24967,3.38427
0.759154,9.59855,3,4.38563,1.27031,3.9426
0.704794,9.09328,3,4.25922,1.28368,3.55037
0.735759,11.5367,3,4.5818,1.30422,5.6507
0.629416,8.97789,3,4.24078,1.26098,3.47613
0.769177,9.77488,3,4.4093,1.29647,4.0691
0.703987,9.14042,3,4.44507,1.26447,3.43088
0.926341,8.69268,3,4.23467,1.27107,3.18693
0.789749,11.1887,3,4.60237,1.28318,5.30314
0.803905,9.52807,3,4.36332,1.30056,3.86418
0.824407,9.63731,3,4.3718,1.29519,3.97031
0.754029,8.59247,3,4.21408,1.27191,3.10648
1.02808,8.69763,3,4.21208,1.27421,3.21134
0.716513,10.4962,3,4.58844,1.28339,4.62436
0.980496,8.70803,3,4.24837,1.28164,3.17801
0.825864,8.62992,3,4.21558,1.28329,3.13106
0.693497,9.98334,3,4.51323,1.31486,4.15525
0.849851,9.83792,3,4.47627,1.29809,4.06356
0.913339,8.92101,3,4.20403,1.27672,3.44026
0.70536,9.50531,3,4.33128,1.30431,3.86972
0.802365,8.9901,3,4.39159,1.26738,3.33113
