Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
0.224858,10.3628,23.0616,2.77296,1.38594,4.58674,0.554611
0.258102,9.79292,18.2237,2.40041,1.37785,4.3822,0.679422
0.126989,9.46179,15.5287,2.16204,1.38285,4.28321,0.638128
0.229346,9.82005,16.1935,2.24235,1.39474,4.5136,0.60679
0.263506,10.105,16.8802,2.237,1.37945,4.82995,0.604324
2.99957,11.616,33.7867,3.81515,1.39709,4.74637,0.466055
0.0676091,9.45608,14.7097,2.08614,1.3911,4.33382,0.691668
0.119351,9.83395,16.3338,2.21336,1.38641,4.58904,0.620438
0.188629,9.42106,13.7395,1.9515,1.37979,4.45724,0.583677
0.192936,9.69211,15.5344,2.14926,1.38123,4.51273,0.586681
0.557098,10.4266,23.4598,2.84893,1.38865,4.53507,0.545817
0.0513722,9.5339,16.6584,2.24287,1.38832,4.26077,0.639374
0.0829325,9.25808,13.1785,1.96398,1.37876,4.26278,0.66807
0.513376,9.94304,17.6468,2.35269,1.38031,4.55893,0.58145
0.210294,9.78797,13.6079,1.96247,1.38085,4.79838,0.587446
0.195986,9.58806,16.0146,2.18399,1.38183,4.3817,0.617926
0.241475,9.91692,15.5405,2.10407,1.37629,4.80222,0.548657
0.291002,10.5389,20.3863,2.58403,1.38345,4.90409,0.564729
0.0516697,9.09567,12.2058,1.88503,1.38369,4.17843,0.764191
0.257823,9.69113,14.4457,2.05259,1.38683,4.59939,0.637285
0.126781,9.73066,15.6991,2.16751,1.38536,4.53014,0.611513
0.177355,9.66347,15.4206,2.08949,1.37879,4.56074,0.620819
0.135114,9.43845,13.4635,1.94803,1.38198,4.45878,0.59465
0.167887,9.66233,13.2822,1.91327,1.37775,4.72507,0.623857
0.439446,10.5152,20.6725,2.56309,1.38169,4.90424,0.567684
5.91052,15.0129,68.6364,7.19447,1.38838,4.73651,0.287047
0.237062,9.97044,15.3559,2.11457,1.38785,4.81092,0.544791
0.221206,9.97469,16.4809,2.23508,1.39648,4.6787,0.545702
0.281866,10.0532,17.4531,2.25076,1.38104,4.78435,0.514557
1.99376,11.399,29.7631,3.46455,1.38401,4.86919,0.522637
0.418613,10.8433,24.9426,3.10181,1.39126,4.67924,0.576852
0.263952,9.86433,16.3929,2.18323,1.39017,4.62423,0.671884
0.391623,10.5002,24.5088,2.97561,1.39661,4.46333,0.628584
0.42573,10.2389,19.5,2.47269,1.38907,4.71679,0.590153
0.0958522,9.78284,16.855,2.2328,1.39349,4.5034,0.62857
0.361038,10.324,17.9493,2.41124,1.38252,4.87157,0.539365
0.174752,10.175,14.8469,2.09887,1.38796,5.03064,0.533436
0.148953,9.62885,14.5682,2.03024,1.37748,4.56854,0.611472
