Iteration,Cost,Cost reduction,time (ms)
0,32.4073,0.193434,513.944
1,4.4722,0.888694,1000.9
2,3.18452,0.920742,1470.66
3,3.18452,0.920742,1961.41
4,3.1183,0.922391,2055.88
5,3.1183,0.922391,2506.61
