MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
1.56163e+06,0.00698074,0.025814,2.39965e+08,0.0396564,1
792.348,0.0432214,0.0635569,5068.39,0.19782,1
79.5276,0.010686,0.0404477,5817.57,0.0750021,1
161.026,0.00523499,0.0425171,20137.5,0.0237107,1
25809.1,0.00543614,0.0337931,5.15312e+06,0.0193942,1
67.9187,0.00624196,0.0525224,6045.87,0.0485688,1
45.0533,0.00509043,0.0488512,1837.01,0.0103298,1
115.611,0.00669184,0.0369537,11414.3,0.0248029,1
11.6069,0.00788034,0.0244948,66.6757,0.029051,1
151.729,0.0138422,0.0338127,13279.2,0.0828713,1
52.5111,0.00818651,0.044766,3332.41,0.0403929,1
30.074,0.007474,0.0509097,1116.55,0.03681,1
52.5185,0.010464,0.0436611,493.05,0.0704934,1
71.0203,0.0107545,0.0473765,2908.06,0.0712005,1
62.6412,0.0112155,0.0349903,4177.11,0.0805711,1
169.144,0.00449608,0.026184,21472.6,0.0147661,1
89866.9,0.00632175,0.0657057,1.79613e+07,0.0207798,1
67.324,0.0071934,0.0516263,1021.32,0.0272691,1
154.109,0.00566714,0.0550494,19273.2,0.0242732,1
47.9477,0.00995082,0.0457869,2176.3,0.0685443,1
27.5087,0.00672224,0.0366095,433.134,0.0389798,1
160.964,0.0255402,0.0375883,2257.84,0.168971,1
92.9972,0.00545333,0.0437844,4419.35,0.0400342,1
45.3776,0.00759149,0.0450297,2173.46,0.0399718,1
16.0499,0.00784132,0.0343532,1383.35,0.0552341,1
515.661,0.00472769,0.0145395,64508.8,0.0158774,1
691886,0.0044566,0.0406222,1.38361e+08,0.0122873,1
134.381,0.00474602,0.042095,4926.34,0.011354,1
747635,0.00961229,0.0444402,1.49523e+08,0.0388999,1
120.931,0.0076213,0.0446296,4268.73,0.0245515,1
94.7747,0.00627152,0.050408,4493.11,0.0245168,1
83.7519,0.00892695,0.0606239,4067.68,0.0388128,1
1.30862e+06,0.00871748,0.0555996,1.16086e+08,0.0284778,1
62.5748,0.00816593,0.0589897,3039.41,0.0355715,1
