Iteration,Cost,Cost reduction,time (ms)
0,0.916415,0.603624,13.079
1,0.539388,0.766699,22.346
2,0.464112,0.799258,32.347
3,0.461912,0.80021,42.358
4,0.461912,0.80021,51.007
5,0.461912,0.80021,56.366
