Commanded Joint 0 Position,Commanded Joint 1 Position,Commanded Joint 2 Position,Commanded Joint 3 Position,Commanded Joint 4 Position,Commanded Joint 5 Position,Commanded Joint 6 Position,Commanded Joint 0 Velocity,Commanded Joint 1 Velocity,Commanded Joint 2 Velocity,Commanded Joint 3 Velocity,Commanded Joint 4 Velocity,Commanded Joint 5 Velocity,Commanded Joint 6 Velocity,Commanded Joint 0 Torque,Commanded Joint 1 Torque,Commanded Joint 2 Torque,Commanded Joint 3 Torque,Commanded Joint 4 Torque,Commanded Joint 5 Torque,Commanded Joint 6 Torque,Actual Joint 0 Position,Actual Joint 1 Position,Actual Joint 2 Position,Actual Joint 3 Position,Actual Joint 4 Position,Actual Joint 5 Position,Actual Joint 6 Position,Actual Joint 0 Velocity,Actual Joint 1 Velocity,Actual Joint 2 Velocity,Actual Joint 3 Velocity,Actual Joint 4 Velocity,Actual Joint 5 Velocity,Actual Joint 6 Velocity,Actual Joint 0 Torque,Actual Joint 1 Torque,Actual Joint 2 Torque,Actual Joint 3 Torque,Actual Joint 4 Torque,Actual Joint 5 Torque,Actual Joint 6 Torque,EE ext force 0,EE ext force 1,EE ext force 2,EE ext force 3,EE ext force 4,EE ext force 5,joint ext torque 0,joint ext torque 1,joint ext torque 2,joint ext torque 3,joint ext torque 4,joint ext torque 5,joint ext torque 6,
0.0102933,-0.202107,-0.333692,-1.6642,-0.097411,-0.0933423,-0.383254,-0.00240969,0.0143641,-0.01276,-0.150415,0.0101344,0.19947,-0.00213224,0,0,0,0,0,0,0,0.010316,-0.202093,-0.333585,-1.66269,-0.0975743,1.47547,0.402168,-0.000691224,0.000307279,-0.000736263,-0.000269584,-0.00281519,0.000312096,-0.000565322,-0.0956386,-25.3856,1.93696,26.0544,0.635983,2.91405,-0.00996382,-1.13224,-0.0539166,0.0855981,0.0271648,-0.562091,-0.192922,-0.109327,-0.190886,-0.261158,-0.161893,-0.128247,-0.332606,-0.0323625,
0.0102789,-0.201976,-0.333755,-1.66484,-0.0973772,-0.0925161,-0.383262,-0.003601,0.0329363,-0.0156226,-0.15959,0.00846067,0.206543,-0.002034,0,0,0,0,0,0,0,0.010316,-0.202093,-0.333585,-1.66269,-0.0975743,1.47547,0.402168,-0.000691224,0.000307279,-0.000736263,-0.000269584,-0.00281519,0.000312096,-0.000565322,-0.0956386,-25.3856,1.93696,26.0544,0.635983,2.91405,-0.00996382,-1.13224,-0.0539166,0.0855981,0.0271648,-0.562091,-0.192922,-0.109327,-0.190886,-0.261158,-0.161893,-0.128247,-0.332606,-0.0323625,
0.0103083,-0.20209,-0.333594,-1.66269,-0.097608,-0.0953292,-0.38323,-0.000391999,0.000101589,-0.000467034,-9.15085e-05,-0.00173843,-4.9258e-05,1.14842e-05,0,0,0,0,0,0,0,0.0103096,-0.202095,-0.333585,-1.66269,-0.0975329,1.47546,0.402168,-9.82729e-06,-0.00108972,0.000842685,-0.0057226,0.00108533,0.00427865,0.00521329,-0.0440639,-25.338,1.93696,25.9076,0.306393,2.97356,-0.0163725,-0.930207,-0.0391056,-0.0839936,0.0558252,-0.336054,-0.150464,-0.0682319,-0.0323622,-0.225484,-0.260945,-0.115722,-0.343451,-0.0320024,
0.0103069,-0.20209,-0.333595,-1.66269,-0.0976142,-0.0953295,-0.38323,-0.000344281,5.83703e-05,-0.000415577,-7.18074e-05,-0.0015356,-8.64959e-05,1.02005e-05,0,0,0,0,0,0,0,0.0103096,-0.202095,-0.333585,-1.66269,-0.0975329,1.47546,0.402168,-9.82729e-06,-0.00108972,0.000842685,-0.0057226,0.00108533,0.00427865,0.00521329,-0.0440639,-25.338,1.93696,25.9076,0.306393,2.97356,-0.0163725,-0.930207,-0.0391056,-0.0839936,0.0558252,-0.336054,-0.150464,-0.0682319,-0.0323622,-0.225484,-0.260945,-0.115722,-0.343451,-0.0320024,
0.0103057,-0.20209,-0.333597,-1.66269,-0.0976196,-0.09533,-0.38323,-0.00030249,2.01568e-05,-0.000370634,-5.45099e-05,-0.00135547,-0.000115705,9.07433e-06,0,0,0,0,0,0,0,0.0103096,-0.202095,-0.333585,-1.66269,-0.0975329,1.47546,0.402168,-9.82729e-06,-0.00108972,0.000842685,-0.0057226,0.00108533,0.00427865,0.00521329,-0.0440639,-25.338,1.93696,25.9076,0.306393,2.97356,-0.0163725,-1.14762,0.00902951,0.0318962,-0.0116112,-0.554362,-0.168566,-0.0832877,-0.177933,-0.235167,-0.180103,-0.126216,-0.33319,-0.0307975,
0.0103047,-0.20209,-0.333598,-1.66269,-0.0976244,-0.0953306,-0.38323,-0.000265856,-1.35591e-05,-0.00033131,-3.91308e-05,-0.00119587,-0.000138906,8.09727e-06,0,0,0,0,0,0,0,0.0103096,-0.202095,-0.333585,-1.66269,-0.0975329,1.47546,0.402168,-9.82729e-06,-0.00108972,0.000842685,-0.0057226,0.00108533,0.00427865,0.00521329,-0.0440639,-25.338,1.93696,25.9076,0.306393,2.97356,-0.0163725,-1.14762,0.00902951,0.0318962,-0.0116112,-0.554362,-0.168566,-0.0832877,-0.177933,-0.235167,-0.180103,-0.126216,-0.33319,-0.0307975,
0.0103037,-0.20209,-0.333599,-1.66269,-0.0976286,-0.0953312,-0.38323,-0.000233717,-4.32968e-05,-0.000296855,-2.54018e-05,-0.00105469,-0.000157508,7.24898e-06,0,0,0,0,0,0,0,0.0103096,-0.202095,-0.333585,-1.66269,-0.0975329,1.47546,0.402168,-9.82729e-06,-0.00108972,0.000842685,-0.0057226,0.00108533,0.00427865,0.00521329,-0.0440639,-25.338,1.93696,25.9076,0.306393,2.97356,-0.0163725,-2.40498,0.373281,-0.697764,-0.188437,-1.26976,-0.227292,-0.135046,-0.474321,-0.286876,-0.28892,-0.129698,-0.327991,-0.0304235,
0.0103029,-0.20209,-0.333601,-1.66269,-0.0976323,-0.0953319,-0.38323,-0.000205499,-6.95343e-05,-0.000266635,-1.31367e-05,-0.000929959,-0.000172548,6.51098e-06,0,0,0,0,0,0,0,0.0103168,-0.202101,-0.333585,-1.66312,-0.0975339,1.47629,0.402166,0.00195853,-0.00384321,0.000221968,0.00432971,0.00328854,0.001597,-0.0015288,-0.147213,-25.4094,1.93696,26.5305,0.324703,3.25188,0.00376909,-1.55869,0.0794898,-0.997398,0.0815127,-0.542095,-0.205133,-0.108924,-0.0305489,-0.303941,-0.4684,-0.12106,-0.288532,-0.0302982,
0.0101849,-0.202035,-0.333687,-1.66257,-0.0960323,-0.096302,-0.383229,-0.0122465,0.00409401,-0.0110446,0.0100115,0.17647,-0.110206,0.000405688,0,0,0,0,0,0,0,0.0103168,-0.202101,-0.333585,-1.66312,-0.0975339,1.47629,0.402166,0.00195853,-0.00384321,0.000221968,0.00432971,0.00328854,0.001597,-0.0015288,-0.147213,-25.4094,1.93696,26.5305,0.324703,3.25188,0.00376909,-1.55869,0.0794898,-0.997398,0.0815127,-0.542095,-0.205133,-0.108924,-0.0305489,-0.303941,-0.4684,-0.12106,-0.288532,-0.0302982,
0.0102006,-0.202086,-0.333669,-1.66297,-0.0959499,-0.0954359,-0.383232,-0.0111714,0.000854412,-0.00970114,0.0119583,0.178908,-0.105942,0.00036347,0,0,0,0,0,0,0,0.0103168,-0.202101,-0.333585,-1.66312,-0.0975339,1.47629,0.402166,0.00195853,-0.00384321,0.000221968,0.00432971,0.00328854,0.001597,-0.0015288,-0.147213,-25.4094,1.93696,26.5305,0.324703,3.25188,0.00376909,-0.666514,-0.199572,-0.812914,0.256758,0.0387735,-0.170516,-0.078773,0.252584,-0.283283,-0.464499,-0.118781,-0.240645,-0.0302041,
