Iteration,Cost,Cost reduction,time (ms)
0,40.9825,0.0669435,293.676
1,28.8395,0.343405,564.066
2,20.7203,0.528256,895.075
3,19.1407,0.56422,1242.55
4,12.6783,0.71135,1583.95
5,12.6783,0.71135,1992.34
