0.000847665,-0.18185,-0.000353426,-3.09496,-0.00224853,1.33548,0.00190341,0.731788,-0.226791,0.0474647,0.0709732,-0.013347,0.362777,-0.107615,-0.217388,0.0935145,-0.000710579,6.1853e-05,
0.000999441,-0.181906,-0.000377723,-3.09356,-0.00232155,1.33391,0.00311214,0.43624,-0.0775624,0.037944,-0.0140908,-0.00607447,0.350285,-0.0182535,-0.391622,0.302183,-0.000798185,7.33533e-05,
0.00113615,-0.182138,-0.000415732,-3.09215,-0.00226759,1.33204,0.00439805,0.436236,-0.0775621,0.0341779,-0.057918,-0.00950206,0.353444,0.01349,-0.468217,0.321477,-0.000871526,8.41014e-05,
0.0012586,-0.182467,-0.000465443,-3.09073,-0.00216291,1.3301,0.00566681,0.436233,-0.0775617,0.0306118,-0.0822838,-0.0124278,0.35536,0.0261702,-0.485284,0.317191,-0.00093202,9.40027e-05,
0.00136948,-0.182856,-0.000523665,-3.08932,-0.00203697,1.3282,0.00690036,0.436229,-0.0775614,0.0277189,-0.0970806,-0.0145555,0.352969,0.0314832,-0.474786,0.308387,-0.00098097,0.000102997,
0.00147125,-0.183283,-0.000587874,-3.08793,-0.00190398,1.32638,0.00809387,0.436225,-0.0775609,0.0254438,-0.106926,-0.0160524,0.345904,0.0332477,-0.453183,0.298377,-0.00101957,0.000111054,
0.0015658,-0.183739,-0.00065622,-3.08659,-0.00177226,1.32467,0.00924652,0.436221,-0.0775605,0.0236374,-0.113984,-0.0170864,0.334711,0.0329314,-0.428427,0.288163,-0.00104892,0.000118164,
0.00165451,-0.184216,-0.000727354,-3.08531,-0.00164731,1.32305,0.010359,0.436217,-0.07756,0.0221765,-0.119281,-0.0177835,0.320249,0.0312368,-0.404223,0.278131,-0.00107003,0.000124336,
0.0017384,-0.18471,-0.000800283,-3.0841,-0.00153299,1.32153,0.0114328,0.436213,-0.0775595,0.0209728,-0.123322,-0.0182323,0.303417,0.0285803,-0.382162,0.268438,-0.00108381,0.000129593,
0.00181825,-0.185215,-0.000874263,-3.08296,-0.00143199,1.32007,0.0124693,0.436208,-0.077559,0.0199639,-0.126383,-0.0184949,0.285034,0.0252483,-0.362782,0.259136,-0.00109524,0.000134566,
0.00189467,-0.18573,-0.000948729,-3.0819,-0.00134618,1.31869,0.0134703,0.436204,-0.0775585,0.0191045,-0.128637,-0.0186166,0.265796,0.0214541,-0.346105,0.250231,-0.00112849,0.000142761,
