Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
117.929,0,0,45.774,21.25,25.5167,3.6887,8.13393,0
118.595,0,0,43.5185,21.25,24.1293,3.6942,7.77221,0
97.2861,0,0,50.2131,21.25,28.1405,3.75082,8.84474,0
124.288,0,0,45.17,21.25,24.9283,3.68348,8.14433,0
112.24,0,0,47.9204,21.25,26.9078,3.69372,8.48118,0
122.381,0,0,45.551,21.25,25.3802,3.70857,8.03369,0
113.279,0,0,50.9834,21.25,28.6631,3.72989,9.01226,0
119.019,0,0,45.3455,21.25,24.9861,3.70557,8.21665,0
102.35,0,0,48.3419,21.25,27.034,3.71977,8.53773,0
104.598,0,0,45.2848,21.25,24.9975,3.69589,8.13057,0
97.4089,0,0,46.2628,21.25,25.4986,3.70369,8.342,0
114.53,0,0,45.534,21.25,25.2002,3.70177,8.16383,0
95.38,0,0,47.7784,21.25,26.6505,3.69887,8.56345,0
111.304,0,0,51.0473,21.25,28.7652,3.73959,8.98241,0
117.885,0,0,45.0625,21.25,24.8573,3.68428,8.14017,0
117.607,0,0,45.274,21.25,24.9698,3.71829,8.15183,0
120.803,0,0,43.1937,21.25,23.7325,3.68466,7.75526,0
135.959,0,0,45.262,21.25,25.0765,3.694,8.02479,0
95.9426,0,0,45.896,21.25,25.3974,3.69961,8.2332,0
153.531,0,0,43.0467,21.25,23.7633,3.68455,7.73695,0
116.017,0,0,46.1587,21.25,25.5776,3.689,8.22183,0
135.572,0,0,46.1727,21.25,25.7279,3.70172,8.22362,0
120.48,0,0,45.0819,21.25,24.825,3.68091,8.13483,0
112.085,0,0,46.9372,21.25,26.2663,3.70021,8.31824,0
109.68,0,0,50.9911,21.25,28.7636,3.75065,9.0289,0
112.474,0,0,48.3619,21.25,26.926,3.70853,8.6442,0
91.4332,0,0,49.6626,21.25,27.8228,3.71977,8.86908,0
94.5423,0,0,51.2326,21.25,28.6668,3.73986,9.09048,0
127.024,0,0,49.2742,21.25,27.4888,3.70997,8.72073,0
110.629,0,0,48.7599,21.25,27.2997,3.70019,8.62355,0
111.756,0,0,47.3926,21.25,26.4083,3.69643,8.4926,0
119.487,0,0,43.8092,21.25,24.1549,3.69701,7.8608,0
119.366,0,0,43.8838,21.25,24.2844,3.67844,7.83901,0
114.734,0,0,46.8482,21.25,25.9396,3.6984,8.34842,0
98.8713,0,0,45.6963,21.25,25.1949,3.70707,8.24404,0
110.307,0,0,51.9117,21.25,29.1303,3.75886,9.16953,0
112.79,0,0,50.7176,21.25,28.4023,3.7326,8.98516,0
123.991,0,0,44.4213,21.25,24.4704,3.69811,7.93854,0
100.723,0,0,44.486,21.25,24.4634,3.68811,8.02302,0
95.0296,0,0,45.8427,21.25,25.3325,3.70159,8.19512,0
121.827,0,0,46.3303,21.25,25.695,3.70914,8.26593,0
115.193,0,0,45.5117,21.25,25.1654,3.70403,8.10005,0
118.082,0,0,45.5132,21.25,25.0976,3.70141,8.15709,0
111.473,0,0,50.6518,21.25,28.3421,3.758,8.99431,0
112.303,0,0,47.3836,21.25,26.1831,3.70711,8.54368,0
117.267,0,0,45.6297,21.25,25.166,3.70448,8.16191,0
107.935,0,0,47.1961,21.25,26.1578,3.70721,8.3076,0
114.205,0,0,45.0425,21.25,24.8526,3.68936,8.06811,0
114.023,0,0,46.5338,21.25,25.7234,3.70442,8.33303,0
117.978,0,0,47.9359,21.25,26.7674,3.69212,8.43399,0
115.961,0,0,46.6044,21.25,25.9909,3.69645,8.28278,0
96.8644,0,0,48.5242,21.25,27.0833,3.69913,8.62171,0
120.402,0,0,45.0522,21.25,24.891,3.69486,8.03855,0
94.4349,0,0,48.2964,21.25,26.9301,3.70849,8.61939,0
112.403,0,0,47.4574,21.25,26.2738,3.70846,8.53483,0
136.472,0,0,46.8601,21.25,25.9821,3.68845,8.32395,0
115.884,0,0,46.7326,21.25,25.9865,3.70244,8.24033,0
115.698,0,0,46.4921,21.25,25.6168,3.69014,8.38662,0
130.33,0,0,43.6992,21.25,24.0054,3.66907,7.9246,0
118.779,0,0,43.8162,21.25,24.0494,3.68998,7.85345,0
123.164,0,0,45.5789,21.25,25.1768,3.70955,8.16756,0
97.9291,0,0,49.8841,21.25,27.8035,3.74343,8.85963,0
98.4682,0,0,45.0511,21.25,24.9976,3.67792,8.05485,0
114.644,0,0,45.9491,21.25,25.3967,3.69939,8.23669,0
115.58,0,0,45.1632,21.25,24.9875,3.69694,8.07011,0
115.598,0,0,45.2285,21.25,24.9865,3.70416,8.07104,0
117.422,0,0,43.4291,21.25,23.9964,3.68419,7.72025,0
119.324,0,0,45.1123,21.25,24.8462,3.68571,8.09814,0
97.7001,0,0,47.1076,21.25,26.0991,3.71065,8.43817,0
122.676,0,0,48.8972,21.25,27.2134,3.72033,8.63513,0
97.2472,0,0,43.6324,21.25,24.0289,3.70451,7.77879,0
120.381,0,0,43.6552,21.25,24.194,3.69625,7.7392,0
123.159,0,0,45.0688,21.25,24.8464,3.67535,7.9986,0
113.064,0,0,48.7172,21.25,27.2935,3.6938,8.5306,0
