Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
43.629,0,21.25,27.198,2.794,7.466,0,0,0
37.491,0,21.25,23.623,2.816,5.483,0,0,0
38.196,0,21.25,23.679,2.767,6.018,0,0,0
41.261,0,21.25,24.228,3.317,7.066,0,0,0
41.825,0,21.25,24.131,3.104,7.952,0,0,0
41.16,0,21.25,24.065,3.18,7.123,0,0,0
39.814,0,21.25,21.598,3.421,7.259,0,0,0
39.249,0,21.25,21.355,3.598,7.033,0,0,0
41.503,0,21.25,22.105,3.596,7.689,0,0,0
44.146,0,21.25,23.151,3.999,8.384,0,0,0
45.669,0,21.25,24.269,3.574,9.318,0,0,0
49.617,0,21.25,27.999,3.588,8.653,0,0,0
51.242,0,21.25,27.763,3.744,9.644,0,0,0
45.69,0,21.25,24.884,3.594,8.477,0,0,0
47.883,0,21.25,25.516,3.977,8.884,0,0,0
48.341,0,21.25,25.544,3.681,9.245,0,0,0
47.091,0,21.25,28.202,3.65,5.963,0,0,0
51.401,0,21.25,27.713,4.074,9.881,0,0,0
52.902,0,21.25,29.88,3.702,9.794,0,0,0
51.296,0,21.25,27.881,3.781,9.522,0,0,0
53.879,0,21.25,29.438,4.151,9.96,0,0,0
55.207,0,21.25,30.7,3.728,10.175,0,0,0
54.912,0,21.25,31.19,3.669,9.856,0,0,0
53.847,0,21.25,29.682,3.943,10.065,0,0,0
47.749,0,21.25,25.831,3.87,8.39,0,0,0
49.135,0,21.25,25.186,3.678,10.149,0,0,0
47.099,0,21.25,25.136,3.939,8.782,0,0,0
52.098,0,21.25,28.536,3.696,9.615,0,0,0
60.66,0,21.25,28.752,3.722,9.167,0,0,0
49.777,0,21.25,28.111,3.582,9.001,0,0,0
51.181,0,21.25,28.896,3.579,9.364,0,0,0
49.806,0,21.25,27.792,3.673,9.04,0,0,0
51.243,0,21.25,28.935,3.589,9.806,0,0,0
49.109,0,21.25,27.006,3.651,9.019,0,0,0
50.101,0,21.25,28.082,3.971,8.838,0,0,0
49.116,0,21.25,27.658,3.612,8.901,0,0,0
51.01,0,21.25,28.279,3.659,8.918,0,0,0
58.079,0,21.25,28.514,3.996,14.986,0,0,0
55.057,0,21.25,31.322,3.917,10.017,0,0,0
50.585,0,21.25,28.342,3.555,9.536,0,0,0
50.859,0,21.25,27.747,3.809,9.378,0,0,0
49.875,0,21.25,26.744,3.836,9.686,0,0,0
48.997,0,21.25,26.534,3.679,9.459,0,0,0
52.131,0,21.25,28.179,3.721,9.893,0,0,0
54.815,0,21.25,30.471,3.963,9.551,0,0,0
49.658,0,21.25,28.788,3.63,8.339,0,0,0
48.612,0,21.25,25.873,3.808,9.903,0,0,0
47.315,0,21.25,25.524,3.929,8.79,0,0,0
45.915,0,21.25,26.311,3.713,7.454,0,0,0
50.049,0,21.25,27.397,3.903,9.039,0,0,0
50.183,0,21.25,28.324,3.986,9.555,0,0,0
47.624,0,21.25,27.52,3.731,8.131,0,0,0
48.395,0,21.25,27.489,3.659,8.378,0,0,0
50.976,0,21.25,28.184,3.911,9.639,0,0,0
51.321,0,21.25,28.874,3.604,9.618,0,0,0
