Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
2505.29,0,0,30.1451,2.85714,13.9126,3.43031,7.17743,0
3274.25,0,0,29.1877,2.85714,13.4765,3.43542,6.88426,0
3135.12,0,0,27.4949,2.85714,12.9362,3.43295,6.20914,0
1207.4,0,0,25.2441,2.85714,11.2682,3.41791,5.8936,0
7240.13,0,0,28.7949,2.85714,13.6335,3.43043,6.55167,0
3966.23,0,0,31.3625,2.85714,14.4816,3.40862,7.47104,0
8678.44,0,0,29.3405,2.85714,13.1994,3.4347,7.07959,0
4444.91,0,0,30.1876,2.85714,14.2326,3.43628,7.01475,0
6099.32,0,0,26.7441,2.85714,12.2853,3.41783,6.15911,0
2964.25,0,0,30.4069,2.85714,14.039,3.41915,7.24872,0
1512.95,0,0,25.5764,2.85714,11.5277,3.4215,5.93779,0
2955.21,0,0,24.0338,2.85714,10.7389,3.42451,5.54353,0
10750.4,0,0,31.8684,2.85714,14.7189,3.42704,7.66825,0
9484.81,0,0,29.7312,2.85714,13.6866,3.41918,7.05413,0
3484.82,0,0,27.5984,2.85714,12.692,3.40977,6.41951,0
11104.3,0,0,24.4755,2.85714,11.4433,3.41964,5.35935,0
9773.85,0,0,27.3322,2.85714,12.7622,3.4352,6.252,0
6740.98,0,0,30.1297,2.85714,14.1175,3.42773,7.03585,0
1926.82,0,0,29.7863,2.85714,13.3258,3.42683,7.2703,0
5799.21,0,0,29.0768,2.85714,13.598,3.44983,6.79591,0
8375.88,0,0,32.8111,2.85714,15.0399,3.44337,8.02102,0
10176.3,0,0,29.8303,2.85714,14.3309,3.42793,6.74646,0
2005.12,0,0,-8.68506,2.85714,12.1492,3.43917,-29.1496,0
7564.03,0,0,24.3343,2.85714,10.9967,3.4196,5.54835,0
5729.98,0,0,21.8724,2.85714,9.78477,3.45099,4.86017,0
6871.63,0,0,28.3968,2.85714,13.4143,3.4227,6.45864,0
7263.53,0,0,27.7937,2.85714,12.6735,3.43174,6.54278,0
10016.7,0,0,27.7894,2.85714,13.1497,3.42301,6.29473,0
1643.08,0,0,24.3495,2.85714,10.908,3.41429,5.59669,0
7708.91,0,0,28.9754,2.85714,13.2322,3.41291,6.91326,0
3103.1,0,0,28.1118,2.85714,13.3753,3.41284,6.37073,0
9947.21,0,0,27.2684,2.85714,12.8525,3.43219,6.12487,0
2013.55,0,0,24.0217,2.85714,10.8436,3.41242,5.41621,0
2069.71,0,0,27.2216,2.85714,12.6054,3.41101,6.25594,0
3127.89,0,0,29.9907,2.85714,14.2667,3.40897,6.86167,0
3975.39,0,0,28.5741,2.85714,13.3982,3.4248,6.61335,0
4239.3,0,0,27.8525,2.85714,13.0329,3.42222,6.37768,0
5749.43,0,0,24.5557,2.85714,11.0416,3.40506,5.69405,0
4462.89,0,0,29.3401,2.85714,13.3225,3.43297,7.04608,0
2803.35,0,0,29.0625,2.85714,13.8145,3.43781,6.64872,0
9261.69,0,0,28.9256,2.85714,13.5904,3.41998,6.68792,0
5733.97,0,0,25.9094,2.85714,11.9264,3.41819,5.89012,0
8398.14,0,0,28.3531,2.85714,13.0409,3.42965,6.62001,0
5293.22,0,0,30.7465,2.85714,14.1947,3.40521,7.35908,0
3785.85,0,0,27.4629,2.85714,12.902,3.46326,6.2102,0
12967.1,0,0,26.2435,2.85714,12.1866,3.4325,5.95989,0
3215.62,0,0,29.7108,2.85714,14.0247,3.43588,6.8375,0
4510.22,0,0,27.0436,2.85714,12.7354,3.42559,6.04212,0
2046.19,0,0,26.7455,2.85714,12.1675,3.44294,6.18443,0
11043.9,0,0,23.7581,2.85714,10.9173,3.41619,5.24444,0
2679.79,0,0,30.8872,2.85714,14.2476,3.41203,7.42498,0
3604.2,0,0,29.0344,2.85714,13.5212,3.4344,6.75422,0
2745.56,0,0,25.5066,2.85714,11.4535,3.42694,5.94157,0
7183.29,0,0,28.8284,2.85714,13.4962,3.41033,6.67043,0
6432.66,0,0,29.5109,2.85714,13.8999,3.41784,6.80027,0
5161.04,0,0,28.1527,2.85714,12.9694,3.44771,6.55354,0
3630.81,0,0,26.7962,2.85714,12.3466,3.42482,6.1365,0
2123.15,0,0,25.1824,2.85714,11.5729,3.41593,5.67088,0
4610.88,0,0,24.8377,2.85714,11.4044,3.42796,5.58441,0
5333.74,0,0,26.3998,2.85714,12.5953,3.41628,5.79182,0
7918.77,0,0,26.1083,2.85714,11.7855,3.42782,6.10102,0
1809,0,0,23.5556,2.85714,10.6311,3.408,5.29076,0
10115.7,0,0,31.5317,2.85714,14.9486,3.43015,7.33865,0
4654.66,0,0,29.5874,2.85714,13.711,3.41886,6.96753,0
3325.55,0,0,29.5433,2.85714,14.0313,3.4245,6.79123,0
3270.71,0,0,28.4063,2.85714,13.478,3.42155,6.45274,0
3400.36,0,0,24.1525,2.85714,11.0699,3.40378,5.38791,0
2940.36,0,0,27.2884,2.85714,12.3214,3.41563,6.44517,0
3714.8,0,0,28.0639,2.85714,13.5381,3.42071,6.21398,0
6125.93,0,0,28.3883,2.85714,13.4277,3.43893,6.42955,0
7048.91,0,0,28.5648,2.85714,13.6152,3.4196,6.44425,0
1355.33,0,0,24.2624,2.85714,10.8883,3.41295,5.5613,0
2282.13,0,0,28.7537,2.85714,13.855,3.41594,6.48208,0
3067.11,0,0,29.2785,2.85714,13.479,3.42502,6.89016,0
7424.27,0,0,28.1236,2.85714,13.0874,3.42275,6.49526,0
2701.71,0,0,27.3122,2.85714,12.3405,3.40482,6.41138,0
6563.41,0,0,26.6146,2.85714,11.982,3.41372,6.33767,0
4927.46,0,0,28.7311,2.85714,13.5752,3.42879,6.57421,0
3323.42,0,0,26.7068,2.85714,12.1055,3.41992,6.26638,0
7320.93,0,0,28.4302,2.85714,13.4372,3.4259,6.51131,0
7772.42,0,0,27.9854,2.85714,12.7397,3.42121,6.57812,0
4987.24,0,0,25.0656,2.85714,11.4722,3.41295,5.67018,0
1112.92,0,0,29.7081,2.85714,13.2541,3.42718,7.28711,0
8821.41,0,0,27.2783,2.85714,12.8094,3.42036,6.17529,0
5844.29,0,0,25.8578,2.85714,11.6734,3.42565,6.01002,0
10255.5,0,0,30.3047,2.85714,14.268,3.41586,7.06991,0
3983.47,0,0,26.4197,2.85714,12.006,3.41094,6.1699,0
4079.65,0,0,25.0956,2.85714,11.5372,3.42094,5.66926,0
3791.52,0,0,26.8292,2.85714,12.7934,3.41249,5.92821,0
1460.05,0,0,26.8877,2.85714,12.2424,3.41776,6.26952,0
1852.48,0,0,25.7151,2.85714,11.6959,3.40544,5.93308,0
4497.65,0,0,31.0003,2.85714,14.8791,3.41382,7.1285,0
2699.63,0,0,28.7119,2.85714,13.7267,3.40645,6.47639,0
6792.27,0,0,30.9481,2.85714,14.6952,3.42037,7.19358,0
1792.35,0,0,24.9612,2.85714,11.095,3.40948,5.84573,0
4847.02,0,0,25.8057,2.85714,11.5681,3.41574,6.06368,0
13210.5,0,0,25.8053,2.85714,11.865,3.42193,5.88527,0
5388.2,0,0,28.512,2.85714,13.5271,3.429,6.4568,0
3073.17,0,0,28.6336,2.85714,13.425,3.4157,6.57133,0
732.459,0,0,25.907,2.85714,11.5669,3.40979,6.07137,0
