Iteration,Cost,Cost reduction,time (ms)
0,26.8815,0.235403,5.332
1,4.60571,0.868999,9.928
2,4.56383,0.87019,14.362
3,2.80346,0.920261,18.76
4,2.69328,0.923394,23.358
5,2.69328,0.923394,27.35
6,2.69328,0.923394,29.609
