Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
2.251,0,18.1481,1.22,0.241,0.462,0,0,0
2.503,0,35.1852,1.35,0.238,0.382,0,0,0
2.324,0,34.0741,1.308,0.237,0.408,0,0,0
2.507,0,34.0741,1.449,0.239,0.474,0,0,0
2.519,0,36.6667,1.562,0.241,0.4,0,0,0
2.695,0,36.6667,1.355,0.241,0.761,0,0,0
2.251,0,37.037,1.302,0.254,0.344,0,0,0
2.095,0,36.6667,1.219,0.241,0.338,0,0,0
2.335,0,36.6667,1.385,0.22,0.413,0,0,0
2.298,0,35.5556,1.275,0.322,0.373,0,0,0
2.025,0,36.2963,1.122,0.24,0.35,0,0,0
2.371,0,35.1852,1.252,0.243,0.563,0,0,0
2.114,0,35.1852,1.178,0.247,0.353,0,0,0
2.172,0,35.1852,1.241,0.229,0.393,0,0,0
2.264,0,34.4444,1.361,0.236,0.351,0,0,0
2.071,0,33.7037,1.168,0.24,0.336,0,0,0
2.005,0,34.4444,1.071,0.236,0.397,0,0,0
2.597,0,34.4444,1.31,0.233,0.682,0,0,0
2.401,0,34.0741,1.409,0.238,0.386,0,0,0
2.08,0,35.9259,1.186,0.24,0.344,0,0,0
2.079,0,33.7037,1.187,0.236,0.346,0,0,0
2.102,0,36.6667,1.224,0.235,0.35,0,0,0
2.268,0,35.5556,1.308,0.222,0.424,0,0,0
2.524,0,33.3333,1.196,0.241,0.776,0,0,0
2.067,0,36.2963,1.158,0.244,0.331,0,0,0
2.279,0,35.5556,1.232,0.389,0.374,0,0,0
2.01,0,34.0741,1.112,0.236,0.341,0,0,0
2.334,0,36.2963,1.28,0.247,0.382,0,0,0
2.158,0,37.037,1.263,0.235,0.351,0,0,0
2.999,0,36.6667,1.401,0.452,0.796,0,0,0
2.342,0,36.6667,1.22,0.247,0.334,0,0,0
1.983,0,37.7778,1.116,0.238,0.325,0,0,0
2.216,0,37.4074,1.286,0.223,0.407,0,0,0
2.405,0,36.6667,1.309,0.303,0.325,0,0,0
2.008,0,37.7778,1.189,0.235,0.31,0,0,0
2.302,0,37.7778,1.255,0.243,0.506,0,0,0
2.045,0,37.7778,1.148,0.247,0.325,0,0,0
2.035,0,38.1481,1.136,0.249,0.364,0,0,0
1.95,0,38.8889,1.092,0.233,0.348,0,0,0
1.882,0,38.1481,1.08,0.234,0.301,0,0,0
1.878,0,38.5185,1.046,0.234,0.335,0,0,0
2.172,0,40,1.202,0.234,0.444,0,0,0
2.191,0,38.8889,1.233,0.243,0.414,0,0,0
2.04,0,40.7407,1.196,0.237,0.309,0,0,0
1.814,0,40.7407,1.015,0.234,0.297,0,0,0
1.954,0,41.1111,1.065,0.235,0.349,0,0,0
2.207,0,40.7407,1.358,0.232,0.355,0,0,0
1.911,0,41.4815,1.042,0.238,0.306,0,0,0
2,0,41.1111,1.067,0.246,0.291,0,0,0
1.742,0,42.2222,0.938,0.236,0.305,0,0,0
2.046,0,42.2222,1.216,0.235,0.306,0,0,0
2.419,0,42.5926,1.54,0.232,0.378,0,0,0
2.205,0,42.5926,1.328,0.235,0.326,0,0,0
3.167,0,38.5185,1.488,0.284,1.106,0,0,0
2.591,0,38.8889,1.529,0.247,0.356,0,0,0
2.114,0,38.5185,1.237,0.236,0.336,0,0,0
2.494,0,38.1481,1.597,0.229,0.379,0,0,0
2.433,0,37.7778,1.526,0.235,0.341,0,0,0
2.69,0,37.4074,1.723,0.241,0.363,0,0,0
3.705,0,37.4074,1.84,0.484,1.007,0,0,0
2.841,0,36.2963,1.785,0.255,0.424,0,0,0
2.52,0,35.1852,1.562,0.245,0.387,0,0,0
2.454,0,35.5556,1.508,0.24,0.372,0,0,0
2.348,0,36.6667,1.397,0.238,0.377,0,0,0
2.359,0,31.4815,1.343,0.27,0.408,0,0,0
3.163,0,32.963,1.603,0.51,0.641,0,0,0
2.658,0,32.2222,1.61,0.274,0.418,0,0,0
2.321,0,31.8519,1.335,0.234,0.41,0,0,0
2.294,0,30.7407,1.363,0.239,0.384,0,0,0
2.224,0,30.3704,1.281,0.235,0.371,0,0,0
