Iteration,Cost,Cost reduction,time (ms)
0,5.316338636846429,0.0,30.278444290161133
1,4.974639987910985,0.06427330391770048,195.42217254638672
2,4.290295991332106,0.19299798519286127,715.728759765625
3,3.9324484461623213,0.260308886475488,1961.327314376831
4,3.711724245681171,0.301826971676336,2387.3493671417236
5,3.1322017036639997,0.4108348023665449,2890.6843662261963
6,2.952606373606632,0.4446165725518807,4318.900585174561
7,2.593314261776409,0.5121991959273078,4644.818305969238
8,2.558288785158649,0.5187874663536883,5045.4511642456055
9,2.5197529270198924,0.5260360373667672,5515.138626098633
10,2.263429915311285,0.574250236878455,5886.707067489624
11,2.075399208124193,0.6096186962696402,6477.2789478302
12,2.0129254067077853,0.6213699795651426,6788.090229034424
13,2.0044689870506955,0.6229606268573373,7331.136703491211
14,1.948860399974506,0.6334205675937641,7807.028532028198
15,1.9017320627828034,0.642285378587004,8475.269794464111
16,1.86790446543919,0.648648328664932,8968.09983253479
17,1.8679006016143853,0.6486490554479811,9795.905351638794
