MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
58.0552,4.09862e-05,0.00026474,51453.6,0.0582349,50.05
142.78,2.43709e-05,0.000206473,278758,0.0156991,50.05
0.485323,4.50722e-05,0.000562857,254.731,0.00645013,50.05
2915.29,0.000240294,0.000691027,5.72021e+06,0.0909084,50.05
63.3916,0.000142905,0.00128441,19908.7,0.0191575,50.05
3227.34,0.00167059,0.000304486,3.10889e+06,1.66494,50.05
2503.91,0.00131498,0.000498718,2.44807e+06,1.46051,50.05
40.1054,0.000103102,0.000350605,31391.9,0.0175169,50.05
0.108138,3.75337e-06,0.000167813,190.812,0.00137858,50.05
156.582,0.000195727,0.000257095,67648.9,0.0424849,50.05
11.6507,7.04872e-05,0.000400879,6960.9,0.0170138,50.05
1064.58,0.000492686,0.000533078,792656,0.237151,50.05
0.0660876,3.01198e-06,0.000190832,105.956,0.00135047,50.05
10.4259,4.44727e-05,0.000206905,5931.32,0.0142092,50.05
1699.28,0.000107761,0.000454157,3.23142e+06,0.0141297,50.05
132.25,0.000330019,0.000893779,41088.1,0.108783,50.05
5.52978,1.31803e-05,0.00042854,1956.17,0.00280028,50.05
107.231,0.000207836,0.000211629,55073.2,0.0591149,50.05
42.9473,0.000114073,0.000311236,34872.2,0.0259445,50.05
64.0028,5.52249e-05,0.00030726,32050.6,0.0149946,50.05
3.30704,2.41214e-05,0.000306351,2815.55,0.00723528,50.05
7503.08,0.000838018,0.000329652,4.06635e+06,0.275324,50.05
4428.57,0.00052977,0.000354625,3.36516e+06,0.28319,50.05
2255.94,0.000556755,0.000464693,840224,0.152189,50.05
1519.96,0.000423292,0.000277463,704835,0.0950217,50.05
1519.96,0.000423292,0.000277463,704835,0.0950217,50.05
89.2688,0.000157704,0.000449803,48264.8,0.0405686,50.05
566.359,0.000423382,0.00052537,140526,0.0873551,50.05
106.047,1.45711e-05,0.000269741,208301,0.0142891,50.05
2136.36,0.000925769,0.000251453,1.95967e+06,0.852564,50.05
144.804,0.000155077,0.000309205,63017.3,0.0454843,50.05
23.3271,4.80945e-05,0.000274636,28856.9,0.0158857,50.05
0.265405,6.85946e-06,0.000175182,276.243,0.00279524,50.05
0.0576993,1.05973e-05,6.4226e-05,29.9765,0.000870372,50.05
1002.5,0.000200082,0.000297579,579504,0.125086,50.05
2262.16,0.000225088,0.00066505,1.80811e+06,0.0801413,50.05
2.52646,1.62685e-05,0.000229779,1029.29,0.00489993,50.05
9.49706,7.0666e-05,0.000281886,7631.22,0.0160665,50.05
14696.6,0.000229335,0.000436435,2.87631e+07,0.126085,50.05
13.6114,0.000130929,0.000560756,15973.9,0.0164163,50.05
0.571279,5.60415e-06,0.000177867,437.383,0.00565478,50.05
33.5154,5.40116e-05,0.000222425,17381.2,0.0186924,50.05
42.3619,9.10395e-05,0.000271707,31441.9,0.0393822,50.05
2.74746,5.27309e-05,0.000250862,2573.57,0.0176432,50.05
0.0162999,1.27782e-06,0.000138345,20.1448,0.00084132,50.05
78.5874,9.82544e-05,0.000302223,69259.4,0.0333171,50.05
