MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
195.131,0.00191164,0.0337665,205296,0.010139,0.642308
168.524,0.0012996,0.0373806,279005,0.0110406,1
21.906,0.00135516,0.0390491,205.531,0.0121559,3.84615
179.889,0.002523,0.0136507,118022,0.0203786,11.6808
167.79,0.000339974,0.00898619,21719.3,0.00117591,3.05769
171.457,0.00116676,0.00632284,90212.7,0.037087,4.9
340.999,0.00106626,0.00976747,54290.2,0.00423878,5.34231
94.2929,0.000847011,0.00901852,48337,0.00321322,5.5
2.01384,0.00027782,0.0125006,37.3362,0.00197056,1.65385
292.369,0.00112372,0.0153845,268722,0.0028321,1.41923
24.7016,0.000951702,0.0111956,27700.1,0.0111017,5.16923
2118.64,0.00158895,0.006813,3.16198e+06,0.0117732,9.33077
2.77409,0.00030764,0.0130806,37.2014,0.00257814,3.74231
39.147,0.000821385,0.00960491,20707.5,0.00233592,2.02692
1727.22,0.000983384,0.0063801,3.2293e+06,0.00518336,4.81923
254.205,0.000955749,0.00546338,165612,0.0103319,10.1192
22.2091,0.000203051,0.01013,3032.35,0.00134031,6.29615
231.731,0.0012588,0.0129507,219457,0.00343639,1.54231
288.742,0.00269943,0.022625,37226.1,0.0222298,1.41538
429.746,0.000857433,0.0161025,106646,0.0118924,2.86154
7.33202,0.000272159,0.00714489,2792.1,0.00197767,1.03462
14520,0.00316282,0.0110066,1.38513e+07,0.150274,3.54615
5723.79,0.00268153,0.00837233,3.03632e+06,0.103417,4.21154
3390.37,0.000951823,0.00893446,1.90916e+06,0.00399243,3.78846
2674.64,0.000587353,0.00776748,1.07333e+06,0.00752856,3.00769
2674.64,0.000587353,0.00776748,1.07333e+06,0.00752856,3.00769
234.016,0.0024095,0.0174559,179365,0.0201866,4.83462
972.876,0.00151114,0.0146743,545630,0.0131416,4.69615
118.343,0.000873968,0.00515631,207783,0.00260483,0.553846
379.928,0.00069434,0.0107394,80209.2,0.00423962,4.13846
261.699,0.000700491,0.00992147,65383.7,0.00446513,3.93846
38.9834,0.000770626,0.0102139,31422.4,0.0160148,4.42308
0.996599,0.000185136,0.00934579,286.286,0.00136261,1.98077
4.3735,0.000707032,0.0120132,101.046,0.00167314,2.33462
3178.18,0.000776128,0.0165224,2.31423e+06,0.00286752,3.74231
2635.63,0.000852441,0.0105065,1.7996e+06,0.0118226,3.58846
12.1001,0.000285799,0.00962591,3447.13,0.00185324,0.565385
81.7471,0.00182401,0.00682896,10415.4,0.0213782,2.73077
15036,0.000659094,0.0046597,2.87631e+07,0.0100111,4.51538
21.1361,0.000790579,0.00525617,15702.2,0.0143739,6.95385
1.61019,0.000152945,0.00797994,1724.59,0.00139996,4.61538
39.9439,0.000612527,0.00819452,18743.5,0.00238435,0.715385
58.5833,0.000619931,0.00805964,34642.6,0.00157331,1.30385
15.5642,0.00112174,0.0136556,9957.35,0.00297761,2.05769
0.749183,0.00018541,0.0124502,23.675,0.0016099,0.780769
99.2949,0.000659223,0.0109618,68913.9,0.00175241,0.757692
706.295,0.00168635,0.015853,1.22142e+06,0.0224604,1.93462
90.9032,0.000863836,0.00643484,53258.5,0.00711269,5.57692
0.559742,0.000157499,0.00832267,171.414,0.00131402,2.54231
1890.35,0.000629561,0.0101257,3.60923e+06,0.00175852,2.59615
396.519,0.000640268,0.0134496,424131,0.00159615,3.53462
176.626,0.000682187,0.0123967,245490,0.00220299,3.95385
109.218,0.000233969,0.0048364,101808,0.00658707,1.69615
8468.01,0.00124614,0.0192943,1.64084e+07,0.00676164,3.90769
686.783,0.00413977,0.0182182,303101,0.0518826,3.67308
25948.1,0.00225524,0.0155988,3.20074e+07,2.18728,3.87308
102.213,0.000594611,0.0165154,195408,0.00200294,0.565385
708.485,0.000948162,0.018276,61885.4,0.00202408,1.35
1394.99,0.00450819,0.0298841,34909.5,0.02789,2.14231
348.104,0.00155805,0.0149906,29862.5,0.0154692,2.21923
2.85689,0.000235215,0.00567838,1574.69,0.00435055,1.08462
269.274,0.00317809,0.0217992,286887,0.00819539,0.969231
22.1873,0.00111106,0.0161595,24805.9,0.00357158,1.37308
18.1291,0.00107132,0.0121224,9107.69,0.00310523,3.40769
0.844277,0.000275733,0.0153108,14.3263,0.00170837,0.376923
40.5579,0.000761603,0.0110305,27930,0.00609942,2.33077
54.0516,0.000687975,0.0100365,50927,0.00256925,2.35769
11.1101,0.000827599,0.0168293,129.659,0.00938518,4.17308
12.194,0.000425348,0.0183576,18399.8,0.00251976,1.43462
148.157,0.000855911,0.00883815,50040.5,0.00421706,3.43846
123.251,0.0011863,0.00804671,23313.9,0.0115079,3.88846
135.457,0.000871205,0.00808083,116608,0.00340979,3.29231
631.261,0.000474524,0.0222096,1.03134e+06,0.00163301,1.73846
186.962,0.00117404,0.00917734,131425,0.0229942,3.12692
595.394,0.00228266,0.0111096,1.04289e+06,0.00964668,3.3
28.0109,0.000716267,0.00599291,34096.5,0.00442412,3.48077
429.793,0.0003211,0.00648435,573128,0.00308511,1.55769
5971.51,0.00892838,0.0137847,153502,0.11876,4.80769
904.706,0.00211558,0.00859678,91947.4,0.0932112,6.96154
19256.9,0.00128391,0.011321,3.84484e+07,0.0203478,8.21923
0.765352,0.000154831,0.00624443,351.181,0.00120246,2.88077
63.7713,0.000743745,0.0157076,70863.2,0.00451773,0.588462
183.43,0.0011936,0.00735509,77827.9,0.0196888,2.40385
