Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.0150129,5.9142,8,2.93809,0.914039,2.06208
0.125215,6.03638,8,2.88849,0.923406,2.22449
0.0275787,6.09313,8,2.90169,0.912093,2.27934
0.211128,6.05655,8,2.90978,0.913341,2.23342
0.117831,6.11729,8,2.88515,0.913923,2.31822
0.0469665,5.89174,8,2.90644,0.914154,2.07115
0.0121552,5.99728,8,3.00401,0.935281,2.05799
0.0301262,6.06918,8,2.90228,0.918418,2.24848
0.129037,6.13913,8,2.90955,0.916294,2.31329
0.0367267,6.00766,8,2.92812,0.91289,2.16666
0.0404581,6.0695,8,2.90839,0.922699,2.23841
0.00761118,5.94278,8,2.92714,0.921785,2.09385
0.00798409,5.8398,8,2.8938,0.914409,2.03159
0.0326822,6.08234,8,2.95922,0.921724,2.20139
0.0885092,6.30588,8,2.96132,0.912269,2.4323
0.0369879,5.88569,8,2.92792,0.912972,2.0448
0.236461,6.07217,8,2.97297,0.915601,2.1836
0.0118269,6.02428,8,2.95845,0.92587,2.13997
0.0507091,6.16753,8,2.95901,0.918312,2.2902
0.0169827,6.08972,8,3.00683,0.920074,2.16281
0.0307503,6.1781,8,2.89484,0.918449,2.3648
0.0124219,5.84865,8,2.82879,0.907821,2.11203
2.38779,6.40545,8,2.81011,0.915781,2.67956
0.0123763,5.83764,8,2.81281,0.924093,2.10074
0.0238976,6.01295,8,2.90935,0.919001,2.1846
0.0185015,5.89956,8,2.87606,0.920963,2.10253
0.0254906,6.17538,8,2.97671,0.922593,2.27608
0.0256229,6.02217,8,2.86786,0.923204,2.2311
0.0239746,6.04344,8,2.92002,0.915542,2.20788
0.0208677,5.94807,8,2.86184,0.913543,2.17268
0.623743,6.06942,8,2.86591,0.920169,2.28334
0.0153023,6.00712,8,2.95689,0.911733,2.1385
0.0226692,5.99376,8,2.94317,0.910683,2.13991
0.661893,6.26983,8,2.89984,0.913136,2.45685
0.0366477,6.08035,8,2.93035,0.911028,2.23897
0.169937,6.26008,8,2.9427,0.917721,2.39966
0.13702,6.11721,8,2.86591,0.914683,2.33663
0.029822,6.04998,8,2.81354,0.922371,2.31407
0.0113091,5.92069,8,2.91468,0.920734,2.08528
0.245001,6.11218,8,2.94401,0.909917,2.25825
0.00977787,5.85011,8,2.84871,0.920414,2.08099
0.0186866,6.01611,8,2.87546,0.918115,2.22254
0.00798503,5.90939,8,2.81968,0.911758,2.17795
0.0194814,5.92011,8,2.90597,0.919522,2.09461
0.133855,6.2311,8,2.88493,0.918963,2.42722
0.0338666,6.00247,8,2.88475,0.920244,2.19747
0.0421264,5.9957,8,2.9191,0.912323,2.16428
0.0662884,6.15525,8,2.89215,0.912965,2.35014
0.0236749,5.91687,8,2.84722,0.911065,2.15858
0.260137,6.28578,8,2.95215,0.918256,2.41538
0.564768,6.45395,8,2.90822,0.914695,2.63104
0.0208149,5.87952,8,2.85381,0.910628,2.11508
0.0221546,5.89205,8,2.94403,0.925798,2.02222
0.0601179,6.0393,8,2.87811,0.9204,2.24079
3.91672,6.66406,8,2.76155,0.921377,2.98113
0.0265142,6.03365,8,2.95441,0.919861,2.15938
0.211189,6.38938,8,2.88906,0.919169,2.58116
21.1992,7.37629,8,3.15504,0.918191,3.30306
0.0481577,6.17586,8,2.98276,0.924568,2.26852
0.0145375,6.04733,8,2.97295,0.912434,2.16195
0.0110865,5.82071,8,2.92525,0.914767,1.9807
0.278356,6.27455,8,2.90106,0.920843,2.45265
0.296375,6.22055,8,2.88143,0.91165,2.42747
0.0170557,6.00676,8,2.8729,0.914058,2.21981
0.014085,5.9588,8,2.89002,0.91121,2.15756
0.0737369,6.34937,8,2.93832,0.919812,2.49124
0.0424169,5.98353,8,2.88804,0.912465,2.18303
0.0439601,6.04014,8,2.80601,0.925143,2.30898
0.0056338,5.87746,8,3.01516,0.91344,1.94886
0.0430821,6.1006,8,2.87001,0.919096,2.3115
0.101683,6.09489,8,2.89389,0.917,2.28399
0.308406,5.99227,8,2.83231,0.914419,2.24554
0.0415249,6.20859,8,2.88628,0.922703,2.39961
0.221616,6.15874,8,2.87387,0.911244,2.37363
0.120023,6.13244,8,2.88805,0.913179,2.33121
0.0476027,6.18839,8,2.89868,0.917439,2.37227
0.06441,5.93928,8,2.86054,0.918346,2.1604
0.383456,6.29858,8,2.89514,0.915019,2.48842
0.0678745,6.15425,8,2.91688,0.914371,2.32299
0.071909,6.14192,8,2.89859,0.914881,2.32845
0.139232,6.30784,8,2.82707,0.915041,2.56572
0.0205588,6.09245,8,2.80676,0.910453,2.37524
0.0180465,5.8899,8,2.86665,0.921291,2.10196
0.111721,6.17926,8,2.84499,0.909944,2.42433
0.047261,6.11703,8,2.87165,0.919271,2.32611
0.0872731,6.30977,8,2.87177,0.907866,2.53014
4.00984,6.59466,8,2.87436,0.914355,2.80595
0.105512,6.15369,8,2.84842,0.915032,2.39024
0.19832,6.06977,8,2.9294,0.909072,2.2313
0.0336384,6.05486,8,2.90538,0.914126,2.23536
0.0288566,5.86101,8,2.86479,0.912685,2.08354
0.0507565,6.13087,8,2.93621,0.918891,2.27577
0.246462,6.08168,8,2.87138,0.917153,2.29315
0.121857,5.97389,8,2.83477,0.912836,2.22628
26.807,7.75395,8,3.33548,0.917488,3.50098
0.0286675,5.95113,8,2.87109,0.919864,2.16018
0.320121,6.35439,8,2.8743,0.917014,2.56307
14.9976,7.11174,8,3.03833,0.90603,3.16738
0.289971,6.28404,8,2.89012,0.919126,2.4748
0.149533,6.14617,8,2.84461,0.918651,2.38291
