Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.18541,6.11552,6,2.69985,0.907546,2.50812
0.00779551,5.9614,6,2.70674,0.920651,2.33401
0.0414267,6.01336,6,2.70227,0.913553,2.39753
0.0480542,6.27487,6,2.78357,0.915807,2.5755
0.293266,6.23495,6,2.77383,0.914129,2.54699
0.00934627,6.01042,6,2.79018,0.91606,2.30417
0.0303962,6.0743,6,2.75797,0.910657,2.40567
0.0168034,6.09389,6,2.72126,0.911458,2.46118
0.197743,6.19801,6,2.74561,0.908215,2.54419
0.185682,6.35134,6,2.68165,0.912463,2.75722
0.17987,6.11569,6,2.73947,0.919004,2.45722
0.0396684,6.31408,6,2.75414,0.910114,2.64982
18.3708,7.27673,6,2.96174,0.902673,3.41232
0.091553,7.0692,6,3.02342,0.963957,3.08183
0.163954,6.27646,6,2.72861,0.91504,2.63281
0.261512,6.16195,6,2.74357,0.908759,2.50962
0.0122739,5.90359,6,2.71642,0.90501,2.28216
0.0133378,6.14654,6,2.79089,0.910884,2.44476
0.278255,6.24027,6,2.69165,0.919403,2.62921
0.014857,6.04554,6,2.69599,0.92184,2.42771
0.0889235,6.0835,6,2.76207,0.913739,2.40769
0.0158615,6.15593,6,2.78547,0.918648,2.45181
0.871341,6.41121,6,2.73712,0.915372,2.75872
0.0125588,6.0578,6,2.70488,0.92511,2.42781
0.725135,6.53776,6,2.77795,0.913349,2.84647
0.324873,6.10678,6,2.64366,0.922835,2.54029
0.0127087,6.09477,6,2.77568,0.906552,2.41254
0.0913067,6.23261,6,2.702,0.912881,2.61773
0.0212592,6.09532,6,2.74987,0.914855,2.4306
0.292103,6.33435,6,2.70923,0.909827,2.71529
0.236898,6.20978,6,2.70408,0.907392,2.59831
0.0680942,6.30365,6,2.73084,0.914426,2.65838
0.0348883,6.20421,6,2.77002,0.90892,2.52527
0.143144,6.5052,6,2.6872,0.911023,2.90697
0.0397696,6.18911,6,2.78003,0.935856,2.47322
0.0275173,6.13611,6,2.71273,0.920593,2.50278
0.423431,6.48659,6,2.78726,0.910853,2.78848
1.0644,6.45485,6,2.65153,0.916062,2.88726
0.243913,6.12333,6,2.68797,0.911595,2.52376
0.0469008,6.23635,6,2.7422,0.915213,2.57894
0.226294,6.31213,6,2.68998,0.911095,2.71106
0.193553,6.14847,6,2.69347,0.910768,2.54424
0.288731,6.30544,6,2.70707,0.910863,2.6875
0.0490202,6.34287,6,2.69253,0.920843,2.72949
0.0482874,6.16891,6,2.80308,0.925008,2.44082
0.088745,6.35802,6,2.8418,0.916128,2.6001
7.87954,7.27759,6,2.69215,0.913174,3.67226
0.0512538,6.35939,6,2.73658,0.921968,2.70084
0.0829388,6.08815,6,2.80286,0.912258,2.37303
0.0219145,6.13642,6,2.68355,0.91278,2.5401
0.278533,6.29341,6,2.68973,0.91137,2.69231
0.163547,6.25746,6,2.81541,0.913483,2.52857
0.0419729,6.24941,6,2.71893,0.911679,2.6188
0.25641,6.13056,6,2.71948,0.913331,2.49775
0.0384633,6.29737,6,2.73829,0.914381,2.6447
0.0404208,6.2391,6,2.65992,0.911114,2.66807
0.322583,6.19347,6,2.72409,0.908574,2.56081
0.0331196,6.28905,6,2.76437,0.909202,2.61548
0.0908229,6.26413,6,2.72006,0.915488,2.62858
0.459948,6.57896,6,2.71311,0.914108,2.95174
0.0380841,6.14837,6,2.75481,0.910157,2.4834
0.0749348,6.21817,6,2.72693,0.916095,2.57515
0.10031,6.30447,6,2.69572,0.914853,2.6939
0.143422,6.27661,6,2.69232,0.9174,2.66689
0.2071,6.36789,6,2.75388,0.912166,2.70184
0.209162,6.51716,6,2.75693,0.91883,2.8414
0.677841,6.42496,6,2.70263,0.921069,2.80126
0.0226159,6.37829,6,2.74842,0.911994,2.71787
0.0468125,6.14456,6,2.75673,0.911096,2.47674
0.0268694,6.06647,6,2.74923,0.913824,2.40342
0.151747,6.31785,6,2.69342,0.912831,2.7116
0.0187625,6.21897,6,2.72755,0.91189,2.57952
0.374155,6.32544,6,2.70207,0.907764,2.7156
0.0394645,6.30209,6,2.7067,0.915332,2.68006
0.0325831,6.24303,6,2.71636,0.910109,2.61656
0.271309,6.41316,6,2.71803,0.919457,2.77568
0.465031,6.68102,6,2.69096,0.90604,3.08402
0.180016,6.35721,6,2.74056,0.920026,2.69662
0.156269,6.54825,6,2.76423,0.910985,2.87303
0.128805,6.21712,6,2.74434,0.909281,2.56351
0.401603,6.55964,6,2.6973,0.910395,2.95194
0.367627,6.7167,6,2.69678,0.904943,3.11498
7.6722,6.85921,6,2.3197,0.920927,3.61858
0.144797,6.38147,6,2.71054,0.913142,2.75779
16.4501,7.18559,6,2.91739,0.913877,3.35432
0.340772,6.2462,6,2.74221,0.914249,2.58974
0.10666,6.23319,6,2.72727,0.919423,2.58649
0.101587,6.38104,6,2.73098,0.918396,2.73166
0.0278959,6.13425,6,2.86988,0.916705,2.34766
1.2332,6.52145,6,2.71465,0.912604,2.89419
2.64072,7.02024,6,2.70669,0.913929,3.39962
0.315041,6.4438,6,2.76947,0.906765,2.76756
2.52323,6.58637,6,2.76751,0.914121,2.90474
0.343627,6.56403,6,2.71688,0.922061,2.92509
5.86787,6.61104,6,2.77892,0.91406,2.91806
0.0526335,6.21504,6,2.69107,0.913521,2.61046
7.54723,6.50216,6,2.797,0.907065,2.7981
0.120396,6.3344,6,2.68286,0.919459,2.73208
2.14264,6.59705,6,2.71656,0.908971,2.97152
0.191916,6.57569,6,2.73488,0.910546,2.93027
