Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.0335881,6.18243,7,2.82164,0.924689,2.43611
0.0152772,5.98512,7,2.78234,0.917892,2.28488
0.0187725,6.01428,7,2.76584,0.914907,2.33353
0.0527174,6.07717,7,2.77059,0.910428,2.39615
20.7094,7.2298,7,3.0569,0.912456,3.26044
0.0299291,6.15053,7,2.8496,0.914108,2.38683
0.0492894,6.24982,7,2.85451,0.915297,2.48002
0.0711835,6.0615,7,2.74629,0.924371,2.39084
7.69217,6.78659,7,2.43094,0.904128,3.45152
0.036678,6.11761,7,2.81829,0.905662,2.39366
0.0145131,6.10206,7,2.77243,0.920347,2.40928
0.0236598,6.22956,7,2.85833,0.905605,2.46562
0.436093,6.5109,7,2.85048,0.917994,2.74242
0.0237073,6.12324,7,2.79103,0.91462,2.41759
0.0332173,6.38413,7,2.83881,0.915987,2.62933
0.00893501,5.98036,7,2.8746,0.916728,2.18904
0.0145012,6.06104,7,2.77606,0.916956,2.36802
4.05236,6.80939,7,2.81052,0.908323,3.09055
0.0158061,6.09096,7,2.78407,0.915538,2.39135
0.0178704,6.06599,7,2.79776,0.917557,2.35068
0.0294245,6.12971,7,2.85287,0.911929,2.36491
0.02687,6.08138,7,2.83963,0.919886,2.32187
0.0483796,6.13289,7,2.83662,0.91648,2.37979
5.44516,6.73575,7,2.63052,0.914121,3.19111
0.332426,6.45034,7,2.81677,0.909383,2.72419
0.0182599,6.15109,7,2.83882,0.916937,2.39533
0.0485701,6.18782,7,2.83938,0.909748,2.43869
0.0530524,6.3845,7,2.84689,0.909106,2.6285
0.0650132,6.19581,7,2.84116,0.913643,2.44101
0.581749,6.48732,7,2.86311,0.91113,2.71308
2.80216,6.45527,7,2.6121,0.912151,2.93101
0.0170253,6.10855,7,2.79539,0.908,2.40516
0.0675766,6.11162,7,2.72265,0.913136,2.47584
0.0265821,6.11206,7,2.77853,0.915435,2.41809
8.1425,6.92973,7,2.87141,0.919954,3.13836
0.0519398,6.34613,7,2.83171,0.92297,2.59145
0.320503,6.32921,7,2.80824,0.912893,2.60808
0.0123097,6.01952,7,2.80118,0.911985,2.30635
0.0147259,6.00655,7,2.83091,0.916792,2.25886
0.0101639,6.13988,7,2.82567,0.917344,2.39687
0.0181522,6.04761,7,2.78366,0.910784,2.35316
0.0895345,6.27607,7,2.75834,0.921371,2.59636
0.291132,6.43224,7,2.8568,0.911106,2.66434
0.0638964,6.20977,7,2.80692,0.91044,2.49241
0.275287,6.49455,7,2.79642,0.910151,2.78798
6.70472,7.07126,7,2.77969,0.914502,3.37707
0.0883231,6.36945,7,2.79869,0.911809,2.65896
0.101915,6.16727,7,2.85939,0.916267,2.39161
0.0952895,6.37931,7,2.86066,0.916019,2.60263
0.303788,6.22555,7,2.72667,0.913126,2.58576
0.22745,6.39496,7,2.85479,0.915188,2.62498
0.0529219,6.29209,7,2.76651,0.925459,2.60012
0.0354442,6.06398,7,2.84878,0.914557,2.30064
0.261318,6.29129,7,2.76907,0.912098,2.61012
0.236281,6.35517,7,2.78122,0.917084,2.65686
0.0292758,6.18655,7,2.81836,0.913078,2.45512
0.0746763,6.27849,7,2.77782,0.916167,2.5845
0.455685,6.49947,7,2.794,0.906869,2.7986
0.341798,6.40328,7,2.77979,0.914957,2.70854
0.0240884,6.30983,7,2.74711,0.919217,2.6435
0.205767,6.35361,7,2.79507,0.91346,2.64509
0.0348302,6.15347,7,2.76022,0.91393,2.47932
0.0427584,6.27801,7,2.83662,0.914985,2.52641
0.580403,6.35862,7,2.75204,0.912988,2.69358
0.0393554,6.16162,7,2.76285,0.912535,2.48624
0.275679,6.60872,7,2.78848,0.915335,2.9049
21.0651,7.30584,7,3.03454,0.913144,3.35816
0.0271519,6.08016,7,2.83338,0.913476,2.3333
0.0956988,6.34492,7,2.74031,0.914891,2.68971
0.0522131,6.34282,7,2.75249,0.909424,2.68091
0.0193042,6.26511,7,2.80518,0.922449,2.53749
0.0618969,6.29946,7,2.7863,0.914014,2.59915
0.75795,6.57317,7,2.77929,0.90332,2.89056
0.307962,6.38182,7,2.78783,0.90562,2.68836
0.279923,6.34578,7,2.82828,0.914218,2.60329
0.475775,6.42952,7,2.74874,0.908516,2.77227
0.0642867,6.49246,7,2.75275,0.909458,2.83024
0.445421,6.5658,7,2.82383,0.907322,2.83465
0.104522,6.20422,7,2.78412,0.910975,2.50913
8.85322,7.15136,7,2.49544,0.909807,3.74611
0.374155,6.25066,7,2.77537,0.913769,2.56152
0.192768,6.30503,7,2.75687,0.911532,2.63663
0.0660767,6.46919,7,2.81757,0.91979,2.73183
0.0438541,6.158,7,2.78622,0.916681,2.4551
3.92819,6.74161,7,2.65203,0.91193,3.17765
0.213863,6.41819,7,2.76718,0.908734,2.74227
0.23736,6.33038,7,2.76851,0.909019,2.65285
0.0285194,6.10051,7,2.81977,0.911666,2.36907
0.0207247,6.13592,7,2.80257,0.915534,2.41781
0.257658,6.49271,7,2.81693,0.914103,2.76168
0.0692013,6.53674,7,2.85312,0.9171,2.76652
0.0618875,6.43201,7,2.74777,0.907159,2.77708
0.0291871,6.16919,7,2.80431,0.917811,2.44707
0.151217,6.30535,7,2.78786,0.914464,2.60302
2.039,6.62641,7,2.74645,0.911862,2.9681
5.11127,6.59241,7,2.64372,0.907739,3.04095
0.0685221,6.28226,7,2.76283,0.909606,2.60982
2.9963,6.65103,7,2.8032,0.90798,2.93985
0.634987,6.57589,7,2.8043,0.90788,2.86371
0.376487,6.5673,7,2.78572,0.909319,2.87226
