Iteration,Cost,Cost reduction,time (ms)
0,5008.54,0.00128862,124.941
1,4969.96,0.00898252,227.815
2,4920.2,0.0189041,321.579
3,4488.18,0.105051,427.813
4,3002.85,0.401226,540.84
5,1953.4,0.610488,682.744
