Iteration,Cost,Cost reduction,time (ms)
0,8.82647,0,268.332
1,8.82647,0,397.582
2,8.82647,0,531.531
3,8.82647,0,663.542
4,8.82647,0,779.39
5,8.82647,0,913.129
6,8.82647,0,1044.87
