Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
183.554,9.70866,6,1.35022,1.37413,5.42773,0.312785
403.013,9.8193,6,1.3489,1.36712,5.5527,0.327956
425.013,10.1898,6,1.34221,1.37111,5.9181,0.279775
231.31,9.86652,6,1.33108,1.3804,5.60967,0.303243
115.928,9.77409,6,1.33335,1.37164,5.52805,0.330498
194.391,9.97848,6,1.37351,1.36655,5.67159,0.340668
163.13,9.76288,6,1.34074,1.3756,5.48565,0.334741
174.953,9.80287,6,1.33545,1.36283,5.5695,0.299691
31.0778,9.38454,6,1.33739,1.37508,5.09829,0.43512
82.1842,9.60615,6,1.34486,1.36805,5.3389,0.395511
180.214,9.91704,6,1.37574,1.36244,5.62548,0.340433
297.631,11.3187,6,1.6696,1.55888,6.36263,0.264215
159.005,9.94517,6,1.35912,1.3808,5.64069,0.324544
232.932,10.0633,6,1.34747,1.38474,5.75479,0.286779
350.491,9.76124,6,1.31603,1.36555,5.56246,0.21696
302.444,9.99357,6,1.33939,1.36653,5.75022,0.269273
754.769,10.291,6,1.37539,1.37256,5.99771,0.168743
180.664,9.73213,6,1.33565,1.36242,5.4949,0.347291
96.6904,9.57745,6,1.32753,1.36323,5.35862,0.366422
222.471,9.85554,6,1.33849,1.36455,5.60963,0.300959
306.162,9.83954,6,1.34711,1.3561,5.59257,0.352721
331.93,9.787,6,1.33775,1.35397,5.56016,0.2652
256.514,9.80862,6,1.34033,1.36332,5.567,0.322344
383.228,9.97772,6,1.33415,1.35941,5.75768,0.255735
166.134,9.72674,6,1.33685,1.35718,5.5029,0.297921
246.724,9.83386,6,1.35297,1.36542,5.57096,0.295702
96.485,9.53551,6,1.34317,1.36048,5.27879,0.386236
112.169,9.70854,6,1.34582,1.36183,5.45657,0.3472
123.267,9.62846,6,1.31631,1.35602,5.42503,0.366023
317.04,9.94999,6,1.34573,1.36217,5.70902,0.269766
126.592,9.74848,6,1.34594,1.35986,5.50095,0.33511
118.321,9.72102,6,1.3451,1.36175,5.45291,0.308969
231.956,9.86539,6,1.3569,1.35707,5.6139,0.298029
99.9801,9.56391,6,1.3424,1.35202,5.33063,0.352638
373.049,9.95056,6,1.34927,1.35064,5.73338,0.259032
251.872,9.73894,6,1.34185,1.35967,5.51192,0.305516
601.568,10.1169,6,1.33384,1.36505,5.88069,0.209357
237.781,9.84677,6,1.32331,1.36449,5.64368,0.276194
307.669,9.94555,6,1.33823,1.36975,5.69945,0.242675
270.863,9.87266,6,1.33637,1.36964,5.63403,0.23333
116.566,9.56225,6,1.35427,1.3598,5.31105,0.320106
76.0762,9.42958,6,1.34149,1.35548,5.18311,0.377523
156.744,9.65318,6,1.33662,1.35669,5.43111,0.362032
167.316,9.80418,6,1.35026,1.3648,5.54395,0.309209
356.545,9.99697,6,1.32945,1.37591,5.7625,0.267997
270.899,9.79053,6,1.32865,1.36872,5.56784,0.271877
352.495,9.95675,6,1.33197,1.36783,5.7288,0.259365
379.902,9.76014,6,1.32201,1.359,5.56051,0.239649
290.262,9.76512,6,1.31863,1.35462,5.58084,0.262007
356.662,9.87089,6,1.32595,1.358,5.66989,0.23454
35.8059,9.32379,6,1.35157,1.35687,5.06648,0.397294
81.0615,9.64492,6,1.35469,1.37344,5.34956,0.380586
80.3391,9.65429,6,1.3442,1.37141,5.38686,0.325175
114.25,9.69221,6,1.35344,1.35821,5.4225,0.346517
44.9371,9.47462,6,1.34387,1.35823,5.221,0.419016
153.871,9.6915,6,1.34151,1.36466,5.43981,0.328243
141.972,9.78992,6,1.3387,1.3588,5.55883,0.295716
215.767,9.62742,6,1.3333,1.35732,5.40164,0.305914
207.797,9.69469,6,1.33882,1.35719,5.46198,0.28646
101.517,9.62139,6,1.35501,1.36416,5.35484,0.358884
116.339,9.81285,6,1.37319,1.37506,5.49492,0.315935
312.47,9.804,6,1.34338,1.35661,5.5653,0.284083
165.751,9.76392,6,1.37518,1.36482,5.47569,0.295151
336.752,9.80374,6,1.3261,1.36341,5.58854,0.311097
192.584,9.74993,6,1.36114,1.36821,5.47251,0.322054
48.3375,9.3545,6,1.34991,1.37777,5.05736,0.423172
81.6447,9.34015,6,1.33776,1.35163,5.11839,0.414843
309.136,9.75877,6,1.35033,1.35429,5.52879,0.250476
269.752,9.93298,6,1.34433,1.36204,5.69985,0.27819
210.547,9.80962,6,1.35209,1.36898,5.54178,0.319385
167.204,9.81723,6,1.32346,1.36778,5.59283,0.289048
185.325,9.75254,6,1.32194,1.37271,5.52163,0.31402
619.126,10.1506,6,1.35962,1.35838,5.89391,0.207739
252.802,9.8062,6,1.35062,1.35474,5.56139,0.33392
198.28,9.72651,6,1.3549,1.37031,5.45898,0.275047
178.705,9.85628,6,1.35832,1.36411,5.5834,0.317516
346.591,9.9725,6,1.33587,1.38061,5.72355,0.304622
219.888,9.7432,6,1.34558,1.35986,5.49947,0.284531
284.073,9.8138,6,1.32709,1.35585,5.61783,0.233628
117.911,9.60155,6,1.33823,1.36618,5.35337,0.391854
245.461,9.80486,6,1.33072,1.37243,5.55796,0.248212
112.609,9.55424,6,1.34681,1.36595,5.28981,0.360756
90.4726,9.60681,6,1.33802,1.35739,5.36368,0.346848
165.661,9.61521,6,1.34423,1.37129,5.35038,0.316057
132.196,9.35769,6,1.34857,1.37332,5.08313,0.444518
139.68,9.55362,6,1.33135,1.35945,5.32399,0.371577
416.653,10.1185,6,1.35835,1.37039,5.83862,0.251832
113.48,9.79669,6,1.36573,1.35672,5.52535,0.311115
118.561,9.81764,6,1.34797,1.36219,5.55752,0.319358
325.622,10.0503,6,1.34371,1.36014,5.81058,0.268326
641.723,9.98728,6,1.34029,1.36861,5.73246,0.188331
212.152,9.73392,6,1.33766,1.36047,5.50286,0.333326
425.046,9.93647,6,1.34084,1.35846,5.71062,0.209019
80.0934,9.62042,6,1.33876,1.35226,5.38069,0.370317
338.508,9.76286,6,1.32519,1.35454,5.56183,0.277728
459.789,9.88325,6,1.31122,1.36222,5.69812,0.230063
69.847,9.51764,6,1.34678,1.35752,5.27657,0.34359
297.804,9.6652,6,1.33942,1.3641,5.4167,0.3038
237.384,9.95602,6,1.34638,1.37824,5.6782,0.31652
323.149,9.72832,6,1.33314,1.35462,5.51726,0.32323
