MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.975975,0.000105002,0.0386438,7.2994,0.000242495,0.254839
43.5033,0.000184549,0.0287931,25899.3,0.00046982,0.279032
257.184,0.000391235,0.0215547,251961,0.00108429,0.820968
10486.8,0.00666264,0.0133091,61623,0.0357014,1.77581
194.879,7.57604e-05,0.039903,68436.1,0.000416443,1.57742
1292.37,0.00024628,0.0103624,992401,0.0199886,2.23065
231.391,0.000305118,0.00514678,115755,0.000979265,5.92903
1002.89,0.000450971,0.0058204,858395,0.00666698,5.95645
18.5697,2.26057e-05,0.000759808,11151.9,0.000357316,5.11774
4048.25,0.000489982,0.00802838,2.64905e+06,0.0137031,2.35968
35.9905,0.000336687,0.00496359,20146,0.00173283,4.50484
1210.81,0.000997884,0.0112921,2.16265e+06,0.0044036,4.00968
11.5009,8.46629e-05,0.0129096,10343.8,0.00364372,2.24839
17.7764,0.000231273,0.0407516,5275.24,0.00108964,0.651613
39.5999,0.000235402,0.0323559,21284.4,0.000968519,1.27581
382.203,0.00051526,0.0137465,327584,0.00303268,2.35
0.648096,7.59802e-05,0.00957645,3.51152,0.000374332,1.10968
1535.72,0.000242346,0.0200506,2.49618e+06,0.000604984,0.816129
1472.66,0.000406971,0.0159968,669307,0.00183652,0.790323
2246.82,0.000331807,0.00907949,3.72576e+06,0.00245021,2.45484
20.9678,7.02744e-05,0.00977798,10310.7,0.000362493,2.24194
306.765,0.000570197,0.0109543,88090,0.00916475,2.32258
4555.98,0.00398763,0.0068737,23013.7,0.0160738,9.32742
51124.6,0.0149051,0.00962739,3.59557e+06,0.055492,11.5452
0.0673839,2.11432e-05,0.00246928,6.13138,0.000237732,9.84839
3889.83,0.000499063,0.0101159,465217,0.0327117,1.75161
3384.13,0.000332139,0.00310281,1.54352e+06,0.0115987,5.7871
3098.94,0.000416118,0.00299434,5.57453e+06,0.00784951,7.26935
0.158728,2.99655e-05,0.00790169,4.63384,0.000449351,5.51613
146.212,0.000157818,0.016258,70809.4,0.000334162,0.551613
87.9383,0.0001708,0.0176961,71509.8,0.000437283,0.506452
80.4771,0.000213543,0.0142212,37761.1,0.00050695,0.803226
3467.39,0.00101143,0.011587,208330,0.0200623,0.606452
5.27941e+06,0.137476,0.0132886,2.1556e+07,0.372143,5.85806
22805,0.000642089,0.00220111,2.79839e+07,0.400546,6.87742
517.712,0.000376724,0.00413534,701919,0.00141083,4.72581
12.7965,4.4123e-05,0.00114086,12555.4,0.000731495,4.36613
741.181,0.000256724,0.014171,574429,0.000923432,0.858065
600.722,0.000392886,0.00853072,511942,0.0134663,2.66935
639.071,0.000307621,0.0044182,1.02956e+06,0.000669222,4.40161
19.4481,4.21101e-05,0.00703097,38060.3,0.000243549,2.89194
449.035,0.000322702,0.0187351,312033,0.00332263,1.77258
762.599,0.000215683,0.0212137,434621,0.000706061,1.22742
762.599,0.000215683,0.0212137,434621,0.000706061,1.22742
1.47082,8.48915e-05,0.0337614,5.85891,0.000260238,1.03871
112.856,0.000173647,0.0249965,102152,0.000424067,0.279032
435.063,0.000384355,0.0243136,682554,0.000958438,0.819355
1415.61,0.00023204,0.00904416,2.35521e+06,0.00173297,4.69677
382.075,8.35895e-05,0.00860796,260864,0.000360257,2.33871
934.03,0.000747668,0.0188848,125125,0.0501937,2.30806
1324.46,0.000380524,0.00604049,1.46645e+06,0.019541,6.93065
150520,0.0166661,0.00788776,3.76345e+06,0.277776,8.83871
10.1977,2.83548e-05,0.000676365,17790.3,0.000740508,5.90806
8735.21,0.000347182,0.0311365,1.60249e+07,0.00116226,1.02903
253.208,0.000323866,0.0111246,388579,0.000798451,0.991935
81191,0.0163282,0.0275759,741985,0.03918,2.11452
0.78902,5.81152e-05,0.0136455,14.7835,0.00026852,1.94194
1007.87,0.0002583,0.017894,783563,0.00155219,1.4629
872.974,0.00028867,0.0193634,729149,0.00130667,1.17742
872.974,0.00028867,0.0193634,729149,0.00130667,1.17742
1.42686,8.02484e-05,0.0296844,6.88847,0.000222278,0.930645
1285.8,0.00232739,0.0271322,10373.8,0.0080106,0.279032
73.8887,0.000215773,0.0215307,97200.7,0.000743954,1.47742
98.3957,0.000263179,0.0210668,41852.5,0.00123533,2.31452
1.86565,7.74228e-05,0.0134192,2316.09,0.000298038,1.52097
2366.26,0.000213697,0.0194041,2.68293e+06,0.000436443,0.903226
114.973,0.000285909,0.0140819,103602,0.000897637,2.4129
1051.03,0.000491914,0.0117466,405609,0.0023322,2.17903
6.12949,6.96233e-05,0.00575437,5935.97,0.0004488,0.874194
320.125,0.000212709,0.0149863,127775,0.00116537,0.477419
3463.26,0.000471962,0.028022,6.63972e+06,0.0080228,1.86129
1536.45,0.000292392,0.00618767,1.30679e+06,0.0240654,2.62903
13.8947,0.000115434,0.00692929,5298.88,0.00110571,1.49839
23.3924,0.000239302,0.0219309,23960.2,0.00166496,0.553226
226.02,0.000255449,0.0158679,347550,0.00137275,1.09677
3035.53,0.000413194,0.0069926,3.02571e+06,0.0156154,7.07742
2.83509,4.09754e-05,0.00279162,5323.66,0.000280211,5.37097
50.3434,0.000188818,0.0110041,30592.4,0.000620118,0.317742
2825.87,0.000282639,0.00828867,4.47935e+06,0.00115864,2.49677
674.116,0.000352129,0.00673836,785126,0.00659471,3.17097
790.213,0.000101389,0.00670787,471840,0.00378814,2.19516
745.929,0.000446135,0.00999452,580876,0.0125935,4.19032
1879.44,0.000716513,0.00557336,1.47195e+06,0.0266803,6.03226
748617,0.0530007,0.0137689,4.22558e+06,0.26985,5.84677
115.449,8.77369e-05,0.00712879,91663.8,0.000362802,3.00484
14.3894,0.000247156,0.00548918,3515.62,0.00173166,1.51613
1137.44,0.000275916,0.0092014,1.6755e+06,0.00193228,2.17419
2376.11,0.00026009,0.00501145,1.881e+06,0.000767505,4.32581
0.468743,4.97784e-05,0.00685909,3.86672,0.00035181,3.09677
25.7709,0.000182574,0.0220933,10800.2,0.000364583,0.520968
1222.65,0.000208356,0.0126945,1.06012e+06,0.000486497,0.583871
174.28,0.000344146,0.0111096,242091,0.000786703,1.87419
0.201528,5.68134e-05,0.00466405,7.76142,0.000422892,1.35645
2.63777,0.000238522,0.0222562,66.1807,0.000649996,0.283871
7.47097,0.00026773,0.0222832,453.721,0.0016943,0.304839
3.1241,0.000252974,0.016486,69.5346,0.000456773,0.31129
2692.54,0.0011617,0.0459517,36661.9,0.010857,0.312903
714.029,0.000291874,0.00962366,308462,0.000574453,1.76129
1289.93,0.000408705,0.00649065,518478,0.0151634,5.65968
5810.63,0.00083209,0.0055773,4.16205e+06,0.0085183,4.99677
