MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.0282095,2.54339e-06,0.000367129,7.07856,0.000216265,5.05
43.3059,3.71746e-05,0.000336519,25917.4,0.00250589,5.05
266.081,4.64499e-05,0.00102202,252101,0.00321902,5.05
94.6903,4.6463e-05,0.0018248,61715.7,0.000718508,5.05
194.401,4.44013e-06,0.00165578,68442.1,0.00041389,5.05
1767.51,0.000115342,0.00526702,1.28554e+06,0.00106138,5.05
229.182,0.000180635,0.0021686,115872,0.00281186,5.05
3169,0.000140342,0.00215967,4.55541e+06,0.00104298,5.05
18.5161,6.01911e-06,0.000255452,11156.3,0.000349652,5.05
1811.08,0.000149653,0.00160385,2.28407e+06,0.00906462,5.05
38.3128,0.000116093,0.00215548,21594.8,0.00135376,5.05
1108.4,0.000137673,0.00196897,2.16459e+06,0.00162123,5.05
17.2974,2.61187e-05,0.000294299,13896.4,0.00211131,5.05
13.9516,5.92194e-05,0.0014415,5205.72,0.00251105,5.05
38.6025,8.96689e-05,0.0033254,21296.5,0.00264162,5.05
210.691,9.04432e-05,0.0047682,327569,0.00120962,5.05
0.0156954,1.82244e-06,0.000223979,4.86896,0.000456583,5.05
1532.04,9.72946e-05,0.00757851,2.49606e+06,0.000747483,5.05
1443.72,9.71399e-05,0.00716828,669572,0.000751149,5.05
2205.67,0.000130761,0.0030634,3.72562e+06,0.000891299,5.05
35.0488,7.34836e-05,0.00101357,6920.32,0.0048956,5.05
90.4613,0.000121866,0.00278849,87766.8,0.00332152,5.05
64.3328,0.000253891,0.00313028,45869.6,0.00279303,5.05
1937.05,0.000289783,0.00338367,3.43666e+06,0.00389372,5.05
0.0185542,1.59254e-06,0.000238175,6.08578,0.000236527,5.05
688.292,0.000110303,0.00377734,875449,0.00124183,5.05
1837.76,0.000177365,0.00227654,3.08708e+06,0.00253614,5.05
3122.89,0.000186761,0.00223594,5.57623e+06,0.00191448,5.05
0.0150771,1.78575e-06,0.000505975,4.59844,0.000446868,5.05
146.518,8.10849e-05,0.0022097,70886.4,0.00318608,5.05
122.802,0.000114821,0.00239261,71475.2,0.00537295,5.05
270.845,0.000216936,0.00256413,37771.8,0.00870653,5.05
2386,0.000548639,0.00123122,208363,0.0239952,5.05
132925,0.00217184,0.00214571,1.38022e+08,0.338475,5.05
592635,0.0045199,0.00237678,2.86044e+08,0.88974,5.05
532.58,0.000164795,0.00246938,702276,0.00507733,5.05
12.6573,5.64376e-06,0.000197679,12620.4,0.000714471,5.05
744.858,8.47266e-05,0.00412047,574438,0.00328681,5.05
792.753,0.000207038,0.0035631,511943,0.0104438,5.05
654.194,0.000115532,0.00351356,1.02997e+06,0.00103023,5.05
19.0529,2.74119e-06,0.000401879,38065.4,0.000242313,5.05
365.594,0.000108852,0.00649443,312133,0.000763291,5.05
3519.23,0.000501169,0.00707724,392236,0.0330899,5.05
3519.23,0.000501169,0.00707724,392236,0.0330899,5.05
0.019582,2.35902e-06,0.000249814,5.75499,0.000256609,5.05
111.299,2.1093e-05,0.00233579,102208,0.00113418,5.05
436.534,9.29146e-05,0.00234323,682611,0.00351428,5.05
14802.7,0.000797315,0.00462425,2.13019e+06,0.075877,5.05
384.11,4.86006e-05,0.00141994,260823,0.00322337,5.05
227.848,0.000108519,0.00476175,132190,0.00313172,5.05
12279.7,0.00110371,0.00254545,1.9018e+06,0.0645011,5.05
2158.55,0.000264264,0.00318376,3.7943e+06,0.00233949,5.05
10.0954,5.18999e-06,0.0002038,17851.5,0.000725026,5.05
8724.01,6.95553e-05,0.00712199,1.60234e+07,0.000949714,5.05
248.097,0.000114497,0.00358805,387301,0.000945879,5.05
499.941,0.000120691,0.00294677,506447,0.00123136,5.05
0.0311783,2.60851e-06,0.000304287,14.7464,0.000261589,5.05
6134.36,0.000739532,0.00495655,783325,0.0464181,5.05
856.996,0.00010203,0.00503392,729470,0.00137037,5.05
856.996,0.00010203,0.00503392,729470,0.00137037,5.05
0.0223995,2.22942e-06,0.000227818,6.49399,0.000164827,5.05
24.2053,1.79681e-05,0.000427981,12436.4,0.000955527,5.05
77.2419,8.68814e-05,0.00119034,97950.4,0.00244073,5.05
86.2996,8.82596e-05,0.00335831,41886.2,0.00100696,5.05
1.75026,3.34926e-05,0.00733418,2321.28,0.000338461,5.05
3608.93,0.000465196,0.0127165,2.68041e+06,0.0352278,5.05
190.443,0.00019716,0.008566,103478,0.00411509,5.05
2653,0.000575078,0.00720396,405777,0.0487782,5.05
5.284,2.85122e-06,0.000234267,5956.63,0.000291815,5.05
654.753,0.000225051,0.000629929,128205,0.0207711,5.05
3427.32,8.3208e-05,0.00176024,6.63982e+06,0.00100516,5.05
2219.79,0.000166788,0.00174481,2.93581e+06,0.0064151,5.05
4.48077,1.2457e-05,0.000417329,5300.91,0.00105447,5.05
20.0681,2.09524e-05,0.0010046,24588.7,0.000819971,5.05
220.343,5.83686e-05,0.00230366,347706,0.000837678,5.05
2994.03,0.00025509,0.00298732,3.02587e+06,0.00380426,5.05
2.69804,2.87374e-06,0.000210201,5325.9,0.000266284,5.05
56.3866,6.67537e-05,0.00215548,30613,0.00425896,5.05
2812.37,0.000122101,0.00275856,4.47905e+06,0.00379977,5.05
592.822,0.000177481,0.00282727,789278,0.00643356,5.05
1140.02,0.000163136,0.00161323,473759,0.0123995,5.05
396.458,0.000118154,0.00308747,420149,0.00187368,5.05
13313.6,0.000558231,0.00327074,1.91638e+06,0.0725851,5.05
8867.53,0.000168333,0.00218175,9.19109e+06,0.00319151,5.05
116.986,4.25527e-05,0.000883249,91791.5,0.00280039,5.05
27.1923,0.00011651,0.0011189,3504.56,0.00549966,5.05
1126.1,0.000117264,0.00316859,1.6764e+06,0.000940857,5.05
13064.6,0.000505624,0.00390189,1.70073e+06,0.0363385,5.05
0.0176733,1.82751e-06,0.000227974,5.96176,0.000227867,5.05
26.2854,5.17825e-05,0.00443628,10819.6,0.00225625,5.05
1220.7,7.02822e-05,0.00550129,1.06021e+06,0.000426744,5.05
217.33,0.000172179,0.00378131,241237,0.0066511,5.05
0.0246759,3.80121e-06,0.000200712,6.54609,0.000485613,5.05
0.20108,9.33752e-06,0.000498875,94.5371,0.000451114,5.05
0.569702,1.01673e-05,0.000404231,551.926,0.000583055,5.05
0.202441,1.18272e-05,0.00044821,49.5093,0.000387328,5.05
428.339,0.000156314,0.00582549,45751.7,0.0112179,5.05
1183.45,0.000135954,0.00529804,950107,0.000696595,5.05
1363.5,0.000272023,0.00325077,518199,0.00329696,5.05
4409.81,0.000290167,0.0030445,4.17602e+06,0.00320183,5.05
