MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.981432,8.30466e-05,0.0342601,6.31042,0.000182202,0.277419
43.3151,0.000156753,0.0238721,25909.2,0.00036077,0.301613
257.084,0.000377677,0.0204252,251961,0.000883311,1.00161
10486.4,0.00661813,0.0108475,61623,0.0357014,2.23871
194.876,5.97007e-05,0.0372312,68436.1,0.000410097,1.6
1292.19,0.000221133,0.0093117,992401,0.0199886,2.78387
231.266,0.000248343,0.00428161,115755,0.000680016,7.25
1002.79,0.000417243,0.00516399,858395,0.00661686,9.45645
18.5535,1.97974e-05,0.000515685,11151.9,0.000305627,5.1629
1429.92,0.000316062,0.00657939,2.29543e+06,0.00702702,2.96935
36.7197,0.000310236,0.0039968,20142.5,0.00150147,6.3
1209.29,0.000954372,0.0102471,2.16264e+06,0.0037533,6.57258
11.4645,7.48031e-05,0.0122984,10343.8,0.00364372,2.29355
17.3937,0.000180487,0.0368508,5227.04,0.000671965,0.832258
49.0012,0.000290031,0.0271066,21284.2,0.00159724,1.81774
382.165,0.000461391,0.00931391,327584,0.00303274,3.38871
0.643122,6.01712e-05,0.00720217,3.46885,0.000350838,1.13226
1535.77,0.000241243,0.0193405,2.49618e+06,0.000604984,0.872581
1472.62,0.000405272,0.0163799,669307,0.00183652,0.824194
2246.88,0.000325026,0.00889822,3.72577e+06,0.00245021,2.88387
20.9555,6.81855e-05,0.00977003,10310.7,0.000364013,2.26452
306.527,0.000520033,0.00959191,88089.9,0.00916475,2.7629
4554.98,0.00391983,0.00589677,23013.7,0.0160738,11.0323
51124,0.0148681,0.00899823,3.59557e+06,0.0554505,14.9097
0.0624188,1.26228e-05,0.00134933,5.77069,0.000205608,9.87097
3889.62,0.000459491,0.00873973,465217,0.0322371,2.01129
3383.45,0.000291961,0.00237039,1.54352e+06,0.0115987,7.02903
3098.22,0.000374019,0.00232225,5.57452e+06,0.00784951,8.72581
0.15574,2.27262e-05,0.00671428,4.35796,0.000437,5.53871
146.063,0.0001395,0.0156152,70809.4,0.000312929,0.596774
87.7558,0.000142357,0.0161096,71509.8,0.000367192,0.562903
80.3157,0.000189327,0.01357,37761.1,0.000486824,0.848387
3467.4,0.00100709,0.0103605,208330,0.0200623,0.629032
5.27941e+06,0.137446,0.0127459,2.1556e+07,0.372143,8.39839
22804.3,0.000608436,0.00180883,2.79839e+07,0.400546,9.21452
517.401,0.000333293,0.00312524,701919,0.00135691,8.25968
12.7649,3.48244e-05,0.000531647,12553.6,0.000659328,4.41129
740.901,0.000210672,0.0128653,574429,0.000629878,1.15161
601.07,0.000379364,0.00812096,511942,0.0134646,3.34677
638.944,0.000289867,0.00381153,1.02956e+06,0.000616905,5.57581
19.4447,3.26556e-05,0.00559647,38060.3,0.000233288,2.91452
427.665,0.000278177,0.0181261,312033,0.0032745,2.17903
762.465,0.000203056,0.0204868,434621,0.000573461,1.79194
762.465,0.000203056,0.0204868,434621,0.000573461,1.79194
1.46918,8.05414e-05,0.0331138,5.65099,0.000257138,1.06129
112.703,0.000143574,0.0190423,102152,0.000324468,0.301613
435.117,0.000357141,0.0211959,682554,0.000900745,1.01129
1413.41,0.000203887,0.00767889,2.35521e+06,0.00173297,5.87097
382.119,6.92799e-05,0.00756361,260864,0.000272777,2.36129
933.841,0.000675116,0.0154816,125123,0.0499719,3.74194
1202.32,0.000308353,0.00499881,1.46645e+06,0.0158942,11.1871
150519,0.0165749,0.00699287,3.76345e+06,0.277776,15.6694
10.1741,1.8767e-05,0.000231625,17790.3,0.000664238,5.96452
8734.97,0.000293115,0.0269556,1.60249e+07,0.00107064,1.34516
174.116,0.000236406,0.00499357,233331,0.00103287,2.68548
81190.7,0.0162575,0.0245105,741956,0.0390156,4.22581
0.784927,4.78924e-05,0.0118683,14.3825,0.00022313,1.96452
1007.8,0.000219572,0.0163988,783563,0.00155186,1.8129
872.902,0.00025247,0.0167478,729149,0.000872544,1.49355
872.902,0.00025247,0.0167478,729149,0.000872544,1.49355
1.42531,7.58623e-05,0.0291718,6.88847,0.000188493,0.953226
1285.56,0.00230357,0.0224112,10375.5,0.00800704,0.301613
73.7018,0.000191709,0.0193327,97234.3,0.000634325,1.75968
104.094,0.000300776,0.0174694,41853.4,0.0022993,3.08226
1.8625,5.9883e-05,0.0106086,2316.09,0.000298038,1.54355
2366.2,0.000225477,0.0174735,2.68293e+06,0.000534463,1.01613
114.331,0.000227583,0.0101513,103600,0.000897637,3.25968
1066.95,0.000660301,0.0107533,405606,0.00225737,3.12742
6.12279,5.71261e-05,0.00486216,5935.97,0.000335176,0.908065
319.957,0.000176924,0.0113068,127775,0.00116537,0.533871
3454.87,0.000422707,0.0259077,6.63972e+06,0.0078281,2.41452
1071.06,0.000229412,0.00409716,1.11483e+06,0.0156769,3.57742
13.7861,9.11138e-05,0.00609626,5298.88,0.00110571,1.58871
22.8984,0.000178774,0.0112579,23958.2,0.00134396,0.745161
