MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.0068527,7.67136e-07,0.00010948,4.93241,0.000179365,20.05
61.1506,7.28169e-05,0.000163943,16571,0.0121977,20.05
259.764,4.74883e-05,0.000516145,252102,0.008946,20.05
92.094,2.68541e-05,0.000981972,61724.6,0.000775109,20.05
218.995,2.427e-05,0.00101385,68504,0.00872822,20.05
1779.21,8.83768e-05,0.00461703,1.2856e+06,0.0038532,20.05
290.362,0.00016588,0.00133258,115871,0.00903042,20.05
3770.15,0.000191905,0.00154951,4.56297e+06,0.0159439,20.05
20.3936,3.12193e-05,0.000144763,4164.21,0.00601335,20.05
3387.86,0.000105528,0.000615288,1.46975e+06,0.0254567,20.05
58.1337,0.000101395,0.00105871,21492.5,0.00936794,20.05
1107.65,9.26617e-05,0.00121067,2.15866e+06,0.0058699,20.05
18.6869,2.86046e-05,0.000147328,8876.1,0.00892536,20.05
8.66761,2.42351e-05,0.000345797,5141.15,0.00277798,20.05
37.7343,4.96329e-05,0.00205921,21296.9,0.0038432,20.05
469.057,0.00016632,0.00320049,210188,0.0354381,20.05
0.00289269,4.71618e-07,7.55783e-05,3.7804,0.00043755,20.05
1701.64,0.000150005,0.00686622,2.49604e+06,0.0121219,20.05
1609.9,0.000155828,0.00628569,669512,0.0141692,20.05
2254.41,0.000139087,0.00229428,3.72596e+06,0.0121578,20.05
18.6022,3.51085e-05,0.000467142,7434.84,0.00326373,20.05
85.143,7.06416e-05,0.00152384,88052.8,0.00339713,20.05
71.2162,0.000158123,0.00137822,45849.4,0.00806997,20.05
1929.83,0.000189503,0.00144557,3.43747e+06,0.0328961,20.05
0.00534758,4.97499e-07,8.0063e-05,5.0916,0.000221469,20.05
717.996,0.000122803,0.00326837,875114,0.00771472,20.05
1831.76,0.00011037,0.00141244,3.08964e+06,0.00213065,20.05
7226.19,0.000393392,0.0013574,3.57902e+06,0.129699,20.05
0.00259578,4.43343e-07,6.85498e-05,3.57554,0.000428305,20.05
185.476,9.88638e-05,0.00208473,70886.7,0.0128286,20.05
90.9565,6.35606e-05,0.0020704,71480.7,0.00460766,20.05
98.0764,7.82242e-05,0.00181677,37755.3,0.00725767,20.05
1486.19,0.000351903,0.000899024,189490,0.0257682,20.05
90121.6,0.000455037,0.00120895,1.37961e+08,0.28508,20.05
230873,0.000946426,0.00130315,2.86049e+08,0.516113,20.05
512.742,0.000112651,0.00155107,702012,0.00430408,20.05
26.8155,4.6226e-05,0.000178198,8081.74,0.00843072,20.05
1044.95,0.000150609,0.00315099,574408,0.0477386,20.05
652.661,0.000145843,0.0023898,511987,0.00932256,20.05
711.007,0.000120342,0.00187023,1.02961e+06,0.0109026,20.05
19.0385,7.80055e-07,0.000244697,38067,0.000238342,20.05
416.286,0.000135773,0.00539803,312149,0.0111481,20.05
1214.92,0.000222242,0.00548308,372913,0.0278614,20.05
1214.92,0.000222242,0.00548308,372913,0.0278614,20.05
0.00505049,5.08678e-07,9.90092e-05,4.69727,0.000235755,20.05
110.749,1.20332e-05,0.00254132,102210,0.000756117,20.05
419.526,6.29195e-05,0.00145516,682626,0.00307702,20.05
3143.33,0.000274298,0.00298471,1.51183e+06,0.0596095,20.05
421.753,6.00856e-05,0.00120658,260873,0.0110069,20.05
265.657,0.000105081,0.00362202,132155,0.00678109,20.05
