MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.00311816,3.05652e-07,4.34835e-05,4.45261,0.000164177,50.05
21.8904,1.86965e-05,6.06296e-05,9561.74,0.00762355,50.05
88.9126,2.13887e-05,0.000241954,63024.9,0.0163364,50.05
53.8166,3.11254e-05,0.00041338,21656.3,0.0178685,50.05
144.145,2.73278e-05,0.000496457,66158.6,0.00768648,50.05
927.07,0.000152309,0.00283649,321474,0.0672634,50.05
142.389,8.75149e-05,0.000627405,93361.4,0.00919474,50.05
2876.14,9.63037e-05,0.000716681,4.55685e+06,0.0229568,50.05
8.82771,6.96414e-06,6.0471e-05,3300,0.0022982,50.05
1570.09,2.72971e-05,0.000165302,2.29389e+06,0.00992115,50.05
21.8249,3.78713e-05,0.000399815,21305.9,0.00588215,50.05
558.734,7.22598e-05,0.000526507,540143,0.0457479,50.05
4.78769,1.31367e-05,4.43913e-05,3467.09,0.00557849,50.05
5.10691,1.24191e-05,0.000146013,1515.21,0.00377332,50.05
19.7115,3.35772e-05,0.00111801,5324.31,0.00371546,50.05
196.272,4.24191e-05,0.00139037,327912,0.00398898,50.05
0.00135109,2.80189e-07,4.14878e-05,2.22838,0.000409852,50.05
853.842,9.93568e-05,0.00407183,624437,0.0324397,50.05
1261.57,8.87923e-05,0.00364466,670023,0.0116217,50.05
2171.31,8.36916e-05,0.00133635,3.72593e+06,0.00765388,50.05
8.00692,1.70167e-05,0.000183522,2579.08,0.00484922,50.05
47.8731,5.16499e-05,0.000733695,22233.9,0.0102052,50.05
35.8459,6.40039e-05,0.000509281,15714.7,0.00543255,50.05
1820.94,7.68454e-05,0.000596541,3.44364e+06,0.0118554,50.05
0.002884,2.21965e-07,3.20849e-05,2.99799,0.000168677,50.05
581.943,9.78747e-05,0.00223206,875484,0.012786,50.05
1027.74,7.81713e-05,0.000666046,773340,0.00802005,50.05
3010.47,0.000113032,0.000664576,5.57878e+06,0.0157299,50.05
0.00117447,2.56081e-07,3.55377e-05,2.13318,0.00040157,50.05
97.9336,3.77936e-05,0.00123004,70856,0.00700857,50.05
52.1299,4.12109e-05,0.00135528,22808.1,0.00852511,50.05
57.1028,2.9298e-05,0.0011881,37777.4,0.00458525,50.05
779.276,0.000106031,0.000475363,189468,0.0126288,50.05
42058.3,0.000417972,0.000547435,3.45216e+07,0.193429,50.05
89997.4,0.000567991,0.000587397,7.15117e+07,0.322624,50.05
446.892,8.64822e-05,0.000936488,702196,0.0154751,50.05
8.01911,1.11073e-05,5.62439e-05,5998.52,0.00526928,50.05
526.963,9.45755e-05,0.00180641,574665,0.0298857,50.05
285.842,7.90628e-05,0.00111451,128298,0.0188982,50.05
631.966,5.66611e-05,0.000907025,1.02931e+06,0.00558816,50.05
9.53537,5.37002e-06,0.000122363,9548.11,0.00506513,50.05
202.939,0.000115339,0.00323358,78067,0.016669,50.05
589.159,9.39566e-05,0.00329419,372952,0.0174102,50.05
589.159,9.39566e-05,0.00329419,372952,0.0174102,50.05
0.00327504,2.77386e-07,4.47975e-05,4.46668,0.000221902,50.05
89.2885,2.95009e-05,0.00180602,102212,0.00622189,50.05
380.41,2.69321e-05,0.000824759,682638,0.00793516,50.05
818.417,7.43698e-05,0.00151015,593111,0.0372588,50.05
325.123,5.26733e-05,0.000660552,260870,0.00848589,50.05
189.169,4.7148e-05,0.00190196,132161,0.00425446,50.05
1981.07,9.55631e-05,0.000647296,2.07838e+06,0.0247297,50.05
1164.36,0.000166948,0.000779264,949610,0.139732,50.05
9.55306,3.72625e-06,5.88833e-05,17827.5,0.00254607,50.05
8717.92,3.65361e-05,0.00231538,1.60269e+07,0.00589903,50.05
230.476,5.53571e-05,0.00129259,388942,0.00441767,50.05
485.067,5.45725e-05,0.00104061,506462,0.00439425,50.05
0.00781078,3.66891e-07,4.92351e-05,12.0056,0.000207261,50.05
729.559,0.000105355,0.00181862,783440,0.0244306,50.05
744.77,7.60647e-05,0.00182357,729470,0.0131615,50.05
744.77,7.60647e-05,0.00182357,729470,0.0131615,50.05
0.00120297,1.22049e-07,2.46518e-05,2.13297,0.000119461,50.05
16.4887,7.78077e-06,9.25409e-05,12415.8,0.00225928,50.05
37.7271,3.80537e-05,0.00017057,24385.9,0.0189819,50.05
68.7453,4.14938e-05,0.000676099,41904.2,0.00490821,50.05
1.25208,7.69893e-06,0.00118999,2315.68,0.0003095,50.05
2166.33,0.000103632,0.00569896,2.68168e+06,0.0184242,50.05
91.4633,7.73435e-05,0.00343304,103458,0.00508964,50.05
789.113,0.000110723,0.00306518,405728,0.0257165,50.05
1.5314,2.30681e-06,4.46436e-05,1500.31,0.00366004,50.05
140.683,5.15917e-05,9.74914e-05,67071.2,0.0162817,50.05
892.092,0.000108422,0.00018408,1.66046e+06,0.111756,50.05
1404.63,9.32664e-05,0.00030374,1.11383e+06,0.0377647,50.05
3.23302,1.06848e-06,8.14806e-05,5310.79,0.000416192,50.05
16.1873,1.06619e-05,0.000186344,24601.2,0.00363572,50.05
198.272,2.1259e-05,0.000594488,347677,0.00402909,50.05
2094.9,0.000158876,0.000825281,2.32081e+06,0.0705916,50.05
2.6699,4.70233e-07,4.94478e-05,5325.38,0.000237156,50.05
24.1653,3.25557e-05,0.000718,7653.46,0.00693431,50.05
1462.74,0.000137896,0.000912632,1.12242e+06,0.0596067,50.05
491.093,9.35428e-05,0.000809679,789590,0.0121613,50.05
785.625,5.65203e-05,0.000763988,473759,0.0110689,50.05
279.207,4.81831e-05,0.000770845,354966,0.0206123,50.05
