Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.60969,1408.06,6,31,0.1,280,0,49,9,219,462,584
0.37093,1736.81,6,31,0.166667,497,0,102,16,372,463,690
0.874363,1694.08,6,31,0.166667,477,0,86,15,369,463,669
0.729633,1719.26,6,31,0.2,567,0,99,18,445,476,596
0.878415,1818.83,6,31,0.2,580,0,108,19,449,473,677
0.890627,1654.82,6,31,0.133333,396,0,83,13,296,462,702
0.581303,1440.34,6,31,0.133333,379,0,64,13,296,458,534
0.85524,1667.04,6,31,0.166667,482,0,88,16,373,460,635
0.89331,1813.56,6,31,0.2,589,0,114,19,449,462,671
0.757437,1500.28,6,31,0.133333,398,0,81,13,300,459,568
0.727511,1534.72,6,31,0.133333,396,0,81,12,299,462,598
0.288613,1580.2,6,31,0.133333,410,0,90,14,303,464,626
0,1178.26,6,31,0.0333333,97,0,18,3,75,471,539
0.747471,1589.81,6,31,0.166667,488,0,90,15,377,463,566
0.879213,1791.7,6,31,0.2,602,0,121,18,454,471,633
0.845654,1522.05,6,31,0.133333,387,0,68,12,302,465,589
0.593394,1631.14,6,31,0.166667,503,0,104,16,379,470,580
0.906417,1815.86,6,31,0.2,590,0,111,18,454,459,679
0,1195.38,6,31,0.0333333,100,0,20,4,75,464,562
0.87283,1529.62,6,31,0.133333,397,0,76,13,304,465,587
0.840713,1694.86,6,31,0.166667,499,0,92,15,388,483,631
0.439323,1597.31,6,31,0.133333,405,0,79,13,309,476,631
0.832372,1842.82,6,31,0.2,609,0,124,18,462,478,666
0.817394,1678.42,6,31,0.166667,506,0,99,17,384,474,617
0.32454,1534.6,6,31,0.133333,402,0,77,13,307,475,577
0.871095,1729.91,6,31,0.166667,518,0,108,17,387,474,649
0.840227,1684.26,6,31,0.166667,512,0,102,15,389,478,616
0.630652,1699.03,6,31,0.166667,508,0,99,16,387,476,628
0.715676,1639.94,6,31,0.166667,512,0,107,16,384,470,581
0.541237,1603.67,6,31,0.133333,404,0,79,12,309,477,636
0.858526,1707.78,6,31,0.166667,507,0,102,16,384,472,647
0.0500186,1847.84,6,31,0.2,625,0,139,18,462,476,658
0.715842,1498.27,6,31,0.1,301,0,57,9,231,471,645
0.380602,1652.76,6,31,0.166667,507,0,103,16,381,472,588
0.476283,1469.36,6,31,0.1,304,0,62,9,229,476,603
0.805469,1633.42,6,31,0.166667,498,0,94,15,383,473,578
0.714939,1640.32,6,31,0.166667,505,0,98,17,384,475,577
0.782615,1652.98,6,31,0.166667,498,0,91,18,384,478,595
0.641369,1667,6,31,0.166667,489,0,87,16,378,466,630
0.75504,1755.86,6,31,0.2,603,0,120,19,457,477,598
0.750692,1651.67,6,31,0.166667,494,0,91,15,381,475,600
0.827215,1384.74,6,31,0.1,300,0,59,10,229,471,532
0.650912,1713.09,6,31,0.2,593,0,111,19,456,471,570
0.881166,1791.64,6,31,0.2,593,0,103,18,464,478,637
0.592668,1695.6,6,31,0.133333,404,0,76,12,311,477,720
0.236734,1424.63,6,31,0.0666667,203,0,40,6,155,477,658
0.855231,1826.1,6,31,0.2,614,0,124,18,467,482,639
0.889617,1712.53,6,31,0.166667,517,0,100,18,395,492,622
