Iteration,Cost,Cost reduction,time (ms)
0,1039.3133801492743,0.0,3221.3923931121826
1,803.7574565105051,0.22664571450522153,8279.138803482056
2,529.6424015047737,0.4903920110903389,9474.450588226318
3,244.4369420802928,0.7648092031248699,13051.989078521729
4,52.62370023786393,0.9493668596566074,13876.148700714111
5,36.53903929247914,0.9648430973848994,14677.516222000122
6,29.690048039133856,0.9714330166375136,15556.840658187866
7,17.24789832177444,0.9834045258617788,16823.780298233032
8,14.55293448149454,0.9859975491902122,17655.672550201416
9,11.372064048305706,0.9890580990627944,18955.92188835144
10,10.990755749284968,0.9894249838795433,20642.478942871094
11,9.058494285057922,0.9912841550411322,21372.52140045166
12,7.220281429793353,0.9930528351046954,22283.41007232666
13,6.784140722017729,0.9934724782230329,23244.121551513672
14,6.775931601317497,0.9934803768230672,23994.194984436035
15,6.586444195973163,0.993662696620891,24639.516830444336
16,6.510695936781483,0.9937355796036741,25375.152826309204
17,6.473341514143998,0.9937715210466989,26395.771741867065
18,6.4632782918398455,0.9937812036145329,27412.925004959106
19,6.44601570356401,0.9937978132229586,28342.741012573242
20,6.441041397312606,0.9938025993696074,29452.955722808838
21,6.401357372649347,0.9938407822944318,30325.87242126465
22,6.375269980276252,0.9938658828972637,31470.19600868225
23,6.331341895866995,0.9939081493447552,32496.521949768066
24,6.241713540654232,0.9939943873908774,33769.50407028198
25,6.112932919294774,0.994118296717765,35479.84218597412
26,5.974184420593329,0.9942517968740715,37225.55589675903
27,5.900481589801059,0.9943227117994444,39049.31116104126
28,5.778087265279287,0.994440476399477,40943.48120689392
29,5.49977288920612,0.9947082631723493,43122.05743789673
30,5.334389368425146,0.9948673908463884,47284.93881225586
31,5.247639069270646,0.9949508597026655,49300.880670547485
32,5.241642340014184,0.9949566295978396,51486.04726791382
33,5.237836193797903,0.9949602917716256,53533.69474411011
34,5.188007366447214,0.9950082357587833,55324.24283027649
35,5.1089421608151335,0.9950843102201943,56895.17855644226
36,4.992817074081385,0.9951960427245108,58763.726472854614
37,4.989997883505293,0.9951987552755373,61265.1002407074
38,4.963698360147443,0.9952240599852236,63187.41178512573
39,4.8271997752025655,0.9953553953336873,65127.434730529785
40,4.80154490179601,0.9953800797781451,66909.79409217834
41,4.787708689563159,0.9953933926176574,69005.72109222412
42,4.787671624894044,0.9953934282803072,72230.77487945557
