Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.987139,4.52947,87.02,8,2,12.625,7.268,0.025,3.054,0.101,4.081,59.657,10.628
0.976219,0.598451,137.821,8,2,15.15,8.845,0.026,3.597,0.141,5.069,112.079,10.727
0.964571,0.767101,119.517,10,2,12.12,8.614,0.026,3.493,0.133,4.951,90.235,13.421
0.842187,1.97519,65.209,8,2,12.625,7.417,0.024,3.104,0.1,4.179,41.174,10.771
0.873204,0.506151,134.778,10,2,16.16,10.989,0.032,4.329,0.164,6.444,103.094,13.144
0.998865,0.249673,150.355,7,2,14.4286,7.034,0.023,2.788,0.122,4.093,128.617,9.276
0.615485,594.77,126.099,7,2,8.65714,4.168,0.012,1.668,0.074,2.41,107.755,9.246
0.958559,2.29703,83.604,9,2,15.7111,9.982,0.029,4.122,0.149,5.67,54.865,11.942
0.739669,291.438,72.542,7,2,11.5429,5.823,0.017,2.395,0.094,3.311,51.789,9.701
0.991036,7.09504,116.438,7,2,11.5429,5.76,0.017,2.331,0.093,3.312,96.152,9.27
0.694136,432.33,157.997,10,2,12.12,8.309,0.024,3.315,0.131,4.827,129.825,13.125
0.85063,2.27214,93.95,8,2,10.1,5.777,0.018,2.337,0.085,3.328,71.841,10.598
0.932985,0.0209827,67.119,10,2,16.16,11.017,0.032,4.293,0.17,6.509,35.439,13.174
0.868005,0.303395,130.863,10,2,14.14,11.336,0.031,4.079,0.152,7.061,98.977,13.231
0.925554,96.6523,110.921,10,2,14.14,9.806,0.028,3.888,0.155,5.723,80.758,13.084
0.624322,536.568,123.861,7,2,11.5429,5.926,0.016,2.439,0.083,3.378,103.409,9.242
0.769377,1.205,64.047,7,2,11.5429,5.781,0.017,2.29,0.094,3.371,43.718,9.231
0.95382,0.746636,104.119,9,2,13.4667,8.455,0.025,3.349,0.13,4.941,77.17,12.018
0.807122,100.663,121.576,10,2,14.14,9.767,0.029,3.873,0.149,5.703,91.06,13.374
0.82798,128.564,84.283,7,2,14.4286,6.863,0.02,2.708,0.111,4.016,62.57,9.413
0.953198,67.4419,102.084,7,2,11.5429,5.494,0.016,2.204,0.081,3.186,82.099,9.34
