Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.683268,14.7144,1395.49,5,31,3.25742,606.336,1.851,316.44,19.091,268.94,0,361.837
0.652879,16.6206,1251.15,5,31,2.46,467.175,1.612,235.473,15.348,214.73,0,343.576
0.544354,20.7932,1178.39,5,31,1.9,405.367,1.329,171.822,15.737,216.466,0,340.439
0.532513,22.8006,1527.67,6,31,1.81667,578.148,1.714,226.411,24.319,325.684,0,434.128
0.503276,22.7793,1080.34,5,31,1.42,318.17,1.082,142.011,11.517,163.55,0,322.398
0.711066,13.1356,1327.16,5,31,2.33548,522.037,1.67,225.559,19.72,275.074,0,370.391
0.813812,8.80893,2550.22,10,31,1.69,944.552,2.774,355.653,38.42,547.675,0,760.843
0.91466,3.81145,2703.11,9,31,4.15412,1243.54,3.385,712.697,34.294,493.138,0,702.674
0.847613,6.85063,1670.44,6,31,2.78871,679.005,2.156,320.449,23.186,333.195,0,470.183
0.703768,12.7756,1645.16,7,31,1.17143,545.672,1.639,185.991,22.8,335.223,0,497.27
0.499631,23.1377,1109.36,5,31,1.36,330.892,1.122,151.991,11.64,166.13,0,333.689
0.650458,15.1321,1227.79,5,31,1.78,419.761,1.448,179.871,16.02,222.412,0,365.227
0.789022,9.62145,2197.22,8,31,2.83468,881.678,2.698,460.271,27.058,391.632,0,635.014
0.621705,15.2299,1401.48,6,31,1.08333,444.83,1.475,143.932,19.677,279.73,0,438.359
0.427944,24.6063,1103.11,5,31,0.92,290.341,0.993,109.269,11.657,168.414,0,371.707
0.551851,18.5265,1226.46,5,31,1.44,399.058,1.317,157.372,15.605,224.748,0,372.242
0.639964,17.1805,2095.52,7,31,3.34424,923.224,2.645,498.845,27.016,394.696,0,570.871
0.82356,7.61663,2395.76,9,31,2.11111,925.758,2.929,378.854,34.261,509.684,0,704.656
0.777259,9.64472,1699.24,6,31,2.80699,682.41,2.039,316.152,23.216,340.987,0,487.313
0.704489,12.7341,1299.45,5,31,2.2,481.07,1.562,233.798,15.252,230.445,0,371.293
0.926799,3.02784,3011.78,10,31,3.67548,1310.87,3.833,691.702,38.45,576.86,0,810.899
0.490315,22.8117,1226.82,5,31,1.48,393.252,1.413,145.952,15.561,230.312,0,372.431
0.78865,9.68233,1335.13,5,31,1.96,484.991,1.534,236.857,15.755,230.832,0,381.625
0.838024,5.97833,1555.63,6,31,1.71667,578.08,1.867,208.372,23.124,344.699,0,437.251
0.904835,4.17992,1905.48,6,31,4,865.485,2.553,490.037,24.27,348.607,0,494.585
0.853608,6.6324,2437.52,9,31,2.12222,957.997,2.821,397.106,35.142,522.905,0,693.1
0.816364,8.03243,1382.91,5,31,2.2,538.853,1.588,224.924,21.812,290.512,0,390.074
0.780285,9.68952,1486.82,5,31,2.75548,615.26,1.906,302.275,19.483,291.577,0,414.559
0.865236,5.81599,1936.98,7,31,2.27926,762.162,2.37,322.945,28.363,408.46,0,555.966
0.711375,13.344,3154.47,9,31,5.65914,1593.43,4.331,1024.36,35.687,529.025,0,774.043
0.914104,3.55373,3996.32,10,31,6.39774,2168.09,5.64,1442.84,40.687,678.891,0,872.848
0.72042,11.5181,1417.92,5,31,2.98,554.244,1.925,277.959,15.817,258.53,0,375.459
0.732001,11.9208,1943.51,7,31,1.74286,762.972,2.298,295.738,27.777,437.138,0,525.639
0.879861,5.57075,2021.73,6,31,4.96129,953.88,2.538,539.522,23.645,388.156,0,487.79
0.66158,13.6083,1570.19,5,31,3.35548,688.907,2.166,348.917,19.611,318.188,0,395.955
0.270516,33.3189,1172.23,5,31,1.36,339.213,1.309,145.976,11.813,180.106,0,368.164
0.62148,17.978,2137.91,8,31,1.67218,774.551,2.288,308.398,28.096,435.74,0,629.98
0.613348,18.2182,1113.84,5,31,0.92,293.188,1.029,102.333,12.067,177.751,0,365.473
0.627341,14.708,1289.86,5,31,1.65548,436.022,1.395,171.86,15.84,246.915,0,388.751
0.78316,8.98283,1488.07,6,31,1.18333,468.978,1.576,146.747,19.719,300.92,0,467.307
0.331238,30.6147,1129.82,5,31,0.88,295.502,1.04,107.187,11.678,175.586,0,358.088
0.869003,5.36932,2069.01,7,31,2.64286,861.153,2.374,383.268,29.331,446.158,0,550.052
0.889654,5.21734,2303.77,7,31,3.87143,1070.01,2.924,583.426,27.558,456.073,0,566.268
0.714187,13.2871,1391.87,5,31,2.04,525.054,1.664,196.419,21.617,305.339,0,385.057
0.675208,13.6707,1587.8,6,31,1.75914,565.909,1.723,234.037,20.61,309.524,0,467.334
0.572725,20.422,1336.25,5,31,1.89548,478.697,1.508,213.847,17.331,245.997,0,387.624
0.53735,19.9525,1177.9,5,31,1.36,342.107,1.275,145.521,11.681,183.62,0,366.609
0.823987,8.21492,2331.73,8,31,2.61653,918.035,2.744,438.344,27.796,449.13,0,663.046
0,48.7968,929.72,5,31,0.68,123.001,0.631,62.028,3.85,56.488,0,356.547
0.70942,12.0055,2374.36,7,31,4.3,1138.48,3.558,658.623,27.836,448.437,0,568.122
0.626298,17.0103,1578.29,5,31,3.56,691.037,2.273,349.811,19.973,318.963,0,399.364
0.555968,19.8001,1411.69,5,31,2.15548,541.343,1.892,210.657,19.874,308.905,0,395.871
0.674949,14.0885,1648.34,5,31,3.97097,775.69,2.451,432.433,19.909,320.882,0,397.438
0.828657,7.83388,1825.98,6,31,3.18333,785.28,2.447,376.335,24.12,382.348,0,476.294
0.524899,21.3451,1388.05,5,31,1.86,528.966,1.641,202.241,19.602,305.466,0,393.107
0.798117,9.55593,2180.47,8,31,2.21935,845.555,2.523,375.639,27.254,440.118,0,609.455
0.581609,17.6284,1386.46,5,31,1.68,516.182,1.641,190.215,19.657,304.656,0,398.934
0.841874,6.76374,2837.75,10,31,2.09,1128.86,3.304,453.293,41.052,631.181,0,802.459
0.904038,4.58304,2989.9,10,31,2.94774,1294.1,3.405,613.208,39.667,637.79,0,776.824
0.356197,28.4128,1272.47,5,31,1.56,418.849,1.406,160.71,15.81,240.912,0,383.838
0.693133,12.7723,1614.76,6,31,2.17204,598.878,1.828,264.352,20.649,312.034,0,456.971
0.465201,25.1627,1274.93,5,31,1.66,440.546,1.459,178.192,15.83,245.052,0,369.459
0.891247,5.01102,1790.47,6,31,2.43333,735.8,2.262,333.543,25.729,374.247,0,491.236
0.684275,14.4715,2123.01,7,31,2.7,900.089,2.691,427.345,27.807,442.222,0,560.933
0.518148,19.5224,1265.28,5,31,1.48,428.775,1.372,160.401,16.155,250.837,0,367.257
0.783591,9.92864,1612.22,6,31,1.88333,570.608,1.812,237.625,19.611,311.544,0,480.944
0.84232,7.43835,1943.54,7,31,2.1,727.197,2.363,325.647,23.969,375.2,0,561.95
0.32697,31.3522,1159.61,5,31,1.32,339.498,1.208,147.548,12.01,178.708,0,361.109
0.657119,15.7724,1383.43,5,31,1.74,516.062,1.652,188.641,20.095,305.659,0,388.004
