Iteration,Cost,Cost reduction,time (ms)
0,4.784229836846442,0.0,30.518054962158203
1,4.440981779138393,0.0717457290752368,195.20282745361328
2,3.812475033764697,0.20311624571161568,1442.0721530914307
3,3.3927169307668508,0.290854108923165,1889.8990154266357
4,3.2930246048497134,0.31169180471055014,2603.207588195801
5,2.700051424317764,0.43563509354777963,3761.7669105529785
6,2.3385322758705422,0.5111998470767445,4242.296457290649
7,2.157395770678112,0.5490610099743505,4684.890508651733
8,1.854611086370191,0.6123490823775576,5155.614852905273
9,1.783603452078895,0.6271911022455039,5635.774612426758
10,1.7080879486829745,0.6429753571770556,6137.061595916748
11,1.7065617756965956,0.6432943579438299,6762.558698654175
12,1.6460463169322472,0.655943302670164,7216.8824672698975
13,1.6068753995236442,0.6641308101153378,7748.397350311279
14,1.5984601652545236,0.6658897628739008,8321.659088134766
15,1.595887161616254,0.6664275722446908,8887.043476104736
16,1.577213695282504,0.6703307012687051,9381.129264831543
17,1.5732243119114258,0.671164562413994,9943.259716033936
18,1.5732020099651391,0.6711692239681097,10612.85376548767
