Iteration,Cost,Cost reduction,time (ms)
0,1.41757,0.0191783,95.889
1,1.2541,0.132287,163.738
2,1.2541,0.132287,227.961
3,1.23239,0.147306,275.022
4,1.10764,0.233619,341.777
5,1.10764,0.233619,406.784
6,1.09146,0.244818,454.633
