Optimisation time (ms),derivs time (ms),BP time (ms),FP time (ms),% derivs,surprise,expected,new cost
14.886,10.173,1.391,1.623,96,0.51146,160.454,4.18659
14.615,10.057,1.331,1.549,92.7407,1.02823,14.8962,1.52828
12.521,8.047,1.3,1.537,87.5556,0.692615,18.4162,3.48228
13.649,9.019,1.345,1.621,83.5556,1.00066,2.80471,1.84206
12.987,8.309,1.302,1.596,78.2222,0.652545,5.79236,4.37511
12.543,7.729,1.333,1.614,74.2963,0.809599,8.79921,1.84417
11.684,7.115,1.313,1.585,69.7778,0.885448,15.2891,8.24979
11.907,7.065,1.394,1.714,64.5185,1.29157,3.22115,3.30589
11.662,6.9,1.335,1.634,58.963,2.27947,1.07583,0.284711
10.702,5.967,1.382,1.586,53.9259,1.28789,5.56565,4.17444
10.001,5.213,1.32,1.686,48.6667,0.808551,2.49024,2.34164
10.318,5.408,1.353,1.606,44.2963,1.85434,8.95547,2.71288
9.208,4.43,1.42,1.602,39.1852,0.0705024,4.67071,6.2733
9.697,4.893,1.469,1.582,44.2222,0.868178,3.7929,4.73593
9.333,4.788,1.308,1.541,39.8519,0.846887,13.8649,3.08544
8.818,3.791,1.741,1.579,35.7778,0.594427,3.67678,4.67547
8.54,3.513,1.802,1.519,32.1481,0.47295,14.3561,14.4448
7.927,3.291,1.409,1.565,29.2593,0.962052,35.2616,13.5438
7.265,2.69,1.339,1.615,24.5185,0.98954,9.89146,2.94916
7.064,2.265,1.343,1.695,19.7778,0.807135,1.79374,2.13494
7.156,2.371,1.394,1.597,15.6296,0.548839,11.8423,5.51635
6.573,1.888,1.379,1.575,12.8889,0.621768,2.05582,2.57686
7.987,1.711,1.354,3.24,9.40741,1.72915,0.441322,0.448907
6.001,1.217,1.391,1.62,4.66667,1.3185,0.923907,0.805726
7.491,1.155,1.332,3.208,2.66667,0.23703,0.285185,0.683508
12,1.022,1.363,7.943,2.66667,0,0.0289542,0.744156
12.756,1.203,1.389,8.361,2.59259,1.31481,0.12289,1.15245
9.132,0.995,1.402,4.9,2.66667,0.0852248,0.683188,1.16693
12.817,1.364,1.432,8.259,5.33333,1.01639,0.0309792,0.935011
12.408,1.429,1.372,7.905,2.66667,0,0.0322976,1.19089
12.247,1.025,1.371,8.086,2.66667,3.89015,0.431526,2.45337
