Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
88.38,11.4251,18.1652,2.79771,1.53192,5.27135,0.564657
15.2041,9.40343,14.5761,2.13899,1.38333,4.21853,0.659432
911.533,14.1457,59.474,6.14934,1.37033,4.93868,0.382982
1427.6,17.323,89.4591,9.09863,1.39876,5.04003,0.112267
67.5209,10.7218,20.0051,2.52456,1.4106,5.06235,0.568185
68.4463,10.1581,18.259,2.39679,1.41191,4.66003,0.584359
40.3947,10.0488,18.5856,2.41256,1.4151,4.51197,0.63923
86.0116,10.5378,19.534,2.42208,1.40443,5.01893,0.565367
18.7239,9.43074,13.3063,1.98125,1.40705,4.33979,0.679269
71.747,10.0696,16.26,2.20333,1.39623,4.77748,0.613562
76.6751,10.2254,17.9391,2.35349,1.40094,4.78114,0.61739
47.8867,9.71319,14.6018,2.03157,1.3972,4.62127,0.593117
21.2161,9.31983,12.2912,1.88543,1.38713,4.35279,0.704885
29.3799,9.61363,15.3016,2.10833,1.38998,4.43894,0.635859
52.9317,10.8503,21.0653,2.66735,1.4006,5.09961,0.560171
35.8567,9.88532,19.4554,2.45566,1.39923,4.36211,0.654338
30.1775,9.86559,15.4149,2.07346,1.38633,4.72506,0.612118
46.3458,9.56215,11.1846,1.73618,1.38301,4.76876,0.506914
22.3454,9.74686,12.5038,1.86076,1.38738,4.83895,0.671962
42.0577,9.61333,13.2012,1.90946,1.38503,4.65185,0.60299
84.6432,10.2716,18.8315,2.38568,1.39599,4.81383,0.608218
40.3721,10.2004,20.3726,2.50615,1.39169,4.61733,0.635927
8.6777,9.46964,14.9876,2.05848,1.39855,4.32554,0.701652
18.4631,9.39,11.1369,1.7531,1.37885,4.59857,0.663976
170.405,10.9113,24.8698,2.85399,1.38531,4.99504,0.535645
70.716,10.3141,18.8232,2.4108,1.38331,4.85597,0.596079
101.558,10.7655,22.0143,2.69482,1.39161,4.99878,0.567559
65.3006,9.83004,15.5357,2.08933,1.39684,4.66723,0.628792
56.8066,10.228,19.7489,2.47098,1.39347,4.69215,0.663457
49.1055,10.0555,20.2086,2.55338,1.4038,4.41575,0.664828
89.8365,10.2091,17.7789,2.33065,1.385,4.8201,0.610806
93.9459,10.6907,21.8852,2.68513,1.39332,4.92292,0.613434
