Iteration,Cost,Cost reduction,time (ms)
0,43.0644,0.374216,1638.99
1,39.1527,0.431058,3286.24
2,37.4901,0.455218,4961.73
3,29.4112,0.572616,6607.97
4,15.3204,0.777374,8288.9
5,15.3204,0.777374,9990.49
