Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.40382,2118.87,5,31,9.26371,1237,475,333
0.707431,2128.52,4,31,10.7411,1425,285,344
0.146514,1781.53,4,31,10.0581,1037,285,380
0.129488,1719.88,4,31,10.2667,992,294,360
0.433369,3256.63,6,31,11.1667,2208,432,534
0.60617,2525.38,4,31,11.7903,1664,287,485
0.780737,2467.76,5,31,10.5413,1628,360,410
0,1141.99,4,31,9.60645,331,290,441
0.401433,2838.89,6,31,10.0477,1733,438,587
0.796597,2200.41,4,31,10.9306,1445,285,398
0.653517,2733.21,6,31,9.66452,1637,431,589
0,1091.62,4,31,10.3419,344,289,392
0.353052,1379.71,4,31,10.1194,656,289,369
0.578242,1720.28,4,31,10.3602,1009,289,352
0.668316,2087.47,4,31,10.0452,1367,285,359
0.51624,2145.03,4,31,10.6024,1370,288,416
0.672996,2158.49,4,31,10.7484,1387,286,414
0.579698,3215.32,6,31,10.221,2089,432,610
0,1085.53,4,31,10.6065,345,289,384
0.437613,2802.19,6,31,10.5381,1688,431,606
0.138549,1711.75,4,31,9.24624,954,287,400
0.855319,4059.7,7,31,11.4945,2697,501,772
0.130242,1453.86,4,31,10.0177,690,288,404
0.357593,1944.64,4,31,9.47419,1251,290,336
0.855652,1715.14,4,31,9.91935,999,288,358
0.711286,2097.41,4,31,10.5968,1384,288,352
0.330323,2091.2,4,31,10.4282,1374,288,354
0.0108241,1419.61,4,31,10.6742,704,289,354
0.38891,2227.85,5,31,10.1645,1325,360,472
0.908864,2994.8,6,31,11.531,1918,432,565
0.239852,1362.94,4,31,9.34032,650,290,355
0.0161995,1064.39,4,31,10.5129,360,286,343
0.355071,2460.51,5,31,11.3242,1519,361,500
0.735459,2614.72,5,31,10.2845,1717,360,465
0.375522,2174.61,4,31,9.88387,1360,289,447
0,1103.43,4,31,9.69032,323,287,422
0.1712,2745.35,6,31,10.5619,1677,434,560
0.167634,2241.69,5,31,10.1468,1331,362,469
0,1142.74,4,31,10.7516,365,290,412
0.403112,2776,6,31,10.7013,1680,432,585
0.540301,1761.2,4,31,10.1656,994,288,409
0.226277,1622.05,4,31,9.15806,944,289,317
0.845433,2941.86,6,31,9.9414,1946,433,489
0.319102,2594.74,6,31,9.5671,1549,433,539
0.681569,2945.56,5,31,12.0477,1959,462,448
0.0515985,1962.36,4,31,11.0581,1139,289,443
0.218435,1690.26,4,31,10.1323,983,291,347
0.53669,1561.59,3,31,10.657,1051,229,210
0.764503,2011.07,4,31,10.3298,1327,289,327
0.743225,2836.27,6,31,10.5065,1770,433,552
0.852867,5016.74,10,31,11.5014,3285,724,920
0.276471,1706.49,4,31,8.9957,948,288,395
0.612627,1753.37,4,31,9.85806,1010,295,372
0.771067,2988.79,6,31,10.6406,1813,435,661
0.289487,1651.59,4,31,9.91505,963,290,333
0.311474,2299.14,5,31,10.1185,1398,363,459
0.321325,1051.68,2,31,10.2129,654,254,77
0.401109,2840.88,6,31,10.7084,1725,432,607
0.0772927,1766.04,4,31,9.70108,1009,288,386
0.254579,1865.06,4,31,10.143,1060,288,434
0.385752,2254.6,5,31,10.104,1351,362,468
0.819408,2574.07,5,31,10.2787,1652,362,490
0.789991,3797.69,7,31,11.2866,2561,506,647
0.20968,1862.48,4,31,10.6269,1096,289,393
0,1081.15,4,31,9.76452,320,289,404
0.431019,2160.49,5,31,10.5952,1310,363,418
0.800444,4108.65,9,31,10.8687,2513,651,863
0.402437,3348.33,6,31,10.7495,2164,438,658
0.0565084,1718.36,4,31,10.1914,989,291,364
0.0343407,937.82,2,31,9.52581,642,107,115
0.572322,2266.77,4,31,10.9089,1475,289,425
0.51359,2877.58,6,31,9.73355,1710,435,652
0.0854502,1436.12,4,31,10.6597,710,289,364
0.403452,1605.77,4,31,11.2274,780,287,456
0.476163,1807.25,4,31,11.0075,1044,289,402
0.0508736,1933.92,4,31,11.157,1112,312,426
0,1150.69,4,31,9.88387,334,288,449
0.595406,2383.63,5,31,10.8492,1443,365,498
0.764802,2200.38,4,31,10.6105,1424,288,415
0.394038,2262.43,5,31,10.2694,1371,359,456
0,1011.4,4,31,8.88387,309,289,343
0.135628,2062.42,4,31,9.26532,1290,289,410
0.202933,2606.69,5,31,9.64516,1651,362,514
0,1113.85,4,31,10.3323,364,288,384
0.774031,1815.68,4,31,10.3677,1040,287,418
0.260542,2261.62,5,31,9.77823,1343,360,485
0.836755,2752.38,6,31,10.7471,1714,432,535
0.840846,2800.12,5,31,11.0665,1872,362,484
0.438848,2795.59,5,31,10.9697,1845,360,507
0.734654,2272.32,5,31,10.2589,1345,361,491
0.756151,2078.51,4,31,10.6355,1361,289,357
0.0918999,1658.76,4,31,9.24194,934,287,361
0.642036,2677.09,5,31,10.6006,1700,363,538
0.87142,3311.74,7,31,10.507,2068,507,660
0,1085.61,4,31,10.3129,341,289,386
0.516706,2139.09,4,31,10.6589,1380,288,397
0.628123,1981.56,4,31,9.86935,1282,302,330
0.802253,2203.7,4,31,11.1331,1464,290,375
0.466143,2757.08,6,31,9.28839,1612,435,631
0.178945,1769.2,4,31,10.6774,1030,289,377
