Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.675362,22.7586,451.288,7,9,11.4286,19.748,0.17,12.598,0.318,6.655,411.312,11.213
0.631892,17.2223,398.41,7,9,24.8571,37.466,0.23,27.047,0.464,9.716,344.749,11.441
0.0554726,48.0237,395.868,7,9,12.2143,23.558,0.132,16.147,0.506,6.766,356.077,11.777
0.857175,22.4474,676.632,7,9,20.4286,32.408,0.183,22.834,0.38,9.003,628.054,11.595
0.495073,18.1006,422.521,8,9,16.8125,31.147,0.205,21.289,0.397,9.245,372.474,13.98
0.0404331,47.6935,419.623,8,9,11.625,28.006,0.151,18.201,0.377,9.267,372.829,13.935
0.350962,25.2142,352.485,7,9,16.3571,30.172,0.164,22.874,0.307,6.82,305.052,12.848
0.671124,18.2871,460.544,8,9,11.3125,23.02,0.148,15.709,0.353,6.805,419.939,12.944
0,21.1866,390.627,7,9,3.85714,8.24,0.046,5.952,0.066,2.174,365.823,12.575
0.263832,117.41,343.834,7,9,22.1429,38.1,0.27,25.293,0.553,11.972,289.273,11.332
0.689518,20.3476,359.944,7,9,18.5714,30.256,0.196,20.747,0.423,8.879,313.827,11.154
0.132769,22.1125,2692.02,7,9,11,25.185,0.166,15.576,0.423,9.009,2649.22,12.744
0.0879042,32.6515,2095.62,8,9,16.625,35.34,0.193,25.598,0.417,9.124,2041.21,13.878
0.643833,22.3313,404.073,9,9,17.4444,37.456,0.206,25.303,0.499,11.438,346.543,14.746
0.747257,43.8944,370.495,8,9,20.875,36.699,0.208,25.257,0.497,10.73,315.276,13.36
0.364211,18.9862,369.212,7,9,12.8571,25.325,0.131,17.412,0.326,7.447,327.432,12.186
0.241361,103.306,374.151,7,9,16.6429,31.756,0.192,21.527,0.441,9.586,326.214,11.235
0.311357,70.6319,738.519,10,9,17.9,45.996,0.258,30.106,0.68,14.941,670.179,15.902
0.0603993,107.797,423.229,7,9,9,19.442,0.1,11.955,0.327,7.052,387.608,11.809
0.435249,26.8388,1020.71,7,9,21.0714,33.418,0.229,23.884,0.447,8.849,970.554,11.753
