Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
11.4038,0,0,5.4525,36.2281,2.71267,0.689361,1.29288,0
24.0265,0,0,5.46022,35.1187,2.73383,0.68368,1.2795,0
23.5883,0,0,5.35673,35.6466,2.64052,0.673256,1.29483,0
74.0387,0,0,5.37374,35.8099,2.62262,0.685318,1.31933,0
94.7982,0,0,5.37226,37.0593,2.64843,0.675158,1.29852,0
26.9102,0,0,5.41073,34.9029,2.71395,0.672803,1.26796,0
59.7204,0,0,5.42134,36.6047,2.68116,0.684054,1.30825,0
198.642,0,0,5.26305,35.7534,2.5709,0.675829,1.29043,0
18.6574,0,0,5.37731,33.4547,2.60058,0.684494,1.34275,0
1382.89,0,0,5.32867,38.7173,2.58712,0.684526,1.33585,0
38.3364,0,0,5.41805,36.7147,2.69366,0.686458,1.28422,0
7.46341,0,0,5.44597,35.2476,2.70704,0.683699,1.29216,0
24.272,0,0,5.43807,36.1404,2.73747,0.671175,1.26704,0
28.8703,0,0,5.45804,37.9806,2.77401,0.672712,1.25052,0
92.4184,0,0,5.37842,36.4108,2.6589,0.675839,1.30173,0
680.542,0,0,5.29409,37.1263,2.57324,0.682367,1.30939,0
98.5294,0,0,5.38446,36.7342,2.64215,0.687828,1.30994,0
31.9318,0,0,5.43728,35.7054,2.68853,0.686409,1.3069,0
11.6994,0,0,5.46675,34.4772,2.7357,0.671747,1.28893,0
36.5386,0,0,5.44648,36.0658,2.73239,0.673561,1.28122,0
6.50164,0,0,5.42083,34.4121,2.69227,0.686781,1.28348,0
93.7907,0,0,5.37095,37.1877,2.68543,0.669103,1.27359,0
36.2604,0,0,5.41871,35.626,2.70461,0.681157,1.279,0
1123.48,0,0,5.44076,39.0698,2.7105,0.696993,1.30323,0
13.3506,0,0,5.41078,35.2254,2.65362,0.690151,1.31799,0
63.7432,0,0,5.41516,36.7472,2.68323,0.686229,1.29196,0
