Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
41.5627,42.5582,92.2453,36.2517,0.936548,5.37
5.66724,40.8139,94.6394,34.9992,1.08949,4.72521
10.179,42.5471,95.0416,35.4019,1.33341,5.81175
6.47388,41.1421,95.3567,34.5652,1.32261,5.25423
11.9894,42.3983,95.181,35.0081,1.31705,6.07316
13.054,43.1228,95.6993,36.0201,1.31448,5.78818
17.3817,43.3193,95.3032,36.3194,1.31618,5.68374
5.84873,41.5986,95.53,35.026,1.31579,5.25685
4.35503,42.5922,95.5908,36.3251,1.32534,4.94179
19.1412,42.7657,95.3671,35.9372,1.31214,5.51642
2.99354,41.9591,95.728,35.8134,1.31835,4.82734
13.4317,43.3967,95.6971,36.4846,1.32311,5.58898
52.539,52.6385,94.1326,44.0971,1.3342,7.20715
10.0556,41.6512,95.7107,35.2719,1.31598,5.06332
19.4189,49.5014,94.4951,41.1679,1.31493,7.01855
7.02214,44.2752,95.1627,37.5632,1.32044,5.39155
4.91162,40.4826,95.2532,33.7029,1.31977,5.46
6.18005,41.5015,95.5537,34.5946,1.31247,5.59439
4.33288,43.5989,94.7545,36.9137,1.31628,5.36894
5.49397,42.1798,95.2883,35.3971,1.31829,5.46439
2.94354,42.9886,95.4147,36.582,1.32291,5.08369
8.7641,42.0974,95.3652,35.74,1.31605,5.04138
7.93148,45.4603,95.1071,38.2307,1.3343,5.89526
4.74369,43.1016,95.1742,36.6177,1.32619,5.15771
7.95689,41.5732,95.2589,34.859,1.31733,5.39684
7.116,43.0292,95.0433,36.1208,1.31682,5.59156
11.2511,43.688,95.0062,36.7097,1.32011,5.65819
28.5601,48.6295,94.0307,39.9079,1.32696,7.39466
4.4619,41.5168,95.4193,35.0346,1.32454,5.1576
3.44705,45.4867,95.5251,39.0626,1.32968,5.09445
14.5136,43.0037,94.7709,35.4479,1.31705,6.23873
5.17549,42.06,95.1344,35.0354,1.32139,5.70324
6.83775,44.395,95.0747,37.411,1.32764,5.65631
16.9976,47.3123,94.8969,39.3897,1.31913,6.60354
6.74458,41.3911,95.6323,34.785,1.31289,5.29318
11.2347,41.9601,95.4867,35.355,1.31219,5.29286
4.8647,42.2618,95.2998,35.8408,1.3168,5.10418
10.8642,41.9188,95.3161,34.951,1.31458,5.65325
9.57136,44.1861,95.041,37.3318,1.32002,5.5342
11.6317,41.0904,94.8522,33.8379,1.30893,5.94355
9.98651,41.0196,95.2211,33.8825,1.30994,5.82711
14.2352,43.4776,95.4564,36.8571,1.31839,5.30215
3.25195,42.0718,95.2797,35.7049,1.32742,5.03953
16.5044,45.4677,95.3135,38.3605,1.32081,5.78647
3.7912,42.1364,95.1937,35.5547,1.31596,5.2658
46.1039,27.9268,36.0847,17.5324,1.06315,9.3312
11.0357,47.6597,94.341,39.9227,1.24676,6.49019
5.02593,41.327,95.5029,34.7519,1.31587,5.25924
51.3681,50.2149,92.7528,41.43,1.32342,7.46147
15.4195,42.3198,95.1663,35.5043,1.31319,5.50227
15.8331,42.3073,95.4456,35.6614,1.31896,5.32692
2.6199,42.6161,95.0175,35.9326,1.31474,5.36876
3.25983,42.331,95.1872,35.4782,1.32429,5.52851
4.68047,42.7091,95.7005,36.0896,1.31439,5.30516
4.19499,43.2698,95.1331,36.2713,1.32138,5.67706
6.46193,42.5331,95.0887,36.2236,1.319,4.99046
8.56882,45.6067,94.5284,38.1815,1.32308,6.10211
12.4633,45.6406,95.1285,38.6429,1.31716,5.68054
3.82722,42.814,95.827,36.4415,1.3194,5.05306
20.5305,46.6362,95.1352,38.6079,1.31374,6.71456
52.6707,50.0717,94.552,42.3038,1.32657,6.44129
15.4304,42.3272,94.9379,34.8192,1.31453,6.19346
28.9133,46.7824,93.581,38.151,1.31457,7.31678
18.8901,43.8715,94.8298,36.5462,1.30763,6.01767
17.1494,42.2753,95.1145,34.7011,1.30942,6.26476
14.9815,44.4073,94.9004,36.361,1.3071,6.73922
27.4808,53.3847,93.7426,44.6401,1.32356,7.42102
4.58939,45.109,95.4781,38.1986,1.32975,5.58066
48.95,45.6905,80.252,36.3644,1.26636,8.05976
2.62659,41.5777,94.7585,35.2286,1.31993,5.02923
7.52511,41.2786,95.7233,34.5694,1.31531,5.3939
3.89636,41.7442,95.3909,35.1912,1.31956,5.23342
9.07584,41.9719,95.7153,34.8266,1.30798,5.83729
5.80608,41.9393,95.5043,35.373,1.31925,5.24705
4.439,40.8066,95.5829,34.8152,1.32289,4.66855
23.8388,43.0718,94.6785,35.5134,1.31432,6.24412
18.7982,44.098,95.1539,37.0052,1.31414,5.77866
4.63638,40.8011,95.6674,34.5789,1.32116,4.90109
7.78687,42.745,95.5967,36.3729,1.3124,5.05977
8.76482,40.8764,94.961,34.1987,1.30819,5.36952
9.69611,40.3942,95.1587,33.3604,1.30392,5.72992
4.05783,44.695,94.6922,38.0166,1.31983,5.35851
21.2427,40.6972,95.9721,33.5372,1.30205,5.85792
14.6461,44.3573,95.2119,37.3685,1.31184,5.6769
5.1142,43.2998,95.1061,36.3832,1.32078,5.59576
3.36951,42.3116,95.1593,35.5356,1.31953,5.45655
7.08155,40.837,94.968,34.4621,1.31336,5.06151
15.2339,44.5194,95.106,37.2161,1.31091,5.99239
19.2206,48.1769,94.6109,39.6443,1.31441,7.21823
16.3251,43.5259,95.3291,36.4225,1.31201,5.79144
26.2018,46.2292,94.4112,39.0472,1.31732,5.86477
8.68028,42.0726,95.4777,35.0168,1.31646,5.73933
18.1752,48.6545,94.1777,39.6896,1.31698,7.64792
3.51595,41.372,95.0664,34.9821,1.31769,5.07229
3.45163,42.6616,95.0728,35.9147,1.31477,5.43208
50.083,38.7802,65.1538,30.1054,1.17156,7.50331
1.68633,41.6439,95.3928,35.6318,1.32645,4.68566
13.6732,44.9609,95.0436,37.4256,1.32152,6.21384
53.5916,44.4938,78.9567,35.099,1.26585,8.12899
44.8483,35.1166,60.5669,26.0796,1.14149,7.89552
6.54078,42.6111,95.3798,36.2768,1.33231,5.002
2.83222,43.7789,94.9454,36.9199,1.3204,5.53866
11.9156,41.6477,95.5411,34.4841,1.30358,5.86005
3.76077,41.7005,95.0728,34.7508,1.31194,5.63773
11.0244,42.2849,93.42,35.4474,1.31732,5.52011
52.1567,50.8193,90.7629,41.9621,1.32953,7.52764
3.24656,41.9807,95.5728,35.4849,1.31558,5.18029
17.7014,47.1111,94.8629,38.7625,1.31296,7.03566
3.15379,42.1455,95.4441,35.5912,1.31521,5.23902
8.73507,42.1576,95.5086,34.9635,1.3146,5.87948
14.3686,40.8284,95.7324,33.9232,1.30604,5.59918
3.57743,42.2825,95.2068,35.9067,1.32395,5.05184
3.89598,41.4398,95.5293,35.0461,1.31102,5.08273
4.237,43.4999,94.9671,36.7931,1.32263,5.38417
23.6885,44.4839,95.6365,36.8714,1.31137,6.30115
15.2164,47.4674,94.2214,39.5044,1.32127,6.64173
6.69485,44.1207,95.2945,37.245,1.32454,5.55117
6.26406,43.0577,95.146,36.2579,1.3185,5.48134
28.5505,48.0843,94.1705,40.1185,1.3236,6.64225
53.1273,22.8106,27.0629,13.1877,1.00857,8.61433
3.21086,41.052,95.0497,34.9758,1.24263,4.83347
48.8254,18.9005,21.5829,9.68578,0.966251,8.24848
3.66805,40.9482,93.2738,34.3051,1.27146,5.37162
31.748,56.148,92.9009,47.5689,1.33622,7.24282
15.5501,42.5231,95.3656,35.7105,1.31737,5.49529
3.51947,43.0041,94.6475,36.4632,1.32482,5.21602
18.4019,42.5836,95.4331,34.7701,1.30023,6.51331
2.49886,42.5631,95.3883,36.2285,1.32133,5.01327
4.03804,42.5643,95.4452,36.3026,1.31633,4.9454
16.4883,41.0099,95.2026,33.8884,1.3043,5.81716
2.78489,42.2101,95.0597,35.9142,1.32276,4.97317
16.3665,37.992,77.8258,30.1433,1.23804,6.61066
2.6951,43.0551,95.0556,36.4485,1.32176,5.28477
14.3704,42.4584,95.0094,35.2421,1.30965,5.90659
22.9329,42.8756,94.8091,35.4891,1.30683,6.07957
13.0429,41.9198,95.0343,34.8167,1.31499,5.78812
8.17314,42.6962,95.3246,35.8686,1.31685,5.51073
4.18843,40.252,95.1828,34.2545,1.31833,4.67915
15.7916,40.9802,95.3973,34.089,1.31089,5.5803
4.55892,43.0153,95.533,36.6178,1.32331,5.07421
6.49134,41.7315,95.4991,34.7592,1.31428,5.65802
3.78635,43.7608,95.1411,37.0381,1.3244,5.39831
14.8144,40.6026,94.5845,33.4223,1.31377,5.86661
2.6439,41.0311,95.5205,34.5939,1.31425,5.12298
26.7872,50.7419,94.4896,41.2817,1.3168,8.14338
4.0661,44.3645,95.5951,37.4054,1.31972,5.63936
7.58411,42.316,95.4953,34.9855,1.30479,6.02569
4.25368,45.0086,94.7446,38.0017,1.32771,5.67924
18.3015,43.2108,95.8181,36.0105,1.31267,5.88758
14.5464,42.3061,95.3763,35.1307,1.30979,5.86565
12.762,41.6306,95.5756,34.5421,1.31206,5.77645
14.8716,39.7504,94.9713,32.9694,1.30667,5.4743
15.6765,44.4006,94.7145,36.8958,1.31059,6.19425
3.61131,41.6982,95.2763,34.9126,1.316,5.46969
3.96333,44.4636,95.0902,37.5188,1.32833,5.61647
9.83078,43.1126,94.3814,35.7596,1.31682,6.0362
10.0434,42.5255,95.1934,35.472,1.31491,5.73854
20.1576,43.2997,95.3588,35.8506,1.30865,6.14046
54.4336,45.4973,79.3789,36.1115,1.27738,8.10833
5.3441,43.1084,95.2548,36.3198,1.31174,5.47688
22.5513,44.1106,95.5289,36.711,1.31596,6.08364
5.81316,42.5085,95.105,35.5617,1.31638,5.63039
5.2332,44.038,95.2945,37.3551,1.32445,5.35844
7.63498,39.6997,95.4943,32.9383,1.30526,5.45618
9.23479,45.4037,94.7018,37.7565,1.31957,6.32767
