Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
20.7133,18.9917,28.2988,11.7885,1.08959,6.11359
10.5806,19.4386,29.4437,12.4636,1.11897,5.85606
1.84477,18.7253,30.3346,12.0409,1.13583,5.54859
3.10506,19.3106,31.0834,12.5182,1.13498,5.65735
2.93852,18.695,28.7428,11.7941,1.1255,5.77541
22.3871,18.4322,23.2179,10.7643,1.04297,6.6249
6.09591,18.5593,28.1364,11.637,1.11101,5.81133
5.76624,19.317,30.6467,12.3645,1.12724,5.82535
3.39452,18.61,27.6514,11.9161,1.10762,5.58629
13.1732,18.3188,26.0982,10.993,1.08012,6.24575
14.7776,19.4374,28.1657,12.183,1.10705,6.14735
3.32892,18.9299,29.2113,11.7859,1.1259,6.0182
4.75949,18.3864,29.5245,11.6732,1.12394,5.58927
3.79908,19.9979,29.4988,12.5128,1.13427,6.35083
2.86724,19.6196,30.1235,12.6474,1.14184,5.83039
6.00848,19.3204,28.5245,12.0513,1.1169,6.15222
4.89812,19.084,29.195,11.9633,1.12709,5.99359
2.47313,18.2892,28.771,11.8177,1.13689,5.33458
3.62193,18.8993,30.538,12.315,1.14272,5.44158
6.18932,19.5641,27.764,12.1324,1.10742,6.32426
3.23444,18.4793,27.389,11.5853,1.11886,5.77515
3.36793,18.4783,29.4273,11.7609,1.11306,5.6043
4.23799,18.6821,23.3186,11.0871,1.05373,6.54127
15.9075,19.1764,27.4606,11.5733,1.09378,6.50933
3.16375,19.2853,30.0606,12.2033,1.11642,5.96561
23.6047,20.1377,24.9981,12.1573,1.07259,6.90781
6.56901,19.2378,27.2377,11.747,1.09945,6.39132
13.8733,18.731,27.997,11.9491,1.10316,5.67879
2.84815,18.9562,28.7559,12.0496,1.12595,5.78064
21.7569,18.831,23.1742,10.8295,1.01662,6.98494
3.01581,19.144,29.404,12.312,1.12873,5.70329
5.55167,18.8146,28.7903,12.1064,1.12668,5.58151
4.13897,19.848,29.8447,12.6068,1.1348,6.10636
3.15337,19.1707,30.9814,12.1473,1.13572,5.88769
7.86538,19.2866,29.5146,12.296,1.11224,5.87841
10.4048,19.2621,28.7787,11.8513,1.10075,6.31
6.00233,19.0923,29.3185,11.7429,1.11061,6.2388
43.083,20.4983,19.739,11.0885,0.995295,8.41453
27.2296,18.6859,25.1792,11.1328,1.05984,6.49326
20.7153,18.1632,22.0143,10.3357,1.06182,6.76568
4.73527,17.7729,25.4244,10.9079,1.06109,5.80383
11.8231,18.8852,28.3433,11.7442,1.11168,6.02934
2.81056,18.7761,28.9906,11.6907,1.11153,5.97387
2.6775,19.2353,29.8584,12.4899,1.1363,5.60913
4.21737,18.927,30.7962,12.2947,1.12618,5.50607
7.69313,17.9867,23.6844,10.1966,1.05741,6.73274
16.8671,18.9023,27.0898,11.4519,1.06424,6.38612
3.03662,19.4799,30.798,12.3917,1.14352,5.9447
21.2052,20.2582,26.5044,12.2685,1.07634,6.91329
36.0701,19.2939,24.3464,11.2867,1.06166,6.94554
50.4995,13.8068,8.49223,4.67888,0.933998,8.19388
7.38071,17.095,27.0271,10.8837,0.974241,5.23704
5.60946,18.8611,30.9514,12.1316,1.14318,5.58628
6.02418,17.9274,27.175,10.9774,1.06581,5.88418
4.7103,18.7904,28.8299,11.8471,1.11332,5.82994
12.2688,19.6285,27.3558,12.3682,1.11145,6.14881
3.41048,18.9008,28.2145,11.7489,1.11655,6.03535
22.3555,19.6657,26.357,11.8097,1.07245,6.7836
11.2158,18.5795,25.9402,11.3904,1.08913,6.09996
15.328,18.3632,26.5663,10.9151,1.07924,6.36888
3.31796,19.0835,29.6213,12.2363,1.13605,5.71112
6.83202,18.8697,29.4497,11.8125,1.11392,5.94326
4.677,18.2373,27.8664,11.4149,1.11089,5.71156
17.8861,18.5471,26.4806,10.8552,1.07615,6.61578
4.19711,19.4577,28.9113,12.0893,1.12663,6.24179
3.80692,18.4085,27.5655,11.4932,1.11827,5.79701
4.32969,18.9727,29.3386,11.836,1.11817,6.01846
21.2384,19.3317,26.3839,11.6877,1.07866,6.56539
18.0175,18.2623,26.9337,10.7815,1.07088,6.40997
15.8989,19.687,26.1382,11.8967,1.08244,6.70782
42.8787,19.4462,28.988,11.7033,1.05884,6.68407
10.5548,18.7325,27.3798,11.3816,1.08327,6.26761
3.20876,18.8612,30.0579,11.9669,1.12194,5.77233
7.10762,18.6778,29.3078,11.8383,1.10648,5.73303
5.54372,18.4877,28.3199,11.6059,1.10894,5.77284
13.571,18.8786,28.2658,11.5109,1.10662,6.26109
2.17106,18.9372,29.5311,12.0269,1.1271,5.78315
14.1702,19.3734,27.5976,11.693,1.08403,6.59637
7.30765,18.2797,28.2608,11.2692,1.09818,5.91234
2.70118,18.9956,30.0792,12.0379,1.1333,5.82442
7.08092,18.8136,27.1099,11.7392,1.10822,5.96613
8.66712,18.8137,28.5355,11.5912,1.09467,6.12786
5.12431,18.4539,27.4113,11.2683,1.08476,6.10093
107.047,17.5685,29.1974,10.8517,1.09451,5.6223
7.96179,18.8745,29.542,11.5881,1.09472,6.1917
5.01292,18.9139,27.9197,11.7908,1.11138,6.01174
8.92811,19.1888,28.5673,11.9959,1.11456,6.07831
3.12725,18.2155,28.0761,11.4619,1.11021,5.64334
11.7609,18.0797,26.2732,11.0673,1.0963,5.91617
15.3874,19.3304,27.4004,11.8131,1.10472,6.41265
5.73675,19.3008,29.1176,12.1661,1.11302,6.02169
4.44154,18.7833,28.8758,11.8283,1.11611,5.83885
3.60364,19.4773,30.647,12.272,1.13317,6.07211
3.47301,18.8671,28.4161,11.6382,1.11045,6.11846
3.20493,18.6228,30.2526,11.8389,1.13026,5.65365
17.7592,18.6466,24.814,11.003,1.066,6.57759
3.88976,18.8734,30.0056,12.0608,1.13146,5.68119
14.9164,19.0796,27.3839,11.584,1.09568,6.39983
4.80154,18.6877,29.6842,11.8439,1.12797,5.71582
5.65018,18.4884,29.6627,11.6309,1.1202,5.73727
4.82528,18.5765,27.3894,11.16,1.10678,6.30971
4.36837,19.2586,29.5522,12.3103,1.11307,5.83513
5.19892,18.6516,27.9673,11.4826,1.10302,6.06601
2.49515,18.7827,28.9473,11.7816,1.12001,5.8811
7.18623,17.4795,26.7195,10.7892,1.10725,5.58306
7.8979,19.6733,28.659,12.2439,1.1088,6.32063
14.7838,19.3512,25.8419,11.5302,1.07939,6.74165
3.65806,18.9596,29.021,12.1505,1.14344,5.66569
5.39092,18.4442,28.1659,11.3601,1.10345,5.98068
9.08762,19.2701,29.7345,12.0874,1.11611,6.06656
4.10592,18.3052,28.1455,11.5402,1.12355,5.64142
5.05707,19.0497,29.3902,11.8577,1.11881,6.07316
18.0167,19.022,27.8163,11.3163,1.0757,6.63005
10.8995,19.2017,30.0817,12.4129,1.14277,5.64595
15.2706,19.0785,27.23,11.5738,1.08814,6.41658
9.00118,18.7978,28.8765,11.8004,1.13193,5.86547
7.7346,18.73,28.0586,11.5681,1.09998,6.06194
2.20862,19.3227,29.6477,12.468,1.13448,5.72023
4.09006,19.1952,29.688,12.0167,1.11673,6.0617
8.6593,19.4421,28.8754,12.014,1.10029,6.32782
1.52662,19.5699,31.7235,12.5753,1.14689,5.8477
6.91825,18.6321,27.599,11.5353,1.09655,6.00023
6.73087,19.9975,29.3498,12.476,1.12725,6.39425
7.27896,18.5899,27.7368,11.3856,1.09873,6.10556
4.70511,19.0544,30.3854,12.1543,1.13255,5.76756
7.00212,19.0114,28.5738,11.8769,1.11035,6.02411
3.76262,19.4722,29.7978,12.4022,1.13226,5.93777
7.08393,18.7076,28.8759,11.5273,1.1196,6.06064
6.64613,18.6769,29.5504,11.7554,1.11653,5.80494
6.11797,19.031,27.6892,11.7029,1.09942,6.22863
10.5121,18.6824,28.0329,11.4655,1.10242,6.11448
2.78814,19.5043,28.5896,12.1457,1.12438,6.23425
12.147,18.5459,29.0749,11.2913,1.09339,6.16121
2.87254,19.0572,27.514,11.8831,1.10952,6.06455
20.6426,18.1764,24.5491,10.5073,1.02904,6.64005
6.36717,18.8634,29.1057,11.8172,1.12526,5.92085
7.04793,17.9102,27.9874,11.2348,1.10958,5.56588
3.71238,19.2309,31.0919,12.4038,1.13143,5.69573
6.50301,19.1277,28.6208,11.8403,1.11736,6.17005
4.54792,18.5728,29.1734,11.7211,1.12323,5.72849
4.73839,20.0942,30.7458,12.7807,1.13604,6.1775
7.71389,18.3117,26.4443,11.0642,1.08855,6.15892
2.87173,19.5576,30.7933,12.6673,1.13728,5.75305
4.4055,18.7233,28.845,11.7741,1.12439,5.82486
15.9311,19.4202,27.1352,11.5306,1.09316,6.79645
2.89901,18.9855,29.2097,11.9214,1.11393,5.95018
8.04147,18.6593,26.6936,11.3344,1.09361,6.23126
7.03872,18.2014,28.0319,11.1011,1.09337,6.00689
2.11631,19.3647,31.0975,12.4991,1.14136,5.72424
34.6547,17.8399,28.3991,10.9928,1.0932,5.75398
12.2697,18.7537,29.6042,11.5027,1.11092,6.14003
5.55099,18.2564,27.7676,11.2831,1.10546,5.86785
6.66813,19.1678,28.2123,11.9111,1.11628,6.14037
4.90854,18.7846,28.622,11.6482,1.10206,6.03437
5.63592,19.7182,28.426,12.336,1.12972,6.2525
20.0107,18.5725,28.3338,11.323,1.08148,6.16799
9.37186,18.6939,28.0244,11.5225,1.10876,6.06273
9.9729,19.0236,27.5128,11.6286,1.09647,6.29854
11.4192,18.6552,26.0155,11.1084,1.07106,6.47577
3.86312,18.3474,27.1875,11.5358,1.11333,5.69819
12.3951,18.5589,26.9228,11.2437,1.08645,6.22875
8.5874,19.2379,30.5534,12.0174,1.12916,6.09137
4.44784,18.898,28.885,11.8772,1.12852,5.8923
8.36989,19.0946,30.4974,12.2024,1.12948,5.76264
7.39489,18.8533,28.2241,11.3911,1.11299,6.34919
4.35708,19.2467,27.4815,11.926,1.09374,6.2269
3.14102,19.5853,28.0545,12.3225,1.12966,6.13315
3.38109,19.4466,29.6251,12.2223,1.13041,6.09389
4.88759,19.2311,29.0436,12.0619,1.12394,6.04521
4.58711,19.0013,27.6183,11.7333,1.10534,6.16265
2.66285,19.5786,30.6185,12.9104,1.16533,5.5029
4.89671,18.7062,27.8898,11.7996,1.12289,5.78367
4.07419,19.1896,27.9618,11.7197,1.1053,6.36467
4.19678,19.244,27.6062,11.8902,1.1161,6.23769
3.8109,18.7426,29.2044,11.5877,1.11486,6.04006
21.0015,19.3714,26.5211,11.7495,1.0811,6.54079
5.99434,19.2114,29.68,11.9665,1.12489,6.11997
11.6212,18.4369,26.5817,11.1606,1.08463,6.19165
10.6857,18.69,27.5542,11.3439,1.09237,6.25372
6.46374,18.5484,26.6289,11.3437,1.09536,6.10927
13.01,18.3675,25.3267,10.7798,1.05333,6.53445
12.1229,19.0514,27.9313,11.6281,1.09055,6.33276
5.92256,18.9757,30.0499,11.9341,1.1204,5.92124
10.8913,18.3578,26.923,10.9882,1.0753,6.29425
3.38865,19.3936,29.5792,12.2279,1.11709,6.04859
16.3541,20.177,25.6979,12.0824,1.08701,7.0076
20.051,19.6493,26.6519,11.8341,1.07174,6.7435
5.83572,18.7945,27.1665,11.6257,1.11149,6.05731
10.9857,19.0191,28.8505,11.8301,1.10519,6.08382
15.5386,18.6014,27.1039,11.2092,1.0878,6.30439
7.54276,18.4809,26.7505,11.254,1.0919,6.13494
9.50042,17.7422,25.8897,10.8376,1.06841,5.83612
16.0646,18.6495,26.7324,11.2469,1.08787,6.31481
5.9681,18.6937,27.4136,11.3998,1.10573,6.18815
3.68822,19.1293,29.9391,12.1691,1.13642,5.82386
4.1979,19.4186,30.0192,12.2005,1.12998,6.08812
3.70463,19.9321,29.6264,12.8241,1.14595,5.96209
4.7907,19.0266,27.8128,11.5966,1.10443,6.32558
6.77194,19.066,29.5847,11.9393,1.11266,6.01401
4.91716,18.7758,28.1269,11.545,1.09864,6.13216
