Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
19.4687,27.107,43.4256,18.2026,1.20722,7.69714
19.0359,28.102,47.7603,20.1542,1.2221,6.72571
4.67364,27.5963,51.2874,20.4795,1.23714,5.8796
3.54371,26.6866,48.6613,19.7185,1.24356,5.72449
9.62031,27.1225,50.0953,20.1065,1.23588,5.78013
2.98947,27.8523,50.4163,20.8885,1.23728,5.72661
7.65447,28.5695,52.6249,21.2168,1.23759,6.11516
15.3001,26.3989,47.6212,18.5224,1.19379,6.68271
4.43611,27.3773,53.3818,20.4759,1.24144,5.65989
6.39551,27.3249,50.2359,19.7974,1.22918,6.29837
11.0083,27.9856,51.9769,20.5538,1.22976,6.20209
17.5755,27.4722,51.2871,19.6278,1.24028,6.60406
5.18503,28.1713,52.5804,20.8741,1.2439,6.05328
5.87292,26.3905,50.8685,19.3842,1.2395,5.76682
16.2113,26.2837,50.4265,19.0089,1.22117,6.05357
8.31342,28.901,50.4174,20.9371,1.24845,6.71554
4.18581,27.8073,51.4063,20.6984,1.2377,5.87118
11.5726,28.45,49.965,20.6858,1.2319,6.5323
2.4953,27.1891,53.3177,20.448,1.25041,5.49076
3.39808,27.8844,51.2858,20.8658,1.24639,5.77214
22.6981,27.1417,49.3188,19.6868,1.23655,6.21827
5.029,26.9572,49.3044,19.7689,1.23507,5.95326
4.45796,26.6958,50.9558,19.768,1.24297,5.68482
52.9529,26.2279,40.3292,17.7652,1.21412,7.24861
4.60453,25.9205,49.4038,19.0198,1.22636,5.6744
13.4502,26.4561,50.4648,19.2172,1.22736,6.01151
8.32155,26.1481,51.5125,19.2729,1.22333,5.65185
1.52228,26.9079,53.9019,20.0373,1.24116,5.62948
29.7819,30.5552,42.2429,20.5896,1.20185,8.76378
24.8541,27.4997,46.8418,18.8518,1.19567,7.45224
12.263,27.9348,51.5363,20.0394,1.2266,6.6688
4.2557,28.1668,52.8249,21.1824,1.2484,5.736
3.78997,27.6118,52.1623,20.5692,1.24716,5.79541
11.6296,26.5655,49.0029,19.1819,1.21815,6.16541
3.44798,27.3701,50.3944,19.7037,1.23456,6.43187
4.36962,26.8096,52.6886,19.9215,1.25665,5.63151
4.61062,26.3561,53.7636,19.4651,1.24359,5.64743
3.25451,26.6961,51.3127,20.2153,1.25245,5.22836
7.45578,26.0047,50.8116,18.9953,1.2216,5.78778
13.4424,28.6425,48.5493,20.4877,1.23397,6.92085
16.7878,27.1174,50.4464,19.3425,1.2224,6.55257
2.85193,27.6005,54.2142,21.0673,1.2509,5.2823
39.3357,23.4614,34.2412,14.6388,1.13697,7.68565
6.79316,27.1859,53.0463,20.1618,1.19943,5.82466
13.8301,26.3604,45.5148,18.3984,1.19727,6.76471
4.71447,26.0359,50.99,18.9551,1.22961,5.85113
8.45777,26.3106,50.5895,19.0761,1.22706,6.00741
3.3285,26.2201,53.3479,19.5143,1.24126,5.46446
14.3256,26.6207,50.6161,19.386,1.22028,6.0145
2.30131,27.2467,53.0089,20.5478,1.25168,5.44726
4.25226,27.156,49.7163,19.851,1.22376,6.08128
6.84839,27.2958,53.378,20.5363,1.25013,5.50942
2.55341,26.9434,54.3025,20.3707,1.24456,5.32815
53.2352,26.4089,41.2692,17.7325,1.19344,7.48297
2.88463,25.8516,48.0932,18.6668,1.22268,5.96218
6.23412,26.1253,51.0805,18.9021,1.22728,5.99599
14.2576,27.377,49.0848,19.3446,1.22757,6.80484
15.8832,27.5765,50.2343,19.6262,1.21835,6.73194
9.19148,27.0235,51.3152,19.9313,1.24578,5.8464
8.18561,25.8076,49.0031,18.9151,1.23493,5.65762
48.2736,23.627,32.7038,14.6142,1.11636,7.8965
6.57151,26.4517,49.7888,18.8241,1.19302,6.43452
4.45335,27.4801,47.5355,19.8254,1.22975,6.42489
2.901,27.8759,55.4325,21.2361,1.26155,5.3783
3.84083,27.6557,51.9736,20.6721,1.23431,5.74928
6.56279,26.5047,50.1857,19.1449,1.2362,6.12355
6.71228,28.3393,51.5159,20.9962,1.24852,6.09458
3.89417,26.1948,51.4909,19.3508,1.24594,5.59803
2.28087,26.9122,51.4493,19.8622,1.24131,5.80872
4.59546,26.6955,51.9719,19.8103,1.24134,5.6439
12.1042,25.0129,49.1847,17.9656,1.21132,5.836
8.41093,27.8491,49.1744,20.2384,1.24329,6.36745
5.42389,27.4082,51.8981,19.6744,1.24557,6.48824
11.3379,25.8315,52.1592,18.686,1.22904,5.91647
4.64819,26.768,51.5753,19.4073,1.23231,6.12842
4.27992,27.5865,53.0933,20.476,1.23753,5.87292
6.63009,27.7388,52.6904,20.4628,1.23811,6.03791
3.60087,26.2438,50.3735,19.0158,1.22499,6.00294
11.1938,27.7662,50.976,20.2125,1.2233,6.33043
19.9251,28.0511,51.3598,20.2296,1.22399,6.59753
9.72789,25.8072,50.447,18.7834,1.22741,5.79642
9.52317,27.631,52.5197,20.2553,1.24014,6.13552
6.73172,26.2711,54.4518,19.633,1.23401,5.40399
7.13132,25.5711,48.1641,18.4577,1.232,5.88143
2.11968,27.6001,52.6993,20.6061,1.24209,5.75194
13.6021,26.2861,49.4341,18.7304,1.22739,6.32832
4.75598,26.6595,51.9922,19.6025,1.24308,5.81389
7.13664,27.4207,50.5605,20.154,1.23034,6.03637
2.94589,26.588,48.8867,19.7259,1.218,5.64417
3.98512,27.1671,51.1568,20.0503,1.23799,5.87879
17.0659,26.1518,47.819,18.2657,1.21974,6.66633
2.55193,27.4193,54.6378,20.5931,1.24258,5.58359
26.9891,23.7311,39.1547,15.4854,1.13435,7.11131
48.2857,22.0353,29.1731,13.052,1.09905,7.88432
4.12569,26.223,51.7231,19.8129,1.19623,5.21391
4.15193,27.0774,53.341,20.2033,1.23707,5.63698
8.88382,27.3634,52.605,20.1575,1.23192,5.97394
8.62881,26.8483,49.4339,19.2489,1.23044,6.3689
16.4231,27.0591,51.6079,19.8049,1.21893,6.03528
4.66757,26.6784,50.7365,19.5005,1.22825,5.94969
11.7623,26.7524,50.3156,19.4457,1.22118,6.08556
12.8911,26.8803,49.8199,19.173,1.21428,6.49302
12.2538,27.4692,51.1305,20.2319,1.23198,6.00525
3.12338,27.398,54.5284,20.734,1.24522,5.41879
2.902,25.7814,50.9413,19.1347,1.23197,5.41469
3.05203,27.9346,54.4432,21.0406,1.25622,5.63781
13.692,25.8199,49.1543,18.4171,1.21742,6.18533
14.9138,26.7578,45.455,19.1639,1.22157,6.37227
5.04607,26.3986,49.4969,19.1121,1.21934,6.06708
2.58168,27.0312,50.161,19.7857,1.23292,6.01256
12.7541,25.7983,50.715,18.7442,1.22895,5.82518
8.29771,26.2257,51.9244,19.1373,1.22241,5.86608
3.25067,26.3101,50.5714,19.2191,1.23525,5.8558
2.45842,27.4505,52.4422,20.4871,1.24257,5.72082
21.1575,26.7014,50.1368,18.8301,1.20847,6.66287
11.4467,27.5606,49.743,19.7312,1.22571,6.60366
4.49675,26.8096,51.0107,19.9672,1.23842,5.604
15.6819,25.3698,48.2981,17.8425,1.21336,6.31396
3.51821,27.0585,53.4282,20.4837,1.246,5.32875
2.52685,27.2075,51.706,20.2472,1.24769,5.71257
14.3366,26.5197,50.1829,19.1702,1.22184,6.12762
3.71943,26.0127,49.0355,18.6504,1.22819,6.13411
18.8777,26.6521,49.4437,18.4983,1.21051,6.94324
11.73,26.6344,52.2336,19.5153,1.2435,5.87561
34.9353,27.7651,46.3192,19.3892,1.19819,7.17772
2.56703,26.9408,54.0814,20.3078,1.24412,5.38897
3.92252,26.6182,51.4921,20.0299,1.23915,5.34915
17.4663,28.4383,47.1241,20.0027,1.21,7.22561
7.66383,25.6348,47.4013,18.1692,1.20252,6.26306
4.82767,27.501,52.9361,20.4834,1.24323,5.77433
3.19912,27.2407,51.5095,19.89,1.23782,6.11284
16.5508,24.3179,41.79,16.7464,1.15559,6.41591
19.8737,26.5215,48.3234,18.6647,1.22981,6.627
