Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.942035,8.4557,959.809,6,13,16.7222,456,0,329,5,119,147,304
0.876911,8.41097,1057.49,6,13,20.0667,563,0,409,6,144,139,303
0.80056,12.1111,980.589,6,13,16.7222,476,0,346,5,121,148,309
0.894496,14.5128,986.371,6,13,20.0667,507,0,352,6,144,144,285
0.861798,9.64177,863.586,6,13,13.3778,373,0,270,4,96,148,294
0.746687,18.6619,1002.66,6,13,16.7222,488,0,360,5,120,150,314
0.922942,12.4498,1015.2,6,13,16.7222,490,0,360,5,120,153,318
0.926768,7.81703,935.616,6,13,16.7222,449,0,317,5,122,148,288
0.92372,10.826,906.22,6,13,13.3778,394,0,290,4,96,151,311
0.921106,8.96917,1018.31,6,13,16.7222,502,0,372,5,121,149,315
0.483833,95.8599,914.048,6,13,13.3778,392,0,288,4,96,157,315
0.799191,31.0689,981.463,6,13,16.7222,470,0,339,5,121,153,307
0.925822,11.8522,1108.54,6,13,20.0667,583,0,426,6,145,150,323
0.836054,24.6335,1118.78,6,13,20.0667,594,0,435,6,147,149,324
0.826252,24.7454,1009.74,6,13,16.7222,486,0,355,5,122,154,317
0.768669,21.4927,1022.28,6,13,16.7222,500,0,367,6,122,154,318
0.484362,84.6302,908.829,6,13,13.3778,391,0,285,4,99,161,305
0.952605,7.63572,1014.36,6,13,16.7222,483,0,349,5,125,155,324
0.903561,5.43683,1093.87,6,13,20.0667,564,0,404,6,148,151,320
0.523407,83.1216,886.089,6,13,13.3778,377,0,270,4,99,160,299
0.415322,96.8133,937.769,6,13,13.3778,417,0,309,4,100,158,313
0.884558,7.7156,891.386,6,13,13.3778,383,0,276,4,101,159,298
0.929537,7.95614,778.059,6,13,10.0333,284,0,204,3,74,158,287
0.506079,71.6273,894.666,6,13,13.3778,382,0,273,4,101,159,300
0.93091,11.695,1061.98,6,13,16.7222,507,0,374,5,125,163,336
0.712661,33.235,1054.91,6,13,16.7222,509,0,373,5,125,160,334
0.750438,30.4419,926.116,6,13,13.3778,391,0,282,4,100,163,321
0.850821,15.016,937.562,6,13,13.3778,395,0,287,4,100,166,323
0.847377,27.5655,1056.19,6,13,16.7222,502,0,365,5,126,168,332
0.804408,22.7613,1074.54,6,13,16.7222,515,0,378,5,127,165,338
0.938089,6.27314,1160.71,6,13,20.0667,602,0,439,6,154,161,342
0.945739,9.95825,1166.98,6,13,20.0667,608,0,444,6,153,162,342
0.846071,12.7242,1058.52,6,13,16.7222,507,0,368,6,129,165,335
0.937781,3.91593,927.572,6,13,13.3778,393,0,281,5,102,166,315
0.476489,43.3612,967.756,6,13,13.3778,413,0,302,4,104,170,331
0.925872,6.78548,1155.78,6,13,20.0667,590,0,424,6,154,164,340
0.629449,73.1565,1059.68,6,13,16.7222,503,0,363,5,128,168,335
0.869005,18.6139,929.718,6,13,13.3778,391,0,282,4,102,171,316
0.900804,17.2953,1008.08,6,13,16.7222,466,0,327,5,128,170,317
0.807579,25.7799,1265.41,6,13,20.0667,625,0,442,6,172,191,393
0.364601,79.2233,709.522,6,13,6.68889,191,0,132,2,55,177,293
0.491156,61.7698,1102.2,6,13,13.3778,467,0,335,4,122,190,391
0.912002,8.79418,1274.15,6,13,16.7222,568,0,400,5,158,206,440
0.922038,8.75816,1153.42,6,13,16.7222,531,0,377,5,144,193,374
0.549886,26.9656,916.092,6,13,10.0333,330,0,239,3,85,182,352
0.911372,14.8667,1125.4,6,13,16.7222,510,0,356,5,144,192,369
0.922689,12.1166,1225.05,6,13,20.0667,604,0,421,6,172,191,374
0.915785,11.0389,1035.23,6,13,13.3778,430,0,308,4,114,186,365
0.725227,34.1004,1151.9,6,13,16.7222,537,0,385,5,144,190,362
0.900112,8.08139,1121.2,6,13,16.7222,516,0,363,5,144,188,362
0.878611,16.5135,1022.09,6,13,13.3778,420,0,298,4,114,186,361
0.956117,7.30581,1228.31,6,13,20.0667,610,0,425,6,172,189,372
0.895993,19.3704,1284.54,6,13,20.0667,640,0,457,6,174,188,401
0.744864,18.2376,1249.86,6,13,20.0667,628,0,445,6,171,188,377
0.906312,16.5692,1151.28,6,13,16.7222,532,0,380,5,143,189,372
0.929861,8.76485,982.048,6,13,13.3778,395,0,276,4,112,184,350
0.629889,63.9059,953.425,6,13,13.3778,397,0,273,4,114,187,317
0.898152,13.8772,1024.07,6,13,13.3778,424,0,303,4,113,185,365
0.833439,32.3579,1097.29,6,13,16.7222,505,0,354,5,141,190,346
0.839094,19.5078,1162.11,6,13,16.7222,540,0,388,5,143,188,378
0.750018,17.8307,853.701,6,13,10.0333,309,0,220,3,84,183,312
0.843254,16.3258,1159.39,6,13,16.7222,545,0,392,5,143,187,371
0.896668,7.98933,1140.07,6,13,16.7222,521,0,368,5,142,189,375
0.410527,104.261,1037.47,6,13,13.3778,443,0,321,4,114,184,360
0.813527,27.486,1014.88,6,13,13.3778,420,0,298,4,113,184,357
0.412471,77.9527,914.364,6,13,10.0333,329,0,238,3,86,184,350
0.863141,19.3337,1248.29,6,13,20.0667,622,0,439,6,171,190,382
0.880116,7.43957,984.589,6,13,13.3778,403,0,283,4,114,181,348
0.829342,32.0248,968.949,6,13,13.3778,401,0,281,4,113,186,330
0.919016,9.39164,1161.78,6,13,16.7222,543,0,391,5,144,189,377
0.893344,19.512,1048.28,6,13,16.7222,474,0,323,5,141,193,328
0.80298,20.2407,1089.69,6,13,16.7222,507,0,355,5,141,188,343
0.919292,5.81928,1112.7,6,13,16.7222,507,0,356,5,141,187,363
0.918216,5.57006,1235.11,6,13,20.0667,618,0,436,6,171,189,373
0.790293,15.1531,977.619,6,13,13.3778,403,0,283,4,113,184,340
0.851681,10.9448,677.68,6,13,6.68889,182,0,125,2,55,176,272
0.701139,57.4648,1015.87,6,13,13.3778,424,0,301,4,113,186,354
0.909176,6.14146,1105.14,6,13,16.7222,505,0,354,5,143,191,355
0.91184,11.7345,1138.79,6,13,16.7222,529,0,379,5,143,186,371
0.814857,34.9728,980.394,6,13,13.3778,402,0,283,4,112,184,342
0.515021,32.9651,1040.82,6,13,13.3778,443,0,321,4,115,187,357
0.924188,11.238,1113.03,6,13,16.7222,514,0,359,5,144,191,353
0.903317,5.72648,1243.97,6,13,20.0667,619,0,437,6,172,189,381
0.881398,12.078,863.589,6,13,10.0333,306,0,216,3,83,179,328
0.81739,34.8115,1160.79,6,13,16.7222,539,0,385,5,145,189,377
0.912091,15.2026,1245.96,6,13,20.0667,621,0,439,6,170,188,383
0.742832,47.3489,869.614,6,13,10.0333,303,0,214,3,84,182,337
0.799094,30.6195,1034.6,6,13,13.3778,435,0,314,4,113,180,366
0.654505,30.8984,1130.9,6,13,16.7222,520,0,368,5,142,190,368
0.928693,6.13426,1258.48,6,13,20.0667,622,0,440,6,171,190,389
0.818423,18.7699,1274.02,6,13,20.0667,647,0,462,6,172,187,386
0.914537,11.3165,1256.68,6,13,20.0667,630,0,448,6,170,188,385
0.494763,30.4764,900.384,6,13,10.0333,328,0,237,3,85,180,343
0.924608,9.4899,952.344,6,13,13.3778,380,0,264,4,108,184,337
0.774536,32.6218,1098.62,6,13,16.7222,508,0,358,5,141,187,350
0.882468,22.1206,1106.09,6,13,16.7222,507,0,356,5,141,188,359
0.868381,9.53492,1006.9,6,13,13.3778,415,0,295,4,113,184,356
0.911703,11.0454,1194.82,6,13,20.0667,592,0,412,6,169,188,358
0.851541,16.9918,1265.51,6,13,20.0667,636,0,453,6,171,188,384
0.928949,5.43886,1136.63,6,13,16.7222,526,0,374,5,142,189,368
