Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.135166,2.00667,406.227,7,13,0.81978,82,0,25,0,52,67,220
0,1.42635,352.703,7,13,0.26044,28,1,9,0,17,67,223
0.19177,1.88682,481.112,7,13,1.34066,140,0,44,1,85,66,234
0.595055,0.887831,648.926,8,13,2.66923,245,0,92,1,137,79,278
0.546997,0.858462,573.795,7,13,2.93297,218,0,82,1,120,65,245
0.171486,2.197,448.442,7,13,0.846154,108,0,30,0,69,66,234
0.066313,3.47776,362.47,7,13,0.592308,53,0,15,0,34,67,208
0.178467,2.00984,424.525,7,13,0.883516,88,1,28,1,52,66,233
0.251416,1.09769,706.699,9,13,1.4735,236,0,65,0,155,92,329
0.403825,1.54201,498.074,7,13,1.61319,150,0,53,0,87,67,239
0.3788,0.890633,557.402,7,13,3.06484,202,0,86,1,103,65,248
0.174022,1.50602,665.382,8,13,5.23654,272,0,157,0,102,74,274
0.519979,0.748434,732.408,9,13,2.32479,267,0,91,0,157,88,329
0.365322,2.95909,391.549,7,13,1.25495,88,0,30,1,52,66,202
0.117361,2.13897,429.005,7,13,0.962637,89,0,30,1,53,67,234
0.17222,2.15046,426.129,7,13,0.857143,86,0,28,1,52,67,235
0.570887,0.860522,813.507,10,13,2.75,312,0,114,1,177,97,352
0.213801,1.82401,502.568,7,13,1.87692,156,0,58,3,88,65,238
0.22371,3.972,428.943,7,13,1.23846,112,0,32,1,71,65,212
0.266571,1.81988,529.952,7,13,1.96044,178,0,60,3,103,66,243
0.278729,1.22535,472.286,7,13,1.61209,126,0,48,0,69,68,239
0,1.44529,347.235,7,13,0.269231,29,0,9,0,17,65,218
0.228774,1.79616,421.813,7,13,0.862637,88,0,29,1,53,67,229
0.558322,0.778767,662.68,8,13,2.72404,251,0,92,3,142,78,287
0,731.155,305.749,7,13,0.563736,31,0,11,0,18,68,178
