Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.5187,2738.92,6,13,100,2158,0,1978,0,178,175,351
0.564688,2759.3,6,13,100,2240,0,2058,0,178,156,306
0.521601,2969.54,6,13,100,2348,0,2136,0,209,185,373
0.705948,2675.19,6,13,100,2151,0,1975,0,172,160,306
0.490334,2406.01,6,13,100,1916,0,1762,0,151,159,275
0.479728,2495.39,6,13,100,1993,0,1830,0,157,168,281
0.580608,2817.23,6,13,100,2215,0,2025,0,186,209,335
0.462292,2822.24,6,13,100,2230,0,2036,0,188,205,331
0.490751,2771.48,6,13,100,2177,0,1986,0,187,205,333
0.590876,2847.28,6,13,100,2245,0,2053,0,190,204,341
0.625107,2746.7,6,13,100,2147,0,1955,0,187,204,337
0.608021,2772.08,6,13,100,2167,0,1978,0,186,203,346
0.52102,2729.87,6,13,100,2146,0,1958,0,186,204,327
0.597855,2756.76,6,13,100,2165,0,1974,0,186,204,335
0.547728,2753.78,6,13,100,2166,0,1976,0,186,203,332
0.525781,2763.51,6,13,100,2166,0,1976,0,186,201,339
0.583361,2737.01,6,13,100,2143,0,1955,0,186,202,336
0.650779,2799.62,6,13,100,2212,0,2020,0,187,204,329
0.675771,2787.43,6,13,100,2195,0,2005,0,186,204,336
0.56073,2778.89,6,13,100,2189,0,1995,0,189,203,331
0.513574,2765.9,6,13,100,2171,0,1982,0,186,203,335
0.473813,2807.36,6,13,100,2221,0,2024,0,194,204,328
0.504363,2784.06,6,13,100,2190,0,2002,0,185,201,336
0.701168,2766.72,6,13,100,2174,0,1983,0,187,203,334
0.639295,2730.78,6,13,100,2135,0,1947,0,185,204,337
0.484052,2728.96,6,13,100,2134,0,1945,0,186,203,337
0.646207,2804.16,6,13,100,2215,0,2027,0,186,203,329
0.579861,2768.45,6,13,100,2180,0,1990,0,185,204,330
0.61651,2791.39,6,13,100,2198,0,2006,0,188,201,336
0.662721,2783.21,6,13,100,2192,0,2003,0,186,203,332
0.62174,2793.99,6,13,100,2199,0,2010,0,186,204,337
0.543151,2777.39,6,13,100,2191,0,2002,0,185,204,327
0.580418,2729.95,6,13,100,2141,0,1952,0,185,204,333
0.596895,2789.09,6,13,100,2197,0,2008,0,185,204,335
0.480293,2860.8,6,13,100,2234,0,2040,0,192,204,367
0.728775,2835.02,6,13,100,2232,0,2045,0,182,204,337
0.503717,2788.2,6,13,100,2192,0,2005,0,185,203,338
0.680225,2760.2,6,13,100,2172,0,1985,0,185,203,331
0.545501,2770.48,6,13,100,2175,0,1988,0,184,203,336
0.515869,2751.5,6,13,100,2164,0,1978,0,185,204,328
0.679556,2793.57,6,13,100,2206,0,2014,0,187,204,329
0.60426,2763.91,6,13,100,2173,0,1987,0,185,205,330
0.586887,2754.61,6,13,100,2155,0,1966,0,186,204,340
0.617522,2765.33,6,13,100,2171,0,1981,0,187,204,334
0.451567,2763.56,6,13,100,2172,0,1986,0,184,204,332
0.640807,2780.8,6,13,100,2191,0,2003,0,185,204,331
0.591927,2765.85,6,13,100,2174,0,1988,0,184,204,332
0.645811,2791.43,6,13,100,2196,0,2005,0,186,204,338
0.693555,2807.66,6,13,100,2223,0,2027,0,191,204,327
0.541284,2842.92,6,13,100,2242,0,2050,0,188,204,339
0.616701,2793.98,6,13,100,2209,0,2018,0,186,203,325
0.629624,2748.26,6,13,100,2158,0,1968,0,185,206,332
