Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.29703,1781.41,6,19,16.75,1124,0,955,5,158,207,391
0.298788,1826.3,6,19,16.75,1172,0,1002,5,158,207,383
0.00805703,1284.08,6,19,10.05,689,0,588,3,95,213,326
0.525441,1603.52,6,19,13.4,961,0,824,4,127,218,365
0.0399774,1062.76,6,19,6.7,469,0,399,3,65,210,331
0.765881,1853.36,6,19,16.75,1194,0,1025,5,160,207,396
0.353551,1594.68,6,19,13.4,952,0,814,4,129,210,374
0.441542,1874,6,19,16.75,1210,0,1037,6,161,215,390
0.335265,1823.22,6,19,16.75,1171,0,997,5,164,214,378
0.00555929,1087.9,6,19,6.7,482,0,412,2,65,215,336
0.139238,1611.31,6,19,13.4,960,0,818,4,134,211,378
0.701078,1885.35,6,19,16.75,1204,0,1030,5,164,217,400
0.0167137,1337.35,6,19,10.05,713,0,608,3,100,212,356
0.564812,1853.36,6,19,16.75,1197,0,1022,5,165,217,379
0.331747,1381,6,19,10.05,722,0,616,3,99,224,374
0.184181,1641.09,6,19,13.4,983,0,843,4,132,219,376
0.383334,1353.43,6,19,10.05,704,0,598,3,101,228,358
0.432586,1578.61,6,19,13.4,942,0,799,4,134,224,355
0.00816995,1095.92,6,19,6.7,481,0,409,2,67,217,339
0.519915,1443.75,6,19,10.05,772,0,657,3,108,229,382
0.0569657,2153.07,6,19,16.75,1399,0,1178,5,207,262,428
0.384889,2380.99,6,19,20.1,1614,0,1351,6,246,260,444
0.213518,2097.64,6,19,16.75,1350,0,1134,5,205,258,428
0.602395,1165.5,6,19,6.7,532,0,447,2,81,242,338
0.193204,1495.83,6,19,10.05,801,0,672,3,122,243,387
0.748844,2100.49,6,19,16.75,1363,0,1149,6,203,257,416
0.670727,2072.88,6,19,16.75,1338,0,1123,6,204,256,413
0.589355,2123.72,6,19,16.75,1368,0,1150,6,206,256,433
0.31524,1443.8,6,19,10.05,796,0,667,3,121,245,347
0.459452,2410.29,6,19,20.1,1632,0,1373,6,245,258,451
0.200054,1803.53,6,19,13.4,1074,0,901,4,163,249,421
0.182402,1500.61,6,19,10.05,804,0,675,3,121,251,385
0.284072,1498.51,6,19,10.05,805,0,675,3,123,249,387
0.880198,2319.03,6,19,20.1,1564,0,1306,6,246,260,434
0.319672,2150.23,6,19,16.75,1394,0,1178,6,203,256,435
0.313681,1509.73,6,19,10.05,814,0,684,3,122,243,391
0.0584516,1871.92,6,19,13.4,1127,0,953,4,164,249,435
0,869.072,6,19,3.35,253,0,209,2,41,236,325
0.710432,2095.04,6,19,16.75,1351,0,1135,5,204,258,422
0.0656584,1766.15,6,19,13.4,1068,0,894,5,163,257,384
0.185282,1550.58,6,19,10.05,844,0,714,3,124,252,391
0.419365,2075.97,6,19,16.75,1340,0,1126,5,203,258,414
0.458666,2118.38,6,19,16.75,1372,0,1156,6,203,255,427
0.240593,1161.67,6,19,6.7,524,0,439,2,80,239,342
0.313747,1456.47,6,19,10.05,769,0,639,4,122,246,383
0.233396,1498.99,6,19,10.05,810,0,681,3,121,247,382
0.0810387,2502.83,6,19,20.1,1719,0,1461,6,243,257,457
0.51716,2135.04,6,19,16.75,1383,0,1170,5,203,257,433
0.523425,2160.32,6,19,16.75,1387,0,1174,5,203,256,452
0.0619943,1185.75,6,19,6.7,508,0,424,2,80,238,381
0.507118,1837.14,6,19,13.4,1101,0,928,4,164,246,426
0,900.604,6,19,3.35,251,0,209,1,40,238,354
0,883.104,6,19,3.35,251,0,207,1,41,242,334
0.234426,1793.87,6,19,13.4,1085,0,909,4,166,254,396
0.150783,1486.65,6,19,10.05,807,0,678,3,123,244,378
0.0143036,1197.65,6,19,6.7,530,0,445,2,81,240,369
0.442541,1760.15,6,19,13.4,1050,0,878,5,162,245,406
0.359787,1802.67,6,19,13.4,1094,0,922,5,162,253,398
0.320052,2130.69,6,19,16.75,1384,0,1168,5,205,255,428
0.522701,1823.08,6,19,13.4,1111,0,939,4,163,247,407
0.0702446,1756.44,6,19,13.4,1040,0,866,5,162,255,403
0.014174,1470.12,6,19,10.05,786,0,655,3,122,251,374
0.124093,1830.75,6,19,13.4,1125,0,954,4,162,253,393
0.25513,2105.36,6,19,16.75,1354,0,1141,5,203,253,434
0.528807,2183.85,6,19,16.75,1390,0,1170,5,209,259,472
0.333729,1513.04,6,19,10.05,812,0,683,3,121,244,395
0.480844,1787.63,6,19,13.4,1068,0,897,4,162,257,401
0.615316,1813.85,6,19,13.4,1083,0,912,5,162,250,415
0.248756,1761.94,6,19,13.4,1057,0,884,4,163,250,391
0.0787335,1219.57,6,19,6.7,560,0,476,2,80,241,358
0.425568,2112.11,6,19,16.75,1351,0,1137,5,203,253,443
0.494105,2103.53,6,19,16.75,1357,0,1142,5,204,256,428
0.0182366,1518.69,6,19,10.05,828,0,698,3,123,247,386
0.368803,1196.84,6,19,6.7,541,0,454,2,82,243,358
0.00650244,1532.28,6,19,10.05,837,0,706,3,123,245,387
0.258658,2068.39,6,19,16.75,1344,0,1129,6,201,258,405
0.506221,1820.23,6,19,13.4,1111,0,939,5,163,250,399
0.808161,2132.08,6,19,16.75,1368,0,1154,5,203,258,439
0.286669,1764.69,6,19,13.4,1047,0,873,4,163,251,407
0.316013,1473.35,6,19,10.05,798,0,668,3,123,246,372
0.139745,1858.15,6,19,13.4,1146,0,975,4,161,255,397
0.218748,2465.89,6,19,20.1,1703,0,1445,6,244,258,441
0.36143,1770.11,6,19,13.4,1066,0,895,4,163,249,395
0.236308,1813.02,6,19,13.4,1106,0,933,4,163,257,392
0.0193102,1188.19,6,19,6.7,533,0,446,2,81,242,359
0.0313323,1504.19,6,19,10.05,817,0,687,4,122,251,377
0,830.954,6,19,3.35,241,0,199,1,40,234,305
0.104122,1551.33,6,19,10.05,856,0,727,3,122,245,389
0.151787,1488.34,6,19,10.05,791,0,661,3,122,245,394
0,903.315,6,19,3.35,250,0,207,1,40,239,359
0.562612,2157.38,6,19,16.75,1411,0,1197,5,204,259,423
0.236272,1195.54,6,19,6.7,530,0,445,2,81,243,363
0.752823,2417.53,6,19,20.1,1651,0,1391,6,246,258,441
0.425513,1752.64,6,19,13.4,1041,0,869,5,162,247,407
0.00394191,1179.14,6,19,6.7,517,0,432,2,81,244,359
0.630903,2100.28,6,19,16.75,1358,0,1145,5,202,255,425
0.312135,1808.9,6,19,13.4,1095,0,924,4,160,250,403
0.0672835,1802.28,6,19,13.4,1071,0,899,5,163,250,418
0.600369,2082.38,6,19,16.75,1359,0,1145,6,202,257,404
0.23436,2041.72,6,19,16.75,1297,0,1083,5,201,255,425
