Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.615524,649.595,7,10,1.42667,166,103,323
0.813144,367.104,4,10,0.562222,71,57,191
0.787525,367.841,4,10,0.535556,70,57,193
0.353932,360.83,4,10,0.457778,69,56,186
0,312.427,4,10,1.34,28,58,181
0.704787,496.02,5,10,1.60533,140,71,229
0.82122,442.333,5,10,0.71,93,72,224
0.00189546,324.118,4,10,0.23,43,57,175
0.877196,615.63,6,10,1.85222,175,93,289
0.450977,345.99,4,10,1.64667,58,59,179
0.619951,417.819,4,10,1.835,117,58,188
0,308.796,4,10,1.24,27,57,180
0.446848,527.508,6,10,0.262667,109,88,279
0.473371,369.731,4,10,0.548889,71,57,193
0.834974,589.324,6,10,1.42222,164,90,278
0.655711,624.468,6,10,2.61444,195,89,282
0.023071,340.029,4,10,1.5,56,57,178
0.665241,495.364,5,10,1.32267,132,74,235
0.92945,472.581,5,10,0.294667,111,73,238
0.0657219,343.635,4,10,1.05667,52,57,187
0.796178,485.961,5,10,1.94667,123,74,235
0,310.122,4,10,1.31333,28,60,177
0.729047,338.973,4,10,0.613333,47,59,184
0.545596,345.435,4,10,0.466667,47,58,194
0.570674,374.796,4,10,1.5,84,57,183
0.0409144,345.544,4,10,1.44667,56,59,181
0.734194,338.183,4,10,0.366667,45,58,189
0.627869,401.908,5,10,1.10833,104,63,183
0.737579,630.974,6,10,3.01111,204,124,246
0.786912,355.626,4,10,1.92,62,59,186
0.833554,397.675,4,10,0.508333,95,59,192
0.536901,325.624,4,10,0.253333,42,57,179
0.827297,456.205,5,10,1.64,87,73,240
0.906282,363.727,4,10,0.271111,66,58,193
0.75691,509.388,6,10,1.88167,122,99,231
0.796389,384.164,4,10,0.31,89,58,189
0,312.451,4,10,1.66667,29,57,181
0.645726,545.873,6,10,1.27733,132,87,272
0.406264,371.102,4,10,0.995556,77,58,188
0.507394,593.078,7,10,1.56,116,99,322
0.679699,456.083,5,10,0.626667,96,71,237
0.692531,374.071,4,10,1.46889,84,59,182
0.540363,535.86,6,10,1.955,120,87,272
0.780557,359.608,4,10,0.36,67,57,186
0.891214,402.499,4,10,1.18167,108,58,185
0.899238,444.442,5,10,1.06833,97,72,226
0.328339,343.057,4,10,1.30667,54,58,184
0.68086,359.66,4,10,0.386667,68,57,186
0.701591,336.372,4,10,0.34,46,56,186
0.78079,340.901,4,10,0.256667,44,58,193
0.577596,159.683,2,10,0.416667,46,19,51
0.577795,384.202,4,10,0.25,89,57,188
0.691254,366.794,4,10,0.26,67,58,196
0.825254,349.814,4,10,0.366667,45,57,200
0.181421,409.099,5,10,0.271111,63,72,225
0.670186,334.277,4,10,0.28,44,56,186
0.0828816,335.01,4,10,0.913333,51,56,182
0.795195,400.567,4,10,1.10667,104,57,186
0.68886,482.428,5,10,2.07667,125,71,234
0.801602,485.645,5,10,2.30167,128,71,235
0.691944,642.303,7,10,1.708,150,102,333
0.00378943,303.828,4,10,0.94,25,57,175
0.855546,363.455,4,10,0.304444,66,57,193
0.461241,343.241,4,10,1.57333,56,59,180
0.510216,339.948,4,10,0.46,48,57,190
0.683146,367.286,4,10,1.08,77,56,184
0,305.052,4,10,1.65333,29,57,174
0.908961,373.614,4,10,0.317778,66,56,203
0,303.132,4,10,0.233333,22,57,178
0.0277406,344.05,4,10,1.47667,57,59,182
0.313336,360.595,4,10,1.09778,73,58,182
0.431639,97.493,1,10,1.4,28,27,0
0.855839,447.654,5,10,0.301667,88,71,238
0,310.237,4,10,1.26,27,57,179
0.591251,372.821,4,10,1.44222,83,60,180
0.867395,341.849,4,10,0.366667,47,57,192
0.209793,389.75,4,10,0.89,98,57,182
0.881588,347.949,4,10,0.413333,46,58,198
0.00392799,249.908,3,10,1.67333,57,48,97
0.528288,616.339,7,10,2.852,150,99,313
0.861103,296.756,3,10,1.64222,88,58,103
0.513165,468.076,5,10,0.270667,109,71,234
0.885749,364.023,4,10,0.284444,66,57,192
0.780622,365.545,4,10,0.348889,68,57,192
0,318.572,4,10,1.36,27,56,187
0.559828,326.196,4,10,0.583333,48,58,176
0.838689,364.268,4,10,1.56444,78,57,180
0,311.318,4,10,1.43333,28,58,181
0.223289,363.163,5,10,1.97,61,75,180
0.868691,440.602,5,10,0.301667,88,70,230
0.735925,340.864,4,10,1.85667,59,57,178
0.125573,332.725,4,10,0.923333,50,57,179
0.0654612,337.827,4,10,1.72667,58,57,176
0.645895,329.258,4,10,0.303333,45,58,181
0.756794,356.907,4,10,0.233333,67,58,184
0.0189246,330.286,4,10,0.236667,43,59,182
0.88994,365.048,4,10,0.273333,68,57,192
0.647427,336.178,4,10,0.33,45,58,187
0.636845,367.397,4,10,1.88667,60,80,178
0.782095,355.422,4,10,0.328889,66,56,186
