Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.464351,603.188,6,10,1.82222,126,0,38,3,80,92,325
0.637952,618.765,6,10,1.02222,132,0,24,2,99,91,333
0.783612,650.186,6,10,2.38889,181,0,49,3,120,92,315
0.662716,621.131,6,10,1.56667,141,0,32,1,100,93,324
0.676699,591.757,6,10,0.588889,125,0,16,1,100,91,315
0.690836,616.353,6,10,3.06667,166,0,56,3,101,93,296
0.542195,611.38,6,10,1.07778,133,0,24,1,101,92,321
0.532621,600.62,6,10,1.01111,112,0,25,1,83,92,335
0.645793,595.347,6,10,2.07778,153,0,41,2,102,93,288
0.471281,633.547,6,10,1.5,169,0,34,2,123,94,310
0.445296,646.355,6,10,1.07778,136,0,25,2,103,90,356
0.667635,660.146,6,10,2.45556,161,0,50,2,102,93,342
0.513712,646.422,6,10,1.74444,150,0,39,2,103,96,333
0.612255,643.966,6,10,1.92222,153,0,41,3,102,94,331
0.538541,681.441,6,10,3.93333,191,0,77,4,102,96,331
0.686664,672.388,6,10,2.27778,179,0,48,4,121,97,332
0.543532,607.808,6,10,0.944444,108,0,21,1,82,91,348
0.50106,667.579,6,10,2.17778,183,0,47,6,122,94,327
0.480431,659.894,6,10,2.42222,160,0,51,0,102,97,337
0.479608,634.247,6,10,0.911111,133,0,22,1,103,96,342
0.257282,552.691,6,10,0.277778,52,0,9,0,40,91,352
0.755491,592.836,6,10,0.466667,127,0,17,3,102,92,311
0.639835,624.957,6,10,1.28889,142,0,30,2,103,94,326
0.595614,631.783,6,10,1.94444,151,0,39,2,102,97,323
0.559172,672.885,6,10,3.01111,176,0,63,3,105,99,335
0.602575,633.946,6,10,1.27778,141,0,29,3,103,97,334
0.641552,676.944,6,10,2.66667,185,0,52,1,123,95,330
0.646834,651.649,6,10,1.07778,160,0,27,3,124,96,330
0.577424,670.123,6,10,2.36667,164,0,50,2,104,97,344
0.657739,649.719,6,10,1.65556,173,0,38,3,123,94,321
0.626061,623.95,6,10,1.33333,139,0,28,2,104,94,324
0.545097,653.467,6,10,2.35556,161,0,50,1,102,98,331
0.730171,691.23,6,10,2.46667,186,0,52,3,123,97,342
0,490.606,6,10,0.188889,27,0,5,0,20,97,313
0.144324,554.672,6,10,0.277778,76,0,9,0,62,98,322
0.711254,630.988,6,10,1.11111,141,0,28,3,105,92,328
0.414284,595.237,6,10,1.47778,102,0,34,0,63,96,336
0.643527,660.941,6,10,1.74444,151,0,37,1,104,95,352
0.500175,619.814,6,10,1.43333,143,0,30,2,104,97,314
0.69312,702.839,6,10,2.65556,193,0,59,1,127,96,346
0.625519,668.386,6,10,2.05556,180,0,45,2,125,98,325
0.705093,622.042,6,10,1.48889,143,0,32,1,105,98,315
0.606434,654.518,6,10,1.16667,165,0,28,3,125,97,326
0.54175,625.223,6,10,1.04444,138,0,26,2,104,96,322
0.624192,690.599,6,10,1.92222,180,0,45,2,125,97,344
0.567432,634.488,6,10,1.46667,143,0,30,4,105,95,330
0.588707,690.233,6,10,1.88889,183,0,46,3,124,100,337
0.622922,637.574,6,10,0.877778,138,0,24,4,105,101,329
0.523232,673.156,6,10,1.22222,166,0,29,2,128,99,335
0.682453,638.844,6,10,1.34444,142,0,29,2,106,98,336
0.64625,707.655,6,10,2.8,192,0,56,2,126,98,348
0.539829,661.555,6,10,2.42222,139,0,52,2,81,103,358
0.507671,552.527,6,10,0.955556,90,0,20,2,63,99,300
0.605349,689.566,6,10,1.11111,168,0,29,3,128,96,359
0.470681,645.22,6,10,1.4,144,0,32,2,106,102,333
0.654313,731.046,6,10,4.74444,235,0,93,4,129,103,322
0.556887,600.145,6,10,0.688889,107,0,17,0,84,98,332
0.860227,657.598,6,10,1.96667,184,0,45,4,127,97,312
0.40546,680.651,6,10,2.6,168,0,57,3,104,101,347
0.547465,629.064,6,10,1.2,137,0,25,2,105,101,321
0.796684,637.283,6,10,2.66667,165,0,54,2,103,103,303
0.696027,666.832,6,10,0.888889,162,0,26,2,126,102,333
0.668298,637.048,6,10,1.05556,139,0,24,0,108,103,325
0.663241,725.909,6,10,4.22222,206,0,92,3,106,102,351
0.546604,669.947,6,10,2.48889,162,0,49,2,105,102,331
0.869094,648.617,6,10,1.57778,146,0,34,1,104,98,333
0.668716,695.654,6,10,2.47778,165,0,52,2,106,101,360
0.648378,602.447,6,10,1.52222,144,0,31,3,105,102,291
0.579579,667.835,6,10,1.68889,150,0,38,1,105,101,347
0.547497,703.114,6,10,2.41111,168,0,49,3,110,114,356
0.471461,703.556,6,10,2.12222,161,0,46,4,110,115,355
0.550236,675.769,6,10,1.9,132,0,38,2,87,116,366
0.291942,683.607,6,10,0.522222,134,0,19,0,107,111,368
0.763845,627.759,6,10,0.622222,134,0,19,1,106,113,315
0.797472,707.34,6,10,1.94444,187,0,48,1,130,114,341
0.590737,668.568,6,10,0.777778,134,0,23,1,105,112,358
0.438272,685.738,6,10,2.1,166,0,45,3,109,113,337
0.481715,689.906,6,10,0.811111,163,0,25,3,128,114,348
0.509907,691.498,6,10,1.86667,158,0,46,1,105,115,351
0.560977,661.771,6,10,0.644444,112,0,19,1,85,112,368
0.741339,711.731,6,10,1.18889,171,0,31,3,130,115,358
0.475996,624.828,6,10,1.31111,121,0,27,3,87,114,323
0.476119,681.282,6,10,0.7,136,0,23,1,106,113,361
0.166455,613.335,6,10,0.277778,79,0,10,1,63,113,355
0.560525,736.696,6,10,2.85556,183,0,66,4,108,117,366
0.463894,716.927,6,10,2.37778,165,0,49,2,109,120,360
0.548889,683.889,6,10,1.25556,141,0,26,2,107,112,355
0.522381,690.836,6,10,1.13333,141,0,26,3,107,116,369
0.64501,694.767,6,10,2.56667,168,0,52,1,108,116,345
0.016343,564.089,6,10,0.188889,53,0,7,0,44,111,340
0.58571,622.421,6,10,0.466667,106,0,16,0,85,113,342
0.619024,733.659,6,10,2.48889,193,0,53,3,130,114,358
0.866674,761.626,6,10,2.95556,205,0,64,1,132,117,372
0.673474,727.876,6,10,1.71111,179,0,41,3,129,114,362
0.498175,625.383,6,10,0.766667,114,0,22,2,83,109,336
0.472229,705.11,6,10,1.58889,151,0,35,1,108,115,369
0.721624,716.888,6,10,1.71111,180,0,40,2,129,112,357
0.660469,747.899,6,10,3.11111,206,0,64,4,131,115,353
0.517532,699.064,6,10,1.66667,154,0,39,0,109,113,369
0.0251986,572.527,6,10,0.233333,53,0,9,0,42,111,346
